rev_Mean,mou_Mean,totmrc_Mean,da_Mean,ovrmou_Mean,ovrrev_Mean,vceovr_Mean,datovr_Mean,roam_Mean,change_mou,change_rev,drop_vce_Mean,drop_dat_Mean,blck_vce_Mean,blck_dat_Mean,unan_vce_Mean,unan_dat_Mean,plcd_vce_Mean,plcd_dat_Mean,recv_vce_Mean,recv_sms_Mean,comp_vce_Mean,comp_dat_Mean,custcare_Mean,ccrndmou_Mean,cc_mou_Mean,inonemin_Mean,threeway_Mean,mou_cvce_Mean,mou_cdat_Mean,mou_rvce_Mean,owylis_vce_Mean,mouowylisv_Mean,iwylis_vce_Mean,mouiwylisv_Mean,peak_vce_Mean,peak_dat_Mean,mou_peav_Mean,mou_pead_Mean,opk_vce_Mean,opk_dat_Mean,mou_opkv_Mean,mou_opkd_Mean,drop_blk_Mean,attempt_Mean,complete_Mean,callfwdv_Mean,callwait_Mean,churn,months,uniqsubs,actvsubs,new_cell,crclscod,asl_flag,totcalls,totmou,totrev,adjrev,adjmou,adjqty,avgrev,avgmou,avgqty,avg3mou,avg3qty,avg3rev,avg6mou,avg6qty,avg6rev,prizm_social_one,area,dualband,refurb_new,hnd_price,phones,models,hnd_webcap,truck,rv,ownrent,lor,dwlltype,marital,adults,infobase,income,numbcars,HHstatin,dwllsize,forgntvl,ethnic,kid0_2,kid3_5,kid6_10,kid11_15,kid16_17,creditcd,eqpdays,Customer_ID,,
50,305.75,50,0,0,0,0,0,0,-24.75,0,1.333333333,0,0.333333333,0,18,0,113,0,30,0,93.66666667,0,0.333333333,0.333333333,0.023333333,10.66666667,0,122.9333333,0,64.72666667,18.33333333,13.43666667,8.666666667,23.07666667,91,0,141.5366667,0,32,0,46.12333333,0,1.666666667,113,93.66666667,0,2,0,49,2,2,N,G,N,7884,19368,2795.16,2743.55,19368,7884,57.16,403.5,164.25,314,147,50,388,157,57,S,OHIO AREA,Y,N,199.9899902,5,4,WCMB,0,0,O,5,S,M,3,M,7,2,C,A,1,N,U,Y,Y,U,U,Y,3,1000500,,
104.9025,305,75,0,0,0,0,0,0,-64,-0.9025,3.333333333,0,0,0,45,0,168,0,20,0,120.3333333,0,0,0,0,11.33333333,0.333333333,143.0533333,0,25.62,1.333333333,0.9,0.666666667,0.306666667,126,0,154.85,0,12.66666667,0,13.82666667,0,3.333333333,168,120.3333333,0,0,1,47,1,1,Y,A,N,15118,32327.16667,6890.37,6773.89,32097.17,15033,147.26,697.76,326.8,326,167,105,281,121,127,U,PHILADELPHIA AREA,N,R,9.989997864,2,2,NA,0,0,O,6,S,U,2,M,9,1,C,A,0,N,U,U,U,U,U,Y,1390,1000501,,
54.275,135,50,0.2475,0,0,0,0,0.2925,-135,-4.275,0,0,0.333333333,0,3,0,9.333333333,0,2.333333333,0,6,0,0,0,0,1,0,14.41,0,5.01,0.666666667,1.21,0,0,8,0,19.39333333,0,0.333333333,0,0.026666667,0,0.333333333,9.333333333,6,0,0,1,47,1,1,N,A,N,8282,18591.11,2722.43,2621.53,17434.11,7869,58.26,387.42,174.87,180,56,56,356,117,63,U,DALLAS AREA,Y,N,29.98999023,2,2,NA,0,0,O,7,,U,1,M,6,2,C,,0,N,U,U,U,U,U,Y,454,1000502,,
123.7275,390.25,50,0,2.5,0.975,0,0.975,32.4525,-148.25,-64.4675,2.666666667,0,0,0,7.666666667,0,69.66666667,0.666666667,19.66666667,0,59.66666667,0.666666667,0.666666667,5.666666667,5.313333333,10.66666667,0.666666667,145.1233333,2.01,27.49666667,14.66666667,20.19333333,2.333333333,3.883333333,45.33333333,0.666666667,103.6366667,2.01,31.66666667,0,68.98333333,0,2.666666667,70.33333333,60.33333333,0,0.666666667,1,51,2,2,Y,A,N,11540,29462,3676.67,3583.91,28851,11271,91.9,739.77,289,440,147,145,430,163,103,S,NORTHWEST/ROCKY MOUNTAIN AREA,Y,N,149.9899902,7,4,WCMB,0,0,O,8,S,M,4,M,9,2,C,A,0,S,U,U,U,U,U,Y,437,1000503,,
27.245,8.75,27,0,0,0,0,0,0,19.25,-0.245,0,0,0,0,2.666666667,0,8.333333333,0,0,0,5.666666667,0,0,0,0,0,0,6.563333333,0,0,1.333333333,0.56,0,0,4,0,6.053333333,0,1.666666667,0,0.51,0,0,8.333333333,5.666666667,0,0,1,47,3,3,U,A,N,2157,4697,1789.73,1759.25,4682,2146,38.24,101.78,46.65,2,2,27,79,34,39,S,MIDWEST AREA,N,N,29.98999023,1,1,NA,0,0,O,12,S,M,5,M,6,2,I,A,0,U,U,U,U,Y,U,Y,1437,1000504,,
80.8125,473.5,29.99,0.99,141.5,49.525,49.525,0,0,20.5,-3.9225,2.666666667,0,4.666666667,0,48.66666667,0,179.6666667,0,154,0,124.6666667,0,0.333333333,0.333333333,0.19,101,0.333333333,122.98,0,162.4133333,8,9.586666667,0,0,182,0,184.2866667,0,95.66666667,0,101.1066667,0,7.333333333,179.6666667,124.6666667,0,3.333333333,1,47,1,1,Y,A,N,7735,12755.05,2153.18,2062.11,12312.05,7517,47.96,286.33,174.81,467,271,82,369,209,58,S,HOUSTON AREA,N,N,29.98999023,1,1,NA,1,0,O,1,S,A,2,M,6,2,I,A,0,I,U,U,U,U,U,Y,1437,1000505,,
70.515,501.25,42.615,0,69.75,27.9,27.9,0,0,21.75,-20.525,3,0,2.333333333,0,40,0,163.6666667,0,106.6666667,0,120.6666667,0,0,0,0,61,0,182.78,0,160.83,15.66666667,10.16333333,0,0,134,0,214.0366667,0,91,0,129.5733333,0,5.333333333,163.6666667,120.6666667,0,2,0,53,1,1,N,A,N,8952,17895.01667,2318.69,2256.97,17800.02,8907,55.05,434.15,217.24,494,209,77,558,248,84,S,SOUTH FLORIDA AREA,Y,N,199.9899902,4,4,WCMB,0,0,O,5,S,A,3,M,2,,C,A,0,F,U,U,U,U,U,Y,92,1000506,,
91.18,1398.75,75,0.495,0,0,0,0,0.785,126.25,-8.29,14,0,1.333333333,0,39.33333333,0,132.3333333,0,195.3333333,0,85.66666667,0,1.666666667,10.33333333,9.54,123,0,221.2733333,0,280.0733333,10,24.00666667,9.666666667,24.27333333,123.3333333,0,321.4033333,0,70.66666667,0,179.9433333,0,15.33333333,132.3333333,85.66666667,0,0.666666667,1,49,1,1,Y,A,N,28685,72638,4593.97,4475.42,72056,28436,93.24,1501.17,592.42,1357,538,94,1499,590,89,S,NORTHWEST/ROCKY MOUNTAIN AREA,Y,R,79.98999023,4,4,WCMB,0,0,O,3,S,A,2,M,6,,B,,0,N,U,U,U,U,U,Y,62,1000507,,
72.12,618.25,42.7325,1.2375,53.25,13.125,13.125,0,0,330.75,23.54,5.666666667,0,1,0,101.6666667,0,233,0,93,0,125.3333333,0,3.333333333,5,2.336666667,70.33333333,8,140.68,0,156.1966667,8.333333333,6.09,0,0,116.6666667,0,193.3933333,0,77.33333333,0,103.4833333,0,6.666666667,233,125.3333333,0,3.333333333,0,53,1,1,U,E4,Y,24160,57051.72,6014.82,5940.42,56797.72,24061,116.48,1113.68,471.78,508,256,64,636,286,115,U,PHILADELPHIA AREA,Y,R,9.989997864,8,5,NA,0,0,O,1,S,M,1,M,3,2,,A,0,N,Y,U,U,U,U,Y,421,1000508,,
75.9225,804.75,75,0.2475,0,0,0,0,0,97.25,-0.9225,3.333333333,0,3,0,22.33333333,0,123.3333333,0,105.3333333,0,96.66666667,0,0,0,0,41,0,209.8466667,0,274.3266667,21.33333333,21.17,55.66666667,141.3,163.6666667,0,369.93,0,35.33333333,0,114.2433333,0,6.333333333,123.3333333,96.66666667,0,5.333333333,0,47,1,1,Y,A,N,11545,35948,3770.46,3696.27,35523,11481,80.35,772.24,249.59,772,320,76,792,283,76,C,CENTRAL/SOUTH TEXAS AREA,N,N,29.98999023,3,2,WC,1,1,O,11,S,B,1,M,5,,C,A,0,S,U,U,U,U,U,Y,574,1000509,,
210.3866667,1634.666667,101.9233333,4.62,226.6666667,90.66666667,90.66666667,0,1.513333333,702.3333333,6.853333333,10.33333333,0,6.333333333,0,41.66666667,0,238,0,115.6666667,0,183.3333333,0,4,6.666666667,4.603333333,36.66666667,0,408.02,0,492.11,46.66666667,63.19333333,54,199.6066667,215.3333333,0,592.8866667,0,80,0,307.2433333,0,16.66666667,238,183.3333333,0,2.666666667,1,51,3,3,N,B,N,2400,5649,1627.75,1613.04,5645,2396,35.85,125.44,53.24,873,241,148,522,159,91,C,MIDWEST AREA,Y,N,149.9899902,3,2,WCMB,0,0,O,,,B,1,M,6,1,,,0,G,U,U,U,U,U,Y,39,1000510,,
93.2,1032.5,75,2.475,0,0,0,0,0,250.5,-11.48,19.66666667,0,0,0,38.33333333,0,198.6666667,0,258,0,154.6666667,0,2,7.333333333,6.646666667,142,0.666666667,263.4666667,0,340.8366667,63,71.50333333,25.66666667,40.36,269.6666667,0,445.0233333,0,100.3333333,0,159.28,0,19.66666667,198.6666667,154.6666667,0,8.333333333,0,51,5,5,Y,A,N,35472,88242.33667,8432.51,8300.96,87731.34,35157,176.62,1866.62,748.02,949,479,97,1627,696,152,S,NORTHWEST/ROCKY MOUNTAIN AREA,Y,N,79.98999023,6,3,WCMB,0,0,O,4,M,B,1,M,5,2,C,D,0,F,U,U,U,U,U,Y,268,1000511,,
117.96,1455.25,75,0.2475,160.25,40.0625,40.0625,0,0.5775,-192.25,-38.71,11,0,11.66666667,0,35.33333333,0,279,0,239.3333333,0,224.3333333,0,2,6,5.046666667,72.33333333,0,458.9033333,0,663.0066667,44.66666667,45.57666667,4,6.356666667,365.6666667,0,914.9666667,0,94.66666667,0,206.9433333,0,22.66666667,279,224.3333333,0,15,0,47,1,1,Y,B,N,11324,30109.15667,3612.87,3311.34,29891.16,11213,71.99,649.81,243.76,1519,484,131,1556,503,130,T,TENNESSEE AREA,Y,R,99.98999023,8,5,WCMB,1,0,O,5,S,A,2,M,6,,C,B,0,N,U,U,U,U,U,Y,103,1000512,,
79.425,832,75,0,0,0,0,0,0.4875,-832,-4.425,9.666666667,0,0.666666667,0,89.33333333,0,258.3333333,0,211.3333333,0,164.3333333,0,0,0,0,127.6666667,0,183.63,0,243.5566667,1.666666667,2.376666667,0,0,260.6666667,0,307.9433333,0,88.33333333,0,119.2433333,0,10.33333333,258.3333333,164.3333333,0,1.333333333,0,49,2,1,Y,A,N,28434,60211.42333,4806.2,4721.58,59855.42,28296,127.61,1617.71,764.76,1109,727,81,1107,704,85,S,SOUTHWEST AREA,Y,N,149.9899902,4,3,WCMB,1,0,O,7,S,M,3,M,3,2,I,A,0,U,U,U,U,U,Y,Y,555,1000513,,
55.6025,368.25,50,4.7025,0,0,0,0,0,-202.25,-0.6525,0,0,6.333333333,0,20.66666667,0,158.3333333,0,27,0,131.3333333,0,1,5.333333333,4.703333333,10.33333333,0,197.9733333,0,79.85666667,12.66666667,14.82333333,0.666666667,0.523333333,123,0,188.8966667,0,35.33333333,0,88.93333333,0,6.333333333,158.3333333,131.3333333,0,1,1,49,1,1,Y,A,N,10615,24369.21333,2996.87,2924.29,24203.21,10533,60.92,504.23,219.44,436,194,56,356,165,56,S,DALLAS AREA,Y,N,59.98999023,4,3,WCMB,1,1,O,8,S,M,3,M,9,1,C,A,0,N,U,U,Y,U,U,Y,367,1000514,,
129.78,928,99.99,2.97,0,0,0,0,18.07,193,19.69,32.66666667,0,19.33333333,0,56.66666667,0,379.3333333,0,114,0,278.3333333,0,0,0,0,56.66666667,0,345.45,0,163.2366667,70.33333333,36.22666667,17.66666667,18.27333333,326.6666667,0,441.7666667,0,58,0,66.92,0,52,379.3333333,278.3333333,0,4.333333333,1,49,1,1,N,C,N,26643,51977.39333,6600.7,6498.68,51412.39,26381,138.27,1093.88,561.3,864,495,123,844,454,127,,CENTRAL/SOUTH TEXAS AREA,Y,N,149.9899902,12,6,WCMB,0,0,,,,U,,,,,,,0,H,U,U,U,U,U,N,212,1000515,,
34.3125,307.5,29.99,0.2475,0,0,0,0,0,-165.5,1.1675,7,0,1.666666667,0,13.33333333,0,96,0,58.66666667,0,76,0,1,1,0.093333333,39.66666667,1,136.03,0,177.2533333,34.66666667,25.07,11.66666667,6.74,65,0,125.1366667,0,52.66666667,0,188.1466667,0,8.666666667,96,76,0,0,0,53,3,1,Y,B,N,4066,7828,1763.69,1744.74,7765,4040,33.55,149.33,77.69,363,123,34,288,113,33,U,NEW YORK CITY AREA,Y,N,199.9899902,4,3,WCMB,1,1,O,5,M,S,3,M,7,,C,O,0,N,U,U,U,Y,U,Y,556,1000516,,
84.03,1021.25,69.99,0.99,55.5,14.015,13.625,0.39,0.0975,-72.25,-12.32,19,0,0,0,35,0,172.3333333,0,166.6666667,0,132.3333333,0,0.666666667,2.333333333,1.883333333,39.66666667,0,282.18,0,487.5233333,20,24.70666667,5.666666667,19.97,188.3333333,0,586.4366667,0,85.66666667,0,183.2666667,0,19,172.3333333,132.3333333,0,1.666666667,1,53,1,1,Y,A,N,15868,38777.07,3414.56,3051.9,38677.07,15826,76.3,966.93,395.65,1045,303,88,983,297,101,C,SOUTHWEST AREA,T,N,99.98999023,5,4,WCMB,0,0,O,8,M,M,2,M,3,,A,A,0,S,U,U,U,U,U,N,204,1000517,,
84.355,1269.25,75,1.98,0,0,0,0,5.75,-104.25,-3.245,14.66666667,0,0,0,34.33333333,0,238.6666667,0,187,0,197.6666667,0,0,0,0,47,1,433.8433333,0,586.43,50,81.79666667,13.66666667,45.93,327,0,918.2233333,0,43.66666667,0,102.05,0,14.66666667,238.6666667,197.6666667,0,13,0,49,2,2,Y,A,N,20651,47225.14,4047.42,3903.93,46701.14,20420,83.06,993.64,434.47,1304,499,85,1045,423,83,U,NORTHWEST/ROCKY MOUNTAIN AREA,Y,N,199.9899902,3,3,WCMB,0,0,O,4,S,M,6,M,8,1,C,A,1,S,U,U,U,U,U,Y,293,1000518,,
108.6675,1313.5,75,4.455,0,0,0,0,0,-208.5,-24.2475,26,0,1.333333333,0,32,0,371.6666667,0,163.6666667,0,322.6666667,0,0,0,0,66.33333333,0,637.4,0,324.45,86.66666667,130.6033333,0,0,426.6666667,0,927.98,0,27.33333333,0,33.87,0,27.33333333,371.6666667,322.6666667,0,12.66666667,0,53,1,1,Y,A,N,23685,54608.02,4783.81,4483.2,54203.02,23530,86.22,1042.37,452.5,1383,569,117,1349,550,104,S,NORTHWEST/ROCKY MOUNTAIN AREA,Y,R,29.98999023,4,4,WCMB,0,0,O,4,S,M,2,M,6,2,C,A,0,N,U,U,Y,Y,U,Y,428,1000519,,
113.3725,1858.75,75,0.495,120.25,12.025,12.025,0,0.47,-110.75,-23.6325,6.333333333,0,15.66666667,0,51.66666667,0,528.6666667,0,232.3333333,0,456.3333333,0,0,0,0,111,0,713.82,0,486.3233333,50.66666667,21.65666667,64.33333333,146.7366667,657.3333333,0,1164.053333,0,30,0,36.09,0,22,528.6666667,456.3333333,0,30,0,47,2,2,Y,A,N,22244,49902.19667,4213.6,3911.39,49733.2,22171,85.03,1081.16,481.98,1896,896,121,1731,802,104,S,HOUSTON AREA,Y,R,99.98999023,6,5,WCMB,0,0,O,5,S,S,1,M,6,1,C,A,0,S,U,U,U,U,U,Y,96,1000520,,
42.3275,633.75,49.99,0.99,0.25,0.0975,0,0.0975,2.5475,-633.75,7.6625,6.333333333,0,0,0,21.33333333,0,156,0.333333333,120.3333333,0,131.6666667,0.333333333,0.333333333,0.666666667,0.573333333,80.33333333,0,270.37,0.193333333,169.04,29,31.93666667,16,8.896666667,139,0,191.4733333,0,95,0.333333333,247.94,0.193333333,6.333333333,156.3333333,132,0,3.333333333,1,51,1,1,Y,B,N,9660,26291,3680.66,3653.56,26251,9638,73.07,525.02,192.76,845,366,40,741,355,48,C,NORTHWEST/ROCKY MOUNTAIN AREA,N,N,29.98999023,3,3,WCMB,0,0,O,3,S,S,6,M,5,2,,A,0,S,U,U,U,U,U,Y,758,1000521,,
40,0.25,40,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0.666666667,0,0,0,0.666666667,0,0,0,0,0,0,0.186666667,0,0,0.666666667,0.186666667,0,0,0.666666667,0,0.186666667,0,0,0,0,0,0,0.666666667,0.666666667,0,0,1,53,2,1,U,A,N,5317,9318,2393.09,2298.25,9293,5298,44.2,178.71,101.88,0,0,40,143,80,40,C,TENNESSEE AREA,Y,R,39.98999023,2,2,WCMB,0,0,O,4,S,S,2,M,4,2,I,A,0,Z,U,U,U,Y,Y,Y,507,1000522,,
131.115,2982.25,80,0.495,215.25,21.525,21.525,0,0,-414.25,-37.965,36,0,23.33333333,0,95,0,603,0,559.6666667,0,465.6666667,0,3,11,9.263333333,238.3333333,0.333333333,1107.08,0,1147.01,113.6666667,169.6066667,97.33333333,216.92,617.6666667,0,1292.086667,0,390.6666667,0,961.9966667,0,59.33333333,603,465.6666667,0,85,0,49,3,3,U,A,N,58239,128293.03,5873.82,5766.41,128039.03,58162,120.13,2667.48,1211.71,3120,1396,144,3090,1387,123,S,SOUTH FLORIDA AREA,T,N,99.98999023,13,7,WCMB,0,0,,,,U,,,,,,,0,U,U,U,U,U,U,N,110,1000523,,
50.2475,421.5,50,0.2475,0,0,0,0,0,-4.5,-0.2475,8,0,2,0,17.33333333,0,133,0,50,0,108.6666667,0,0,0,0,19.66666667,0,180.78,0,90.11666667,9.333333333,4.756666667,5.666666667,17.12,110,0,208.7733333,0,45.66666667,0,62.12333333,0,10,133,108.6666667,0,1.666666667,1,51,1,1,N,A,N,8761,20178,2617.63,2532.15,20088,8723,53.88,427.4,185.6,423,190,50,510,229,60,T,DALLAS AREA,N,N,29.98999023,1,1,NA,1,0,O,1,S,M,3,M,9,2,C,A,0,N,U,U,U,U,U,Y,1542,1000524,,
90.0875,1731.75,75,2.2275,105,10.5,10.5,0,0.815,10.25,-5.4675,8.333333333,0,10.33333333,0,76.66666667,0,572.6666667,0,187,0,480.3333333,0,3,9.333333333,7.906666667,86.33333333,0.666666667,745.66,0,450.3633333,71.66666667,51.75333333,6.666666667,35.18333333,590.6666667,0,1050.356667,0,73.66666667,0,145.67,0,18.66666667,572.6666667,480.3333333,0,12,1,47,1,1,Y,A,N,26391,73849.26667,4505.63,4362.07,72784.27,25992,96.93,1617.43,577.6,1728,773,92,1584,637,87,S,DALLAS AREA,Y,N,59.98999023,6,4,WCMB,1,1,O,1,M,M,1,M,7,2,C,J,1,S,U,U,Y,Y,U,Y,530,1000525,,
30.01,15.5,29.74,0,0,0,0,0,0,-15.5,-1.02,0.666666667,0,0.333333333,0,1,0,10,0,1,0,8,0,0,0,0,0.333333333,0,10.37666667,0,2.533333333,0.666666667,0.383333333,0,0,3.333333333,0,5.443333333,0,5.666666667,0,7.466666667,0,1,10,8,0,0,1,47,1,1,Y,A,N,4479,11224.05333,3236.42,3123.65,10961.05,4367,67.91,238.28,94.93,21,11,31,17,10,31,S,PHILADELPHIA AREA,N,N,29.98999023,2,1,NA,0,0,O,15,S,M,6,M,9,2,I,A,0,J,U,U,Y,Y,Y,Y,436,1000526,,
81.6625,1090.5,55,0.2475,254.25,25.425,25.425,0,0.8775,4.5,-1.2525,4,0,2.666666667,0,33.33333333,0,260,0,147,0,220.6666667,0,0,0,0,69.66666667,0,320.78,0,281.3966667,33,22.02666667,39.33333333,62.97333333,299,0,492.0166667,0,68,0,110.16,0,6.666666667,260,220.6666667,0,8.666666667,1,53,1,1,N,A,N,27750,54352.05,4125.32,4033.06,54070.05,27555,82.31,1103.47,562.35,1089,592,82,1135,600,81,S,SOUTH FLORIDA AREA,Y,N,199.9899902,5,4,WCMB,0,0,O,6,,B,1,M,2,2,C,,0,G,U,U,U,U,U,Y,405,1000527,,
30,173.5,30,0,0,0,0,0,0,-102.5,0,3.333333333,0,0,0,4.666666667,0,93.33333333,0,27.66666667,0,87,0,0,0,0,13,0,112.7566667,0,51.37,3.333333333,2.24,0,0,110,0,159.6633333,0,2.333333333,0,4.463333333,0,3.333333333,93.33333333,87,0,0.666666667,1,53,1,1,Y,I,N,4927,8188,1523.87,1485.55,8058,4858,29.71,161.16,97.16,208,111,30,234,121,30,S,NORTHWEST/ROCKY MOUNTAIN AREA,N,N,29.98999023,1,1,NA,,,,,,,,,,,,,,,,,,,,,1602,1000528,,
48.39,49,59.98,0,13,3.9,3.9,0,0,89,-0.9,1,0,0,0,4.666666667,0,26.33333333,0,1,0,20.66666667,0,0,0,0,1,0,38.02333333,0,0.133333333,3.333333333,2.326666667,0.333333333,0.133333333,12.66666667,0,26.40333333,0,8.333333333,0,11.75333333,0,1,26.33333333,20.66666667,0,0,1,49,2,2,N,A,N,4704,14220,3203.99,2871.94,14106,4639,62.43,306.65,100.85,19,11,48,11,7,48,T,PHILADELPHIA AREA,N,R,9.989997864,4,3,WC,0,0,O,15,S,M,2,M,7,1,C,A,0,N,U,U,U,Y,Y,Y,501,1000529,,
20.4,4.25,19,0,4,1.4,1.4,0,0,-1.25,-0.35,0,0,0,0,0.333333333,0,2,0,0.333333333,0,1.666666667,0,0,0,0,0.333333333,0,3.183333333,0,0.26,0,0,0,0,2,0,3.443333333,0,0,0,0,0,0,2,1.666666667,0,0,1,49,1,1,U,A,N,127,327,985.73,959.99,206,109,20.43,4.38,2.32,5,2,20,3,1,20,R,DALLAS AREA,N,N,29.98999023,1,1,NA,1,0,O,6,S,U,3,M,7,2,C,A,0,U,U,U,U,U,U,Y,1494,1000530,,
77.465,935.25,84.99,2.475,0,0,0,0,0,67.75,0.495,13.33333333,0,8.666666667,0,45,0,320.3333333,0,118,0,257.3333333,0,0,0,0,58.33333333,0,334.0766667,0,212.1133333,67,54.73666667,35.66666667,42.69333333,269.3333333,0,401.83,0,101.3333333,0,144.36,0,22,320.3333333,257.3333333,0,7.666666667,0,51,2,2,N,B,N,22087,46777.2,4135.97,4071.45,46772.2,22084,81.43,935.44,441.68,913,415,77,921,404,78,S,SOUTH FLORIDA AREA,N,N,129.9899902,3,3,WCMB,0,0,O,2,S,M,1,M,9,,C,A,0,H,U,U,U,U,U,N,299,1000531,,
50.6975,220.25,50,0.2475,0,0,0,0,0,-2.25,-0.6975,4.666666667,0,4,0,31,0,128.3333333,0,13.66666667,0,89.33333333,0,0,0,0,7.333333333,0,108.9033333,0,18.28666667,8.666666667,9.28,0.333333333,0.023333333,55,0,69.68,0,47.33333333,0,57.51,0,8.666666667,128.3333333,89.33333333,0,0.333333333,1,47,1,1,Y,C,N,6140,10265,2393.96,2303.47,10197,6090,53.57,237.14,141.63,221,123,51,251,136,52,C,SOUTH FLORIDA AREA,N,R,9.989997864,3,2,NA,0,0,,,,U,,,,,,,0,H,U,U,U,U,U,N,929,1000532,,
58.975,785,58,0,9.75,0.975,0.975,0,0,55,2.925,0,0,3,0,28,0,177,0,175.6666667,0,146,0,0,0,0,99.33333333,0,246.4033333,0,276.0666667,22,19.64,12,40.22666667,218.3333333,0,385.3133333,0,103.3333333,0,137.1566667,0,3,177,146,0,6,0,53,1,1,N,A,N,20923,39490,3110.93,3049.64,39296,20850,58.65,755.69,400.96,767,416,58,754,408,58,U,CENTRAL/SOUTH TEXAS AREA,Y,N,29.98999023,3,3,WC,1,1,R,7,M,A,5,M,2,3,C,J,0,H,U,U,Y,U,U,Y,861,1000533,,
25.87,22.5,24,0,4.5,1.62,1.62,0,0,25.5,4.89,0,0,0.666666667,0,1.333333333,0,10.33333333,0,0,0,8.333333333,0,0,0,0,0,0,9.153333333,0,0,0.333333333,0.023333333,0,0,6.666666667,0,7.526666667,0,1.666666667,0,1.626666667,0,0.666666667,10.33333333,8.333333333,0,0,1,49,1,1,Y,A,N,574,1284.07,1194.4,1170.04,1279.07,569,24.89,27.21,12.11,14,10,24,12,8,24,S,MIDWEST AREA,N,N,29.98999023,1,1,NA,0,0,,5,M,B,1,M,3,2,C,K,0,N,U,U,U,U,U,Y,1494,1000534,,
142.77,1127.75,59.99,0,250.25,75.075,75.075,0,17.705,-4.75,15.32,28.66666667,0,1,0,53.33333333,0,298,0,78.33333333,0,218,0,0,0,0,36.66666667,4.666666667,614.95,0,234.5566667,15.33333333,13.14333333,0,0,193.6666667,0,586.9266667,0,83.33333333,0,262.58,0,29.66666667,298,218,0,0,0,53,1,1,N,A,N,9249,27541,2719.53,2694.52,26956,8992,65.72,657.46,219.32,1129,281,138,932,257,100,U,NEW YORK CITY AREA,Y,N,199.9899902,5,4,WCMB,1,0,O,7,M,S,3,M,6,1,C,B,0,D,U,U,Y,U,U,Y,66,1000535,,
41.705,280,34.535,0.495,0,0,0,0,0,-280,-21.715,0.333333333,0,1.666666667,0,6,0,41.33333333,0,14.66666667,0,33.33333333,0,0,0,0,6,0,59.35,0,31.43666667,10.66666667,8.186666667,2,3.326666667,36,0,64.25,0,12,0,26.53666667,0,2,41.33333333,33.33333333,0,0.333333333,1,49,1,1,U,BA,N,45016,112829.5233,7365.11,7053.33,112728.52,44984,146.94,2348.51,937.17,373,143,49,1952,712,145,S,SOUTH FLORIDA AREA,N,N,29.98999023,4,4,NA,1,1,O,6,M,M,3,M,7,,G,G,0,H,U,U,Y,U,U,Y,77,1000536,,
30.27,204.25,30,0,0,0,0,0,0,-23.25,-0.27,1.333333333,0,2.333333333,0,5.666666667,0,76.33333333,0,10.33333333,0,67,0,0,0,0,6.666666667,0,72.12,0,11.28333333,8.666666667,4.006666667,5.666666667,5.033333333,45,0,45.85666667,0,32.33333333,0,37.54666667,0,3.666666667,76.33333333,67,0,0,0,47,4,4,Y,A,N,6609,9826.016667,1516.58,1495.74,9690.02,6516,32.52,210.65,141.65,212,128,31,166,105,30,S,MIDWEST AREA,Y,N,79.98999023,4,3,WCMB,0,0,,,,U,,,,,,,0,U,U,U,U,U,U,N,556,1000537,,
135.985,2241.25,80,36.135,52.75,5.275,5.275,0,0,344.75,13.755,13.66666667,0,13.66666667,0,96.66666667,0,678.3333333,0,143.3333333,0,558,0,0,0,0,51,2,946.8866667,0,415.2366667,117.3333333,126.7133333,50.66666667,170.02,572.3333333,0,1137.323333,0,125,0,224.8,0,27.33333333,678.3333333,558,0,15.33333333,0,53,5,4,N,A,N,33331,86906.16667,6318.17,6213.84,86767.17,33274,126.81,1770.76,679.06,2126,878,131,1842,750,127,T,SOUTH FLORIDA AREA,N,N,129.9899902,4,3,WCMB,0,0,O,4,S,M,3,M,9,1,C,A,1,J,U,U,U,Y,Y,Y,72,1000538,,
36.53,59.75,34.99,0,0,0,0,0,1.225,-28.75,1.44,2.333333333,0,1,0,1,0,18,0,4.666666667,0,15,0,0,0,0,0.666666667,0,37.56,0,12.90333333,2.333333333,1.49,1,8.283333333,14,0,41.31333333,0,4.333333333,0,9.15,0,3.333333333,18,15,0,0,1,47,1,1,Y,A,N,1380,4063,1757.03,1719.35,4029,1375,37.38,87.59,29.89,69,25,36,66,25,37,R,DALLAS AREA,Y,N,29.98999023,4,3,WC,1,1,O,15,S,M,2,M,8,,I,A,0,S,U,U,U,U,U,Y,888,1000539,,
71.0125,711.5,59.99,0.2475,69.25,20.775,20.775,0,0,-381.5,-20.0325,4.333333333,0,8.333333333,0,59.33333333,0,190.3333333,0,74.66666667,0,119.6666667,0,0,0,0,28,0,177.4566667,0,210.8166667,27,49.97333333,9.333333333,17.84666667,93.33333333,0,179.8366667,0,99.66666667,0,208.4366667,0,12.66666667,190.3333333,119.6666667,0,2,0,51,2,1,N,B,N,8055,16635.06667,2533.79,2450.14,16337.07,7848,52.13,347.6,166.98,839,280,78,689,250,64,C,DALLAS AREA,N,N,29.98999023,2,2,WC,0,0,O,4,,B,1,M,6,1,C,,0,H,U,U,U,U,U,Y,872,1000540,,
