,totmrc_Mean,da_Mean,ovrmou_Mean,ovrrev_Mean
4533,54.98,4.455,41.75,11.69
4534,24.99,0.0,15.0,5.55
4535,,,,
4536,89.99,0.0,16.25,5.6875
4537,34.99,0.0,0.0,0.0
4538,69.99,0.0,91.0,27.3
4539,50.0,0.495,0.0,0.0
4540,32.49,0.0,0.0,0.0
4541,32.49,0.2475,0.0,0.0
4542,75.0,0.0,92.0,23.0
4543,99.99,0.0,143.75,50.3125
4544,74.99,2.97,187.0,70.8225
4545,29.99,0.0,0.0,0.0
4546,29.99,0.0,47.0,16.45
4547,45.7175,3.465,31.25,10.9375
4548,29.7575,0.0,0.0,0.0
4549,24.99,2.2275,5.0,1.85
4550,50.0,0.2475,1.0,0.39
4551,94.99,0.0,0.0,0.0
4552,30.0,0.0,0.0,0.0
4553,44.99,0.0,3.75,1.5
4554,5.0,0.0,1.0,1.0
4555,24.99,0.0,0.0,0.0
4556,59.99,0.2475,29.75,11.9
4557,16.99,0.0,0.0,0.0
4558,59.99,0.495,72.5,21.75
4559,29.99,0.0,0.0,0.0
4560,50.0,0.0,0.0,0.0
4561,79.99,3.96,0.0,0.0
4562,49.99,0.0,0.0,0.0
4563,44.99,1.2375,5.5,1.925
4564,29.99,1.2375,30.25,10.5875
4565,49.99,2.7225,0.0,0.0
4566,35.08,0.0,35.75,14.3
4567,39.605,0.99,0.0,0.0
4568,30.0,0.495,52.75,21.1
4569,94.99,7.425,41.5,14.525
4570,44.99,5.94,14.5,5.075
4571,50.0,1.2375,0.0,0.0
4572,30.0,0.0,0.0,0.0
4573,16.99,0.0,0.0,0.0
4574,29.99,0.0,20.75,7.2625
4575,44.505,0.0,35.75,10.725
4576,34.99,0.0,0.0,0.0
4577,5.0,0.0,0.0,0.0
4578,84.99,0.99,0.0,0.0
4579,50.0,0.33,336.3333333,84.08333333
4580,35.99,0.0,3.0,1.0125
4581,19.99,0.0,0.0,0.0
4582,94.99,0.99,0.0,0.0
4583,29.99,0.0,39.0,13.65
4584,92.545,0.495,84.5,33.77
4585,39.99,0.2475,109.5,43.8
4586,49.99,0.495,0.0,0.0
4587,84.99,0.7425,0.0,0.0
4588,30.0,0.0,0.0,0.0
4589,29.99,0.0,0.0,0.0
4590,44.99,1.485,11.5,4.025
4591,84.99,0.2475,162.25,40.5625
4592,59.99,0.0,0.0,0.0
4593,44.99,0.0,0.0,0.0
4594,16.99,0.0,4.5,2.25
4595,34.99,2.97,144.5,50.575
4596,34.98,0.0,6.25,1.875
4597,59.99,0.99,0.0,0.0
4598,39.99,0.0,0.0,0.0
4599,50.0,0.2475,0.0,0.0
4600,59.99,12.6225,58.25,17.475
4601,23.2225,0.495,62.0,21.7
4602,30.0,0.0,0.0,0.0
4603,49.99,0.2475,0.0,0.0
4604,30.0,3.96,10.75,3.7625
4605,54.98,0.0,0.0,0.0
4606,10.0,0.0,0.0,0.0
4607,19.99,0.0,44.75,17.9
4608,84.99,0.2475,160.25,40.0625
4609,50.0,0.495,0.0,0.0
4610,63.75,1.7325,0.0,0.0
4611,34.98,0.2475,0.0,0.0
4612,44.99,0.99,0.0,0.0
4613,66.5225,0.0,135.25,40.575
4614,59.99,5.94,1.25,0.4875
4615,16.99,0.0,33.25,11.6375
4616,50.0,0.0,0.0,0.0
4617,87.8225,3.465,192.25,48.0625
4618,50.0,0.0,0.0,0.0
4619,75.0,0.0,3.5,0.875
4620,94.99,0.7425,221.75,77.6125
4621,19.99,0.2475,0.75,0.2925
4622,10.0,0.2475,81.0,24.3
4623,51.6975,0.0,0.0,0.0
4624,59.99,1.2375,0.0,0.0
4625,84.99,2.2275,317.0,126.8
4626,39.8225,1.2375,0.75,0.3
4627,69.99,0.0,4.0,1.6
4628,59.99,0.2475,34.5,10.89
4629,75.0,0.495,25.25,6.3125
4630,32.49,1.485,57.5,14.375
4631,41.32,0.0,4.25,1.275
4632,35.725,1.2375,313.75,109.8125
4633,16.99,0.0,156.0,60.84
4634,30.0,0.495,0.0,0.0
4635,44.99,0.2475,0.0,0.0
4636,44.99,0.2475,0.0,0.0
4637,16.99,0.0,2.5,1.25
4638,59.99,0.0,0.25,0.0975
4639,29.99,0.0,9.0,3.15
4640,24.99,0.0,0.0,0.0
4641,24.99,0.2475,0.0,0.0
4642,84.99,0.495,0.0,0.0
4643,44.99,0.0,63.0,25.2
4644,29.99,0.0,40.75,14.2625
4645,10.0,1.485,0.0,0.0
4646,59.99,0.2475,0.0,0.0
4647,29.99,0.495,29.0,11.6
4648,54.98,0.0,0.0,0.0
4649,29.99,1.98,60.25,21.0875
4650,32.41,0.0,40.5,10.53
4651,75.0,3.96,149.5,37.41
4652,106.98,4.95,0.0,0.0
4653,30.0,2.7225,0.0,0.0
4654,44.99,0.0,12.75,4.4725
4655,87.48,0.0,0.0,0.0
4656,30.0,0.495,3.75,1.3125
4657,44.99,0.0,22.5,9.0
4658,34.99,0.0,8.75,3.5
4659,69.99,0.2475,27.75,8.325
4660,30.0,0.0,0.0,0.0
4661,50.0,0.0,61.0,18.3
4662,29.99,0.0,0.0,0.0
4663,70.0,0.0,6.5,1.625
4664,29.99,0.0,0.0,0.0
4665,44.99,0.0,0.0,0.0
4666,50.0,0.0,28.5,7.125
4667,29.99,0.0,60.25,21.0875
4668,42.49,0.99,0.5,0.195
4669,72.5,0.0,25.25,6.3125
4670,59.99,0.495,0.0,0.0
4671,24.99,0.495,3.0,1.11
4672,26.98,0.0,0.0,0.0
4673,42.4925,2.97,84.5,25.4625
4674,39.8225,1.7325,0.0,0.0
4675,109.99,6.93,65.5,22.925
4676,29.2075,2.475,12.5,4.375
4677,38.71,0.0,0.0,0.0
4678,69.99,1.2375,15.5,4.65
4679,70.6375,4.95,0.0,0.0
4680,29.9975,0.2475,0.5,0.195
4681,24.99,0.0,9.25,3.4225
4682,29.99,0.2475,0.0,0.0
4683,18.8625,0.0,0.0,0.0
4684,49.99,0.0,26.0,7.8
4685,52.4925,0.495,114.75,34.425
4686,24.99,0.0,0.0,0.0
4687,85.1925,2.2275,441.75,176.695
4688,24.99,0.0,0.0,0.0
4689,49.99,2.2275,0.0,0.0
4690,63.535,4.455,39.75,15.9
4691,50.0,0.0,60.0,15.0
4692,50.8975,0.0,287.0,76.09
4693,50.0,0.2475,3.5,0.875
4694,,,,
4695,29.99,0.0,174.0,60.9
4696,59.99,0.0,0.0,0.0
4697,70.15,1.2375,58.5,23.4
4698,24.99,0.0,4.25,1.5725
4699,34.99,0.0,0.0,0.0
4700,44.7475,0.495,20.25,6.225
4701,24.99,0.0,11.75,4.3475
4702,44.99,0.99,0.0,0.0
4703,50.0,0.7425,0.0,0.0
4704,24.99,0.0,4.75,1.7575
4705,32.49,0.0,0.0,0.0
4706,30.0,0.0,0.0,0.0
4707,30.0,0.7425,0.0,0.0
4708,11.99,0.0,186.25,35.3875
4709,29.99,0.0,0.0,0.0
4710,30.0,0.7425,11.0,3.85
4711,44.99,0.0,0.0,0.0
4712,30.0,0.0,0.0,0.0
4713,168.78,0.0,133.0,19.95
4714,50.0,0.0,0.0,0.0
4715,44.99,0.0,6.5,2.275
4716,16.99,0.0,0.0,0.0
4717,38.37333333,0.0,1.666666667,0.65
4718,44.99,0.495,0.0,0.0
4719,75.0,0.0,58.75,14.7225
4720,59.99,0.0,65.75,19.725
4721,11.69,0.0,2.5,0.875
4722,50.0,0.0,9.25,2.3125
4723,50.0,1.98,0.0,0.0
4724,34.98,1.98,32.0,9.6
4725,34.98,0.0,2.75,0.825
4726,50.0,0.7425,50.5,12.625
4727,16.99,0.0,0.25,0.0925
4728,24.99,0.2475,20.25,7.4925
4729,44.99,0.2475,0.5,0.175
4730,32.49,0.2475,77.25,19.3125
4731,64.99,1.2375,0.0,0.0
4732,50.0,1.2375,8.5,2.125
4733,49.99,4.95,31.25,12.5
4734,51.9775,0.2475,4.75,1.8525
4735,10.0,0.7425,0.0,0.0
4736,75.0,0.0,0.0,0.0
4737,38.7,0.0,172.75,69.09
4738,34.99,0.2475,99.25,39.7
4739,32.49,1.2375,0.0,0.0
4740,59.6725,0.2475,0.0,0.0
4741,30.0,0.0,93.25,32.6375
4742,16.99,0.0,1.0,0.5
4743,30.0,0.2475,0.0,0.0
4744,50.0,0.0,0.0,0.0
4745,24.99,0.2475,27.25,10.0825
4746,45.0,6.435,43.25,10.8125
4747,49.99,0.495,13.25,3.975
4748,50.0,0.495,67.75,16.9375
4749,24.99,0.0,0.0,0.0
4750,55.59,0.495,67.5,25.26
4751,50.0,0.0,22.75,5.6875
4752,32.49,0.0,0.0,0.0
4753,43.4925,0.7425,92.0,36.8
4754,24.99,0.0,0.0,0.0
4755,34.99,0.0,0.0,0.0
4756,35.6825,0.495,16.5,6.6
4757,50.0,0.0,0.0,0.0
4758,49.905,0.0,108.0,32.4
4759,33.75,0.2475,0.0,0.0
4760,30.0,0.0,7.75,3.1
4761,84.99,2.475,0.0,0.0
4762,30.0,0.0,0.0,0.0
4763,59.99,0.2475,36.5,10.95
4764,50.0,0.2475,0.0,0.0
4765,30.0,0.0,0.0,0.0
4766,16.99,0.0,20.5,10.25
4767,52.405,0.2475,1.25,0.4875
4768,44.99,0.2475,11.25,4.5
4769,16.99,0.0,0.0,0.0
4770,59.99,0.0,0.25,0.075
4771,30.0,0.495,0.0,0.0
4772,10.0,2.2275,0.0,0.0
4773,44.99,0.0,0.0,0.0
4774,50.0,3.96,0.0,0.0
4775,59.99,0.2475,190.25,57.075
4776,94.99,0.0,0.0,0.0
4777,44.99,0.7425,165.5,57.925
4778,34.98,4.95,36.0,10.19
4779,16.99,0.0,0.0,0.0
4780,49.99,0.0,0.0,0.0
4781,42.49,1.2375,0.0,0.0
4782,25.3675,0.0,0.0,0.0
4783,50.0,4.7025,0.0,0.0
4784,34.99,0.0,38.5,15.3975
4785,37.48,0.0,0.0,0.0
4786,44.99,1.2375,3.5,1.225
4787,30.0,0.66,0.0,0.0
4788,69.99,0.0,0.0,0.0
4789,50.0,1.98,276.25,69.4125
4790,10.0,0.0,30.0,12.0
4791,30.0,0.0,0.0,0.0
4792,69.99,0.2475,15.75,6.3
4793,16.99,0.0,0.5,0.175
4794,22.3275,0.0,0.0,0.0
4795,10.0,0.0,0.0,0.0
4796,50.0,0.2475,13.0,3.25
4797,59.99,7.6725,127.25,38.175
4798,34.99,2.475,0.25,0.0975
4799,59.99,0.0,0.0,0.0
4800,40.0,0.0,78.0,27.32
4801,94.99,0.2475,119.25,29.8125
4802,34.98,0.2475,47.0,14.1
4803,0.0,0.0,0.0,0.0
4804,66.66,0.0,0.0,0.0
4805,44.99,0.495,0.0,0.0
4806,69.79,1.98,0.0,0.0
4807,39.99,0.0,0.0,0.0
4808,40.03,0.0,0.0,0.0
4809,59.99,0.99,0.0,0.0
4810,35.99,0.0,0.0,0.0
4811,44.99,0.0,0.0,0.0
4812,50.0,0.0,0.0,0.0
4813,59.99,2.2275,105.25,31.575
4814,44.99,0.0,8.25,2.8875
4815,45.0,0.7425,8.25,2.0625
4816,4.665,0.0,0.0,0.0
4817,30.34,0.0,0.0,0.0
4818,29.99,0.99,7.75,2.7125
4819,63.62,0.2475,57.5,17.25
4820,34.99,0.0,0.0,0.0
4821,49.99,0.495,0.0,0.0
4822,44.99,0.0,0.0,0.0
4823,19.99,0.0,0.0,0.0
4824,70.0725,0.495,0.0,0.0
4825,54.99,4.95,42.0,16.25
4826,84.99,0.495,92.0,23.0
4827,50.0,2.97,0.0,0.0
4828,32.49,0.0,0.0,0.0
4829,16.99,0.0,0.0,0.0
4830,40.0,0.0,44.75,15.6625
4831,79.02,0.0,70.75,28.3
4832,29.99,0.0,0.0,0.0
4833,59.99,1.7325,0.0,0.0
4834,29.83,0.99,37.75,15.1
4835,59.99,0.495,19.75,5.925
4836,109.99,0.495,0.0,0.0
4837,49.99,1.2375,331.0,109.5
4838,149.99,0.99,0.0,0.0
4839,59.99,1.485,7.0,2.1
4840,94.99,0.2475,11.0,3.85
4841,29.99,0.0,21.75,7.6225
4842,49.99,0.2475,0.0,0.0
4843,22.165,0.0,0.0,0.0
4844,59.99,3.2175,38.25,15.3
4845,30.0,0.0,0.0,0.0
4846,30.0,0.0,0.0,0.0
4847,44.99,5.94,259.75,103.9
4848,50.0,0.495,117.5,29.375
4849,12.99,0.0,0.0,0.0
4850,84.99,0.99,0.0,0.0
4851,49.995,2.97,272.75,71.525
4852,30.0,2.7225,6.5,2.6
4853,59.99,0.7425,0.0,0.0
4854,84.99,2.475,0.0,0.0
4855,29.99,0.0,0.0,0.0
4856,49.98,0.0,0.0,0.0
4857,39.99,0.0,160.5,56.175
4858,34.98,0.495,0.0,0.0
4859,49.99,0.495,226.5,90.6
4860,69.99,0.0,0.0,0.0
4861,102.4875,0.7425,0.0,0.0
4862,69.99,5.6925,233.25,58.3125
4863,50.0,1.485,10.5,2.625
4864,64.4075,0.2475,0.75,0.3
4865,34.99,0.0,0.0,0.0
4866,30.0,0.0,0.0,0.0
4867,25.95,0.0,0.0,0.0
4868,10.0,0.0,0.0,0.0
4869,199.99,3.2175,236.25,59.0975
4870,85.0,0.2475,2.5,0.625
4871,32.545,0.0,0.0,0.0
4872,70.0,0.2475,59.75,14.9375
4873,56.5225,1.2375,132.25,52.9
4874,54.91,0.2475,0.0,0.0
4875,10.0,0.0,0.0,0.0
4876,30.0,0.0,2.0,0.8
4877,29.97,0.0,0.0,0.0
4878,97.3275,1.485,0.25,0.0975
4879,89.99,1.485,0.0,0.0
4880,39.99,0.2475,0.0,0.0
4881,59.99,0.2475,25.0,7.5
4882,45.0,2.475,16.25,4.0625
4883,30.0,0.7425,9.5,3.8
4884,29.99,0.2475,93.0,32.55
4885,69.99,0.0,0.0,0.0
4886,50.0,0.2475,0.0,0.0
4887,10.0,0.0,0.0,0.0
4888,24.99,0.0,3.75,1.3875
4889,71.525,3.465,52.0,15.9
4890,50.0,1.7325,23.0,5.925
4891,34.98,0.0,3.25,1.2675
4892,59.99,4.2075,59.25,17.775
4893,5.0,0.0,0.0,0.0
4894,59.99,0.7425,90.0,27.405
4895,32.49,0.2475,91.5,27.45
4896,49.99,0.2475,44.0,17.6
4897,29.99,0.2475,0.0,0.0
4898,94.99,1.98,49.75,12.4375
4899,30.0,0.2475,0.0,0.0
4900,45.0,0.2475,0.0,0.0
4901,44.99,0.0,22.5,7.875
4902,84.99,3.96,29.0,7.25
4903,30.0,0.0,0.0,0.0
4904,75.0,0.495,2.75,1.0725
4905,75.0,0.495,0.0,0.0
4906,30.0,1.485,44.75,17.9
4907,54.7825,3.465,84.75,33.9
4908,29.99,0.2475,2.5,0.975
4909,50.0,0.0,5.0,1.25
4910,10.0,0.0,0.0,0.0
4911,29.99,0.2475,72.75,25.4625
4912,34.98,0.0,0.0,0.0
4913,30.0,0.0,0.0,0.0
4914,15.16,0.495,0.0,0.0
4915,59.99,0.0,0.0,0.0
4916,16.99,0.0,0.0,0.0
4917,69.99,0.2475,0.0,0.0
4918,30.0,0.0,0.0,0.0
4919,50.0,0.7425,0.0,0.0
4920,49.99,0.495,0.0,0.0
4921,32.49,0.0,0.0,0.0
4922,8.95,0.495,34.0,12.58
4923,44.99,0.2475,20.0,7.0
4924,44.99,0.99,0.0,0.0
4925,24.99,0.0,65.0,24.075
4926,10.0,0.0,0.0,0.0
4927,34.99,0.495,111.25,44.5
4928,69.99,0.495,81.5,24.45
4929,46.4075,1.485,69.0,27.6
4930,29.99,0.2475,0.0,0.0
4931,44.99,0.0,0.0,0.0
4932,50.0,0.2475,0.0,0.0
4933,48.865,0.7425,54.25,21.7
4934,50.0,0.0,0.0,0.0
4935,59.99,0.0,1.75,0.57
4936,19.6675,0.0,3.0,1.17
4937,44.99,2.475,51.25,17.9375
4938,59.99,0.0,259.75,78.0825
4939,35.2875,0.495,0.0,0.0
4940,44.99,0.0,0.0,0.0
4941,72.49,0.0,0.0,0.0
4942,44.99,1.7325,0.0,0.0
4943,19.99,0.0,0.0,0.0
4944,17.8975,0.0,0.0,0.0
4945,16.99,0.0,10.5,5.25
4946,30.0,0.0,0.25,0.1
4947,44.99,1.7325,8.5,2.975
4948,95.2725,0.2475,664.0,226.56
4949,52.4975,0.0,29.75,7.4375
4950,209.99,0.0,81.5,12.225
4951,36.0325,0.0,11.75,4.925
4952,44.99,0.7425,16.75,6.7
4953,37.99,0.0,0.25,0.1
4954,30.0,0.0,0.0,0.0
4955,50.0,1.2375,0.0,0.0
4956,39.99,0.0,3.333333333,1.3
4957,30.0,0.0,0.0,0.0
4958,29.99,0.0,8.0,2.4
4959,94.98,4.2075,0.0,0.0
4960,59.99,0.0,0.0,0.0
4961,29.99,0.0,0.0,0.0
4962,66.365,1.2375,173.0,60.55
4963,34.99,0.0,11.25,4.5
4964,49.99,0.2475,0.0,0.0
4965,16.99,0.0,0.0,0.0
4966,44.99,0.0,99.5,34.825
4967,59.99,1.485,0.0,0.0
4968,5.0,0.0,1.5,1.5
4969,44.99,0.0,1.75,0.6125
4970,10.0,1.485,0.0,0.0
4971,70.0,0.0,0.0,0.0
4972,50.0,0.0,8.5,2.125
4973,134.99,2.2275,77.25,27.2375
4974,30.0,0.0,31.5,11.025
4975,39.99,0.2475,0.0,0.0
4976,94.99,0.0,0.0,0.0
4977,148.78,1.2375,13.5,3.775
4978,69.99,0.0,0.0,0.0
4979,22.8575,0.2475,101.0,40.06
4980,50.0,0.0,89.25,26.775
4981,49.99,0.0,0.0,0.0
4982,34.99,0.0,0.0,0.0
4983,30.0,0.2475,0.25,0.0975
4984,109.99,0.2475,86.0,30.1
4985,69.99,1.7325,0.0,0.0
4986,70.0,0.2475,0.0,0.0
4987,30.0,0.0,0.0,0.0
4988,70.0,3.465,86.25,23.4525
4989,57.5725,0.495,0.0,0.0
4990,69.99,1.7325,0.0,0.0
4991,24.99,0.0,56.0,20.72
4992,29.99,0.0,98.5,38.415
4993,86.98,0.7425,0.25,0.0975
4994,29.99,0.0,0.0,0.0
4995,45.0,0.2475,5.75,1.4375
4996,47.8775,0.2475,1.5,0.585
4997,19.99,0.0,0.0,0.0
4998,59.99,0.0,80.25,24.075
4999,59.99,0.0,0.0,0.0
5000,84.99,0.495,0.0,0.0
5001,30.0,0.0,0.0,0.0
5002,29.99,0.0,0.0,0.0
5003,16.99,0.0,7.25,2.5375
5004,75.0,1.2375,0.0,0.0
5005,10.0,0.2475,0.0,0.0
5006,11.99,0.495,76.25,30.5
5007,99.99,2.475,0.0,0.0
5008,65.9525,0.2475,0.0,0.0
5009,38.57,1.2375,51.25,20.5
5010,29.99,0.0,0.0,0.0
5011,59.99,0.2475,0.0,0.0
5012,75.0,3.96,250.5,62.625
5013,44.99,0.0,33.25,11.6375
5014,29.99,0.0,0.0,0.0
5015,50.0,5.445,65.25,16.3125
5016,44.99,6.1875,140.75,56.3
5017,45.0,0.0,0.75,0.2925
5018,126.7675,0.495,134.0,53.2325
5019,84.99,3.2175,12.5,3.125
5020,24.99,0.0,0.0,0.0
5021,10.0,0.2475,0.0,0.0
5022,39.98,0.0,24.25,10.9125
5023,34.99,0.495,38.25,15.3
5024,84.99,2.7225,85.25,33.2475
5025,94.99,9.405,542.75,217.055
5026,75.0,2.97,0.0,0.0
5027,50.0,0.0,21.75,5.4375
5028,44.99,1.7325,96.25,38.5
5029,10.0,1.7325,0.0,0.0
5030,37.99,0.2475,0.0,0.0
5031,89.99,0.99,30.75,12.3
5032,10.0,8.6625,127.0,31.75
5033,34.99,0.7425,23.0,9.2
5034,29.0575,0.495,0.0,0.0
5035,24.99,0.0,0.0,0.0
5036,29.99,0.0,3.75,1.3125
5037,23.7925,0.0,120.0,42.0
5038,30.0,0.0,0.0,0.0
5039,44.99,0.0,0.0,0.0
5040,50.0,0.0,0.0,0.0
5041,44.99,0.2475,0.0,0.0
5042,34.98,0.0,18.25,5.84
5043,59.99,2.2275,80.75,24.27
5044,50.0,0.0,0.0,0.0
5045,59.99,0.0,0.0,0.0
5046,32.49,0.2475,0.0,0.0
5047,16.99,0.0,0.0,0.0
5048,44.99,0.0,0.0,0.0
5049,84.99,2.475,78.0,19.5
5050,30.0,0.2475,185.25,64.8375
5051,50.0,0.0,0.0,0.0
5052,10.0,0.0,0.0,0.0
5053,37.5,0.2475,0.0,0.0
5054,10.0,0.0,11.75,2.9375
5055,159.99,6.93,0.0,0.0
5056,16.99,0.0,1.25,0.4625
5057,81.5625,16.335,33.25,13.3
5058,66.6,2.97,36.75,11.025
5059,35.905,0.99,37.0,14.8
5060,11.0825,0.2475,41.25,16.5
5061,44.99,1.2375,33.25,11.6375
5062,34.99,0.0,0.0,0.0
5063,89.99333333,19.8,546.6666667,191.3333333
5064,10.0,0.0,26.25,10.5
5065,84.99,0.0,0.0,0.0
5066,44.99,1.485,212.0,74.2
5067,32.49,0.495,0.0,0.0
5068,29.99,0.0,0.0,0.0
5069,30.0,0.0,68.75,24.0625
5070,32.8375,0.0,0.0,0.0
5071,49.91,0.0,1.75,0.6825
5072,45.0,0.7425,0.0,0.0
5073,30.0,0.0,0.0,0.0
5074,16.99,0.0,0.0,0.0
5075,34.4075,0.0,147.75,59.1
5076,24.99,0.0,0.0,0.0
5077,50.0,0.495,0.0,0.0
5078,16.99,0.0,15.75,5.5125
5079,26.2425,0.495,0.0,0.0
5080,54.6575,4.95,88.25,26.475
5081,109.99,0.495,0.0,0.0
5082,63.7425,0.0,0.0,0.0
5083,44.99,0.0,0.0,0.0
5084,24.99,0.0,45.5,16.835
5085,75.0,6.93,24.75,6.1875
5086,54.98,3.2175,2.75,1.0725
5087,59.99,2.97,0.0,0.0
5088,34.99,0.2475,0.0,0.0
5089,5.0,0.0,0.0,0.0
5090,30.0,0.0,98.5,39.4
5091,10.0,0.495,0.0,0.0
5092,32.49,4.95,358.25,107.475
5093,30.0,0.0,33.5,11.725
5094,44.99,0.0,0.0,0.0
5095,24.99,0.0,1.25,0.4625
5096,77.61,0.99,67.0,23.6625
5097,59.99,0.0,23.5,7.05
5098,32.49,0.0,7.25,2.175
5099,30.0,0.0,0.0,0.0
5100,44.99,0.0,0.0,0.0
5101,34.99,0.0,0.0,0.0
5102,50.0,0.0,0.0,0.0
5103,5.0,0.0,0.0,0.0
5104,82.49,16.0875,0.0,0.0
5105,39.99,0.495,49.0,17.15
5106,40.865,1.485,13.25,3.875
5107,10.0,0.0,0.0,0.0
5108,5.485,0.0,0.0,0.0
5109,50.0,0.0,0.0,0.0
5110,72.4825,1.98,0.25,0.0975
5111,30.0,0.0,5.0,1.75
5112,94.99,0.0,0.0,0.0
5113,70.0725,0.0,58.75,20.5625
5114,10.0,0.495,0.0,0.0
5115,45.03,0.0,105.25,41.9
5116,30.0,0.2475,18.5,7.4
5117,19.7475,0.0,13.5,5.4
5118,39.975,0.7425,20.25,5.0625
5119,32.49,0.0,13.75,3.4375
5120,44.0225,2.475,75.75,22.725
5121,42.49,1.485,5.5,1.375
5122,16.99,0.0,0.0,0.0
5123,19.99,0.0,0.0,0.0
5124,29.99,0.2475,3.5,1.575
5125,66.6,0.7425,64.75,19.425
5126,50.0,0.0,0.0,0.0
5127,16.99,0.0,10.75,4.8375
5128,77.49,1.485,0.0,0.0
5129,44.99,0.2475,0.0,0.0
5130,30.0,0.495,0.0,0.0
5131,44.99,0.495,0.0,0.0
5132,39.99,1.7325,30.0,10.5
5133,85.0,5.1975,45.5,11.375
5134,44.99,0.7425,0.0,0.0
5135,50.0,0.0,25.25,7.575
5136,44.99,0.0,17.33333333,6.066666667
5137,16.99,0.7425,97.5,43.875
5138,32.49,0.0,34.0,8.5
5139,50.0,0.99,112.25,28.0625
5140,95.2725,0.2475,25.75,7.7375
5141,50.0,0.0,0.0,0.0
5142,16.99,0.0,0.0,0.0
5143,19.99,0.0,9.75,3.8025
5144,70.315,3.96,42.75,17.0975
5145,43.9125,0.0,0.0,0.0
5146,10.0,0.2475,70.75,17.6875
5147,24.99,0.0,45.75,16.9275
5148,24.99,0.0,0.0,0.0
5149,30.0,1.2375,14.25,4.9875
5150,34.99,0.0,65.0,26.0
5151,10.0,0.0,0.0,0.0
5152,24.99,0.0,0.0,0.0
5153,32.49,0.0,0.0,0.0
5154,84.99,0.0,142.25,35.5625
5155,39.99,0.0,0.0,0.0
5156,75.0,0.0,45.25,11.3125
5157,97.8925,1.485,490.25,122.5625
5158,74.99,2.97,161.75,41.0675
5159,16.99,0.0,2.5,0.975
5160,34.98,0.0,51.25,15.375
5161,146.145,5.94,0.0,0.0
5162,44.99,0.2475,115.5,40.425
5163,50.0,0.0,3.25,0.975
5164,34.99,2.475,11.25,4.5
5165,29.99,0.0,0.0,0.0
5166,39.98,0.0,5.25,2.3625
5167,46.98,0.0,0.0,0.0
5168,32.49,0.2475,0.0,0.0
5169,50.0,2.475,23.75,5.9375
5170,16.99,0.2475,1.0,0.39
5171,19.99,0.2475,2.0,0.78
5172,82.2825,0.7425,87.5,30.625
5173,59.99,0.2475,6.5,2.6
5174,59.99,0.0,0.0,0.0
5175,29.99,0.495,39.5,13.825
5176,57.48,3.2175,13.5,5.265
5177,34.98,0.0,113.5,34.05
5178,50.0,0.0,0.0,0.0
5179,21.8875,0.0,20.0,8.0
5180,30.0,0.0,4.0,1.4
5181,44.99,0.0,9.5,3.345
5182,44.1825,0.99,271.25,108.5
5183,50.0,0.0,0.0,0.0
5184,30.0,0.0,51.75,20.7
5185,45.0,0.99,134.0,33.535
5186,24.99,0.0,0.0,0.0
5187,94.99,0.0,0.0,0.0
5188,40.0,0.0,0.0,0.0
5189,173.7,6.1875,0.0,0.0
5190,30.0,0.0,0.0,0.0
5191,69.99,0.99,0.0,0.0
5192,159.99,14.1075,581.5,87.225
5193,44.99,0.2475,7.25,2.9
5194,84.99,3.7125,0.0,0.0
5195,44.99,1.485,0.0,0.0
5196,59.99,0.0,0.0,0.0
5197,49.99,5.445,97.5,38.995
5198,9.8175,0.0,0.0,0.0
5199,24.99,0.2475,0.0,0.0
5200,30.0,0.0,0.0,0.0
5201,44.99,0.0,3.75,1.4625
5202,50.0,0.7425,0.0,0.0
5203,50.0,0.0,1.75,0.6825
5204,50.0,2.2275,281.0,84.3
5205,69.99,0.0,0.0,0.0
5206,44.99,0.0,0.0,0.0
5207,50.0,0.2475,3.25,0.975
5208,44.99,0.0,56.0,19.6
5209,75.0,0.495,0.0,0.0
5210,46.1175,0.495,0.0,0.0
5211,30.0,1.98,43.5,15.225
5212,59.99,0.2475,35.75,10.725
5213,32.49,0.2475,15.75,3.9375
5214,59.99,2.475,0.0,0.0
5215,30.0,0.7425,25.75,9.0125
5216,16.99,0.0,0.0,0.0
5217,10.0,0.0,12.5,3.125
5218,50.0,0.0,1.5,0.375
5219,84.99,0.2475,118.5,29.695
5220,59.99,2.2275,60.5,18.15
5221,84.99,0.0,0.0,0.0
5222,85.0,0.0,0.0,0.0
5223,59.99,0.2475,0.0,0.0
5224,24.99,0.0,0.0,0.0
5225,71.455,4.7025,111.25,33.375
5226,30.0,0.2475,0.0,0.0
5227,85.0,4.2075,173.75,43.4375
5228,69.99,0.0,0.0,0.0
5229,24.99,0.495,83.75,30.9875
5230,39.99,0.0,0.0,0.0
5231,45.0,0.99,5.25,2.0475
5232,50.0,0.0,0.0,0.0
5233,5.0,0.0,0.0,0.0
5234,84.57,0.99,146.75,51.3625
5235,56.4325,0.0,175.0,49.0
5236,5.915,0.0,187.0,186.695
5237,37.4475,0.0,0.0,0.0
5238,50.0,1.98,0.0,0.0
5239,56.25,0.0,60.25,15.0625
5240,42.49,0.0,0.0,0.0
5241,44.99,0.0,11.0,3.85
5242,44.99,0.0,0.0,0.0
5243,84.99,0.495,0.0,0.0
5244,99.99,7.92,119.75,30.1125
5245,30.0,0.0,0.0,0.0
5246,59.99,0.0,33.25,9.975
5247,49.99,0.2475,0.0,0.0
