,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,PRED,REAL,CORRECT,TP,TN,FP,FN
2751,0,1,1,19,0,1,24.85,0,0,1,0,1,0,0
4444,0,0,0,3,1,0,19.85,0,1,0,0,0,0,1
5193,0,1,0,72,1,0,26.45,0,0,1,0,1,0,0
2020,0,1,0,52,1,1,75.4,0,0,1,0,1,0,0
6554,0,0,0,1,1,0,68.65,1,1,1,1,0,0,0
2768,0,0,0,12,1,0,19.7,0,0,1,0,1,0,0
4377,0,1,0,22,1,1,80.0,1,0,0,0,0,1,0
5542,0,1,0,67,1,0,86.15,1,0,0,0,0,1,0
2072,0,0,1,39,1,0,19.35,0,0,1,0,1,0,0
1864,1,1,0,26,1,0,60.7,0,0,1,0,1,0,0
1141,0,0,1,6,1,1,20.2,0,0,1,0,1,0,0
5399,0,0,0,50,1,0,19.75,0,0,1,0,1,0,0
4483,0,1,0,67,1,0,25.6,0,0,1,0,1,0,0
3153,0,0,0,23,1,0,54.4,0,0,1,0,1,0,0
5449,0,1,1,67,1,0,103.15,0,0,1,0,1,0,0
5019,1,0,0,14,1,1,95.6,0,0,1,0,1,0,0
2043,1,0,0,16,1,0,69.65,0,0,1,0,1,0,0
4365,0,1,0,63,1,0,79.8,0,0,1,0,1,0,0
3897,0,1,1,72,1,1,115.5,0,0,1,0,1,0,0
1549,0,0,0,1,1,1,45.85,0,1,0,0,0,0,1
2369,0,0,0,64,1,0,99.25,0,0,1,0,1,0,0
6097,0,1,1,72,1,0,81.0,0,0,1,0,1,0,0
375,0,0,0,43,1,0,85.1,0,0,1,0,1,0,0
3341,1,0,0,49,1,0,43.8,0,0,1,0,1,0,0
2440,0,1,1,32,1,1,19.45,1,0,0,0,0,1,0
1751,0,0,0,14,1,1,89.95,1,1,1,1,0,0,0
4218,0,0,0,7,1,1,25.05,0,0,1,0,1,0,0
4215,0,1,0,72,1,1,108.2,0,0,1,0,1,0,0
2062,0,0,0,66,1,1,25.15,0,0,1,0,1,0,0
789,0,0,0,72,1,0,69.65,0,0,1,0,1,0,0
712,0,0,0,58,1,1,24.7,0,0,1,0,1,0,0
3878,0,1,1,71,1,1,116.05,0,0,1,0,1,0,0
3832,0,1,0,51,1,1,78.65,0,0,1,0,1,0,0
3342,0,0,0,40,0,0,62.05,0,0,1,0,1,0,0
4893,0,0,0,2,1,0,44.65,0,1,0,0,0,0,1
6653,0,0,0,28,0,1,29.75,0,0,1,0,1,0,0
5203,0,0,1,3,1,0,70.7,0,0,1,0,1,0,0
2973,0,1,1,62,1,1,100.15,0,1,0,0,0,0,1
6366,0,1,0,64,1,1,68.3,0,0,1,0,1,0,0
767,0,0,0,14,1,0,20.4,0,0,1,0,1,0,0
5341,1,0,0,1,1,1,74.45,1,1,1,1,0,0,0
5409,1,0,0,26,1,1,89.15,0,1,0,0,0,0,1
6452,0,0,0,15,1,1,87.75,1,0,0,0,0,1,0
5842,0,0,0,13,1,1,78.75,1,0,0,0,0,1,0
5301,0,1,1,29,1,1,89.2,0,1,0,0,0,0,1
6129,0,1,0,52,0,1,39.9,0,0,1,0,1,0,0
597,0,0,0,4,1,0,65.55,0,0,1,0,1,0,0
3500,0,1,0,58,1,1,94.3,1,0,0,0,0,1,0
5687,0,0,0,43,1,1,90.65,0,0,1,0,1,0,0
5226,0,1,1,12,1,1,21.15,0,0,1,0,1,0,0
3910,0,0,0,47,1,1,106.4,0,1,0,0,0,0,1
5571,0,1,0,61,1,1,79.8,0,0,1,0,1,0,0
2119,0,1,1,46,1,1,20.2,0,0,1,0,1,0,0
3948,0,1,1,56,1,0,88.9,0,0,1,0,1,0,0
3056,0,1,1,50,1,1,70.5,0,0,1,0,1,0,0
2487,0,0,0,24,1,0,60.45,0,0,1,0,1,0,0
6916,0,0,1,44,1,0,19.55,0,0,1,0,1,0,0
622,0,1,1,40,1,1,85.05,0,0,1,0,1,0,0
565,0,1,1,71,1,1,70.85,0,0,1,0,1,0,0
3644,0,0,1,39,1,0,25.0,0,0,1,0,1,0,0
3676,0,0,0,30,1,0,70.4,0,0,1,0,1,0,0
561,0,1,0,3,1,1,23.6,0,0,1,0,1,0,0
1407,0,0,1,8,0,1,44.55,1,0,0,0,0,1,0
4728,0,0,0,46,0,0,38.25,0,0,1,0,1,0,0
1376,0,0,0,5,1,1,70.0,1,1,1,1,0,0,0
2545,0,1,1,62,1,1,70.75,0,0,1,0,1,0,0
2867,0,0,0,24,1,0,20.45,0,0,1,0,1,0,0
2407,0,1,0,2,1,1,70.7,1,1,1,1,0,0,0
1730,0,0,0,1,1,1,59.85,1,1,1,1,0,0,0
6036,0,1,0,53,1,0,110.5,1,0,0,0,0,1,0
6463,0,1,0,59,1,1,69.1,0,0,1,0,1,0,0
2380,0,1,1,60,1,1,103.75,0,0,1,0,1,0,0
2074,1,0,0,43,1,1,108.15,1,1,1,1,0,0,0
5037,0,0,0,2,1,1,79.65,1,1,1,1,0,0,0
2350,0,0,0,5,1,1,84.0,1,0,0,0,0,1,0
850,0,1,1,72,1,1,115.8,0,0,1,0,1,0,0
3251,1,0,0,37,1,1,106.75,1,1,1,1,0,0,0
5243,0,0,0,19,1,1,87.7,0,0,1,0,1,0,0
4152,0,1,0,65,1,0,76.15,1,0,0,0,0,1,0
4889,0,1,1,47,1,1,113.45,0,0,1,0,1,0,0
4539,0,1,1,67,1,1,79.7,0,1,0,0,0,0,1
5392,0,1,1,63,0,0,39.35,1,0,0,0,0,1,0
2525,0,1,1,72,1,1,97.75,0,0,1,0,1,0,0
5231,1,1,0,16,1,1,98.75,1,1,1,1,0,0,0
2707,0,0,0,3,1,1,98.7,1,1,1,1,0,0,0
5218,0,1,1,0,1,1,19.7,1,0,0,0,0,1,0
2893,0,0,0,22,1,0,59.0,0,1,0,0,0,0,1
1609,0,1,0,51,1,1,111.55,0,0,1,0,1,0,0
576,0,1,1,31,1,0,98.05,0,0,1,0,1,0,0
401,0,0,0,11,1,0,20.05,0,0,1,0,1,0,0
3503,0,0,0,66,1,1,104.25,0,0,1,0,1,0,0
413,0,0,0,51,1,1,87.35,0,0,1,0,1,0,0
4981,0,0,0,14,0,1,50.75,0,1,0,0,0,0,1
183,0,1,1,33,1,0,74.75,0,0,1,0,1,0,0
6925,0,1,0,15,1,0,18.8,0,0,1,0,1,0,0
3079,0,0,0,4,1,1,68.65,0,1,0,0,0,0,1
2931,1,0,1,33,1,1,105.35,1,0,0,0,0,1,0
2154,0,0,1,24,1,0,19.75,0,0,1,0,1,0,0
3552,0,0,0,68,1,1,102.1,0,0,1,0,1,0,0
700,0,1,1,66,1,1,63.3,0,0,1,0,1,0,0
5474,0,0,0,1,1,1,84.6,1,0,0,0,0,1,0
6454,0,0,0,41,1,1,81.3,0,0,1,0,1,0,0
5494,0,0,0,8,1,0,84.95,0,1,0,0,0,0,1
2507,0,1,0,71,1,1,24.5,0,0,1,0,1,0,0
992,0,1,1,22,1,0,25.25,0,0,1,0,1,0,0
3482,0,0,0,19,1,1,45.0,0,0,1,0,1,0,0
879,0,0,0,33,1,1,54.65,0,0,1,0,1,0,0
1773,0,1,1,68,1,1,19.35,0,0,1,0,1,0,0
1763,0,0,0,2,1,1,45.4,1,0,0,0,0,1,0
3452,0,0,0,1,1,1,44.95,0,0,1,0,1,0,0
5206,0,0,0,37,1,0,65.6,0,0,1,0,1,0,0
1216,0,1,1,54,1,0,20.4,0,0,1,0,1,0,0
283,0,0,0,68,1,0,54.45,0,0,1,0,1,0,0
4864,0,1,0,71,1,1,113.15,0,0,1,0,1,0,0
1454,0,1,1,29,1,1,20.65,0,0,1,0,1,0,0
1666,0,0,0,8,1,0,20.25,0,0,1,0,1,0,0
4498,0,1,1,11,1,1,20.0,0,0,1,0,1,0,0
1504,0,0,0,18,1,1,71.1,0,0,1,0,1,0,0
4876,0,0,0,10,1,1,104.4,1,1,1,1,0,0,0
5702,1,1,1,71,1,1,105.1,0,1,0,0,0,0,1
411,0,1,0,46,1,1,24.45,0,0,1,0,1,0,0
3154,1,0,0,4,1,0,72.75,1,0,0,0,0,1,0
5732,1,0,0,19,1,1,87.3,1,0,0,0,0,1,0
3335,0,0,0,12,1,0,25.0,0,0,1,0,1,0,0
2806,0,1,0,58,1,1,86.1,0,0,1,0,1,0,0
3061,1,0,0,23,1,1,106.4,0,1,0,0,0,0,1
3344,0,0,0,10,1,1,74.15,1,1,1,1,0,0,0
5293,0,0,0,33,1,0,80.1,0,0,1,0,1,0,0
1585,0,1,0,42,1,0,80.45,1,0,0,0,0,1,0
6062,1,0,0,53,1,1,73.8,1,0,0,0,0,1,0
5124,0,1,1,25,1,0,20.1,0,0,1,0,1,0,0
6471,0,1,1,18,1,0,20.05,0,0,1,0,1,0,0
4792,1,1,0,65,1,1,106.25,1,1,1,1,0,0,0
2652,0,0,0,1,1,0,55.55,1,0,0,0,0,1,0
3678,0,1,1,16,1,0,84.9,0,0,1,0,1,0,0
321,0,1,1,72,0,1,60.0,0,0,1,0,1,0,0
5611,1,1,0,58,1,1,100.4,0,0,1,0,1,0,0
5798,0,0,0,5,1,1,85.2,1,1,1,1,0,0,0
1954,0,0,0,1,1,1,75.45,1,1,1,1,0,0,0
4829,0,0,0,12,1,1,45.0,0,0,1,0,1,0,0
5621,0,1,0,3,1,1,74.75,0,1,0,0,0,0,1
6876,0,1,0,62,1,1,104.3,0,0,1,0,1,0,0
4016,0,0,0,1,1,0,45.35,0,0,1,0,1,0,0
4631,0,0,0,5,1,1,92.5,0,1,0,0,0,0,1
5618,0,0,0,11,1,0,20.35,0,0,1,0,1,0,0
185,0,1,0,1,0,1,24.8,0,1,0,0,0,0,1
4992,0,1,0,51,0,1,30.05,0,0,1,0,1,0,0
127,0,1,0,72,1,1,23.55,0,0,1,0,1,0,0
3433,0,0,0,61,1,1,107.75,0,0,1,0,1,0,0
755,1,0,0,20,1,1,98.55,1,1,1,1,0,0,0
1832,1,1,0,57,0,1,44.85,0,1,0,0,0,0,1
2904,0,0,0,25,1,0,70.95,0,1,0,0,0,0,1
1304,1,1,0,15,1,1,85.6,1,1,1,1,0,0,0
2116,0,0,0,1,1,0,54.35,0,1,0,0,0,0,1
2790,0,0,0,50,1,1,109.65,0,1,0,0,0,0,1
5257,1,0,0,37,1,1,101.1,0,1,0,0,0,0,1
3786,0,1,1,27,1,1,75.75,0,0,1,0,1,0,0
3090,0,0,0,1,1,1,53.5,0,1,0,0,0,0,1
5131,0,1,0,44,1,1,96.1,0,1,0,0,0,0,1
6562,1,1,0,14,1,1,100.2,1,1,1,1,0,0,0
1479,0,0,0,44,0,1,49.05,0,0,1,0,1,0,0
1932,0,0,0,1,1,0,20.2,0,0,1,0,1,0,0
5197,0,1,0,72,1,1,110.15,0,0,1,0,1,0,0
6691,0,0,0,39,0,0,41.15,0,0,1,0,1,0,0
4346,0,1,0,42,1,1,66.4,0,0,1,0,1,0,0
4856,0,1,1,31,1,1,91.15,1,1,1,1,0,0,0
3379,0,0,0,2,1,0,19.3,1,0,0,0,0,1,0
4729,0,1,1,69,0,1,54.95,0,0,1,0,1,0,0
4713,0,1,1,58,1,1,105.05,0,0,1,0,1,0,0
1291,0,1,0,8,1,0,75.0,0,1,0,0,0,0,1
5721,0,0,0,27,1,0,52.85,0,0,1,0,1,0,0
6721,0,1,1,49,1,0,79.3,0,0,1,0,1,0,0
4629,0,0,0,13,1,1,19.3,0,0,1,0,1,0,0
6052,0,1,1,41,1,0,78.45,1,0,0,0,0,1,0
1064,0,0,0,14,1,0,55.7,0,0,1,0,1,0,0
1960,0,1,1,33,1,0,88.6,0,0,1,0,1,0,0
959,0,1,1,32,1,1,86.1,1,0,0,0,0,1,0
5843,1,1,0,35,1,1,81.6,1,0,0,0,0,1,0
6420,0,1,0,32,1,1,79.25,0,0,1,0,1,0,0
1047,0,0,0,3,1,1,50.25,0,0,1,0,1,0,0
1718,0,0,0,17,1,0,19.9,0,0,1,0,1,0,0
635,0,1,1,65,1,1,105.5,0,1,0,0,0,0,1
5797,0,1,0,19,1,1,88.8,0,0,1,0,1,0,0
2291,0,0,0,4,1,1,85.65,1,1,1,1,0,0,0
2645,0,0,0,1,1,0,19.8,1,0,0,0,0,1,0
6545,0,0,0,9,1,1,74.65,1,1,1,1,0,0,0
139,1,1,0,1,1,1,70.45,1,1,1,1,0,0,0
6085,0,0,0,3,1,1,50.65,0,1,0,0,0,0,1
5505,0,1,1,12,0,0,30.25,0,0,1,0,1,0,0
5385,0,0,0,53,1,0,85.45,0,1,0,0,0,0,1
120,0,1,1,56,1,1,99.8,0,0,1,0,1,0,0
4145,0,0,0,13,1,0,67.8,0,0,1,0,1,0,0
6890,0,0,0,53,1,1,61.1,0,0,1,0,1,0,0
6223,0,1,1,7,1,1,69.0,0,1,0,0,0,0,1
6340,0,0,0,23,1,1,96.9,1,0,0,0,0,1,0
230,0,0,0,54,1,1,108.0,0,0,1,0,1,0,0
1301,0,1,1,66,1,1,58.2,0,0,1,0,1,0,0
3022,0,0,0,2,1,0,19.95,0,0,1,0,1,0,0
947,1,1,1,32,1,1,91.35,0,0,1,0,1,0,0
1309,0,0,0,18,1,1,85.2,0,1,0,0,0,0,1
6047,0,1,0,13,1,1,65.85,0,0,1,0,1,0,0
4559,0,0,0,6,1,0,20.15,0,0,1,0,1,0,0
4336,1,0,0,72,1,1,110.1,0,0,1,0,1,0,0
765,0,0,0,11,0,1,35.8,0,0,1,0,1,0,0
5530,0,0,0,66,1,1,92.15,0,0,1,0,1,0,0
437,0,1,1,72,1,1,114.05,0,0,1,0,1,0,0
2839,0,1,1,41,1,0,19.3,0,0,1,0,1,0,0
687,1,0,0,2,1,1,49.25,0,1,0,0,0,0,1
5872,0,0,1,1,1,1,69.65,1,1,1,1,0,0,0
1604,0,1,1,69,1,0,95.75,0,0,1,0,1,0,0
3221,0,0,0,3,0,1,29.75,1,0,0,0,0,1,0
5844,0,1,0,2,1,1,70.4,1,0,0,0,0,1,0
4994,0,0,0,18,1,1,96.05,0,1,0,0,0,0,1
5421,0,0,0,38,1,0,20.05,0,0,1,0,1,0,0
1215,0,1,1,3,1,1,80.3,0,1,0,0,0,0,1
6987,1,0,0,35,1,1,108.35,0,0,1,0,1,0,0
3915,0,1,0,59,1,1,81.25,0,0,1,0,1,0,0
6494,0,0,1,26,0,1,29.8,0,0,1,0,1,0,0
6881,0,1,1,32,0,1,35.15,1,0,0,0,0,1,0
4236,0,0,0,1,1,0,19.95,0,0,1,0,1,0,0
2703,0,0,0,1,1,1,50.1,0,1,0,0,0,0,1
3959,0,0,0,59,1,1,61.35,0,0,1,0,1,0,0
3456,0,0,0,67,1,1,85.25,1,0,0,0,0,1,0
6514,0,1,0,72,0,1,64.7,0,0,1,0,1,0,0
6135,0,1,1,71,1,1,114.0,0,0,1,0,1,0,0
5715,0,0,0,32,1,1,108.15,0,1,0,0,0,0,1
6519,0,1,1,63,1,1,91.35,0,0,1,0,1,0,0
5512,0,1,1,9,1,1,55.3,1,0,0,0,0,1,0
2530,0,0,0,7,1,1,100.4,1,0,0,0,0,1,0
4990,0,1,1,6,1,0,45.5,0,0,1,0,1,0,0
1562,0,1,1,7,0,0,34.65,0,0,1,0,1,0,0
986,0,0,0,12,1,0,43.8,0,0,1,0,1,0,0
6939,0,0,0,35,1,1,89.2,0,0,1,0,1,0,0
3986,0,1,0,66,1,0,96.6,0,0,1,0,1,0,0
5191,0,1,1,23,1,1,91.1,1,0,0,0,0,1,0
5965,0,1,1,36,1,1,63.7,1,0,0,0,0,1,0
5699,0,0,0,15,1,0,85.3,0,0,1,0,1,0,0
1523,0,0,0,8,1,0,43.55,0,0,1,0,1,0,0
205,0,0,0,33,1,1,79.95,1,0,0,0,0,1,0
663,0,1,1,65,1,1,69.55,0,0,1,0,1,0,0
945,0,0,0,3,1,0,74.4,1,1,1,1,0,0,0
77,0,1,1,8,1,0,54.65,0,0,1,0,1,0,0
1900,0,1,1,4,1,0,19.9,0,0,1,0,1,0,0
5839,1,1,0,7,1,1,75.4,1,0,0,0,0,1,0
2377,0,0,1,47,1,1,55.3,0,0,1,0,1,0,0
5435,0,1,1,46,1,0,90.95,0,0,1,0,1,0,0
1107,0,1,0,69,1,0,24.25,0,0,1,0,1,0,0
2429,1,1,0,59,1,1,82.95,0,0,1,0,1,0,0
5589,0,0,0,46,1,0,54.35,0,1,0,0,0,0,1
4552,0,0,0,9,1,1,20.45,0,0,1,0,1,0,0
215,0,1,0,57,0,1,58.75,0,0,1,0,1,0,0
5593,0,1,0,31,1,1,75.5,0,0,1,0,1,0,0
5550,1,0,0,21,1,0,20.5,0,0,1,0,1,0,0
6422,0,0,0,52,1,0,53.75,0,0,1,0,1,0,0
3732,0,1,1,23,1,1,77.15,0,0,1,0,1,0,0
3647,1,0,0,8,1,1,69.7,1,0,0,0,0,1,0
1998,0,1,0,2,0,0,44.6,0,1,0,0,0,0,1
4617,0,0,0,2,1,1,20.7,0,0,1,0,1,0,0
3931,0,1,0,25,1,1,71.05,0,0,1,0,1,0,0
1686,0,1,1,26,1,1,60.05,0,1,0,0,0,0,1
267,1,0,0,19,1,1,105.0,0,0,1,0,1,0,0
2785,0,0,0,25,1,0,108.9,0,0,1,0,1,0,0
6389,0,1,1,58,1,0,19.55,0,0,1,0,1,0,0
5944,0,0,0,12,1,0,56.65,0,1,0,0,0,0,1
5423,0,0,0,13,1,1,80.85,0,1,0,0,0,0,1
2728,0,0,0,25,0,0,61.05,0,0,1,0,1,0,0
3700,0,0,1,20,1,1,19.4,0,1,0,0,0,0,1
4603,0,1,0,3,0,0,35.1,0,0,1,0,1,0,0
6438,1,0,0,1,1,1,74.4,1,1,1,1,0,0,0
624,0,0,0,7,1,0,20.0,0,1,0,0,0,0,1
4705,0,0,0,6,1,1,78.95,1,0,0,0,0,1,0
6530,1,1,0,63,0,0,36.1,0,0,1,0,1,0,0
2600,0,0,0,1,1,0,70.1,1,0,0,0,0,1,0
3005,1,0,0,24,1,1,20.3,0,0,1,0,1,0,0
3805,1,0,0,1,1,1,71.65,1,1,1,1,0,0,0
4761,0,1,1,72,1,0,25.0,0,0,1,0,1,0,0
4188,1,0,0,28,1,1,103.3,0,1,0,0,0,0,1
6479,0,0,0,1,1,1,55.0,1,1,1,1,0,0,0
3886,1,1,0,72,1,1,106.85,0,0,1,0,1,0,0
3319,0,0,0,2,1,1,70.75,1,1,1,1,0,0,0
5454,1,1,0,1,1,1,69.55,1,1,1,1,0,0,0
5381,0,1,0,32,1,1,78.9,0,1,0,0,0,0,1
1889,0,0,0,14,0,1,31.1,1,0,0,0,0,1,0
6777,0,1,0,3,0,1,29.9,1,0,0,0,0,1,0
4248,0,1,0,56,1,0,90.55,0,0,1,0,1,0,0
3211,0,0,0,17,1,0,20.05,0,0,1,0,1,0,0
6636,0,1,1,10,1,0,70.3,0,0,1,0,1,0,0
3381,0,0,0,41,1,1,79.85,1,0,0,0,0,1,0
4569,0,0,0,22,1,1,48.8,1,1,1,1,0,0,0
2001,0,0,0,5,1,0,20.15,0,0,1,0,1,0,0
3620,1,1,0,33,0,1,50.0,0,0,1,0,1,0,0
4625,1,0,0,8,1,1,74.05,1,0,0,0,0,1,0
5502,1,1,0,16,1,1,71.8,0,1,0,0,0,0,1
2629,0,0,0,2,1,0,70.7,0,1,0,0,0,0,1
3940,0,0,0,19,0,1,25.15,0,0,1,0,1,0,0
6107,0,0,0,1,1,0,19.95,0,0,1,0,1,0,0
4711,0,0,0,32,1,0,19.8,0,0,1,0,1,0,0
4153,0,0,0,27,1,0,20.3,0,0,1,0,1,0,0
2576,0,1,1,53,1,1,108.25,0,0,1,0,1,0,0
1994,0,0,0,22,1,0,19.6,0,0,1,0,1,0,0
3625,0,1,0,71,1,0,19.85,0,0,1,0,1,0,0
2040,0,1,0,71,1,0,90.55,0,0,1,0,1,0,0
6485,0,1,0,64,1,1,73.55,0,0,1,0,1,0,0
6922,0,0,0,3,1,0,74.45,1,0,0,0,0,1,0
5905,0,0,0,1,1,1,85.0,1,0,0,0,0,1,0
3611,0,0,0,41,1,1,99.65,1,0,0,0,0,1,0
5184,0,1,0,68,1,1,84.7,0,0,1,0,1,0,0
1582,0,1,1,56,1,0,65.2,0,0,1,0,1,0,0
1451,0,0,0,18,1,0,69.5,0,0,1,0,1,0,0
6877,0,0,0,1,1,0,69.7,1,1,1,1,0,0,0
2142,0,0,1,21,1,0,64.85,0,0,1,0,1,0,0
257,0,0,0,50,1,0,114.35,0,0,1,0,1,0,0
5031,0,1,1,9,1,1,101.5,1,0,0,0,0,1,0
911,1,0,0,15,1,0,89.0,0,0,1,0,1,0,0
5303,0,0,1,43,0,1,40.45,0,0,1,0,1,0,0
5557,0,0,0,5,1,0,80.2,0,0,1,0,1,0,0
2686,1,0,0,19,1,1,79.85,0,1,0,0,0,0,1
3711,0,1,1,55,1,1,75.75,0,0,1,0,1,0,0
6790,0,0,0,67,1,1,25.6,0,0,1,0,1,0,0
5120,0,1,1,7,1,1,49.75,1,1,1,1,0,0,0
2243,1,1,0,66,1,1,100.8,0,0,1,0,1,0,0
682,0,0,0,3,1,1,64.4,0,0,1,0,1,0,0
2940,1,0,0,53,0,1,54.45,0,1,0,0,0,0,1
5973,0,0,0,64,1,1,104.4,1,0,0,0,0,1,0
3036,0,0,0,67,0,1,49.35,0,0,1,0,1,0,0
1913,0,0,0,65,1,1,95.5,0,0,1,0,1,0,0
6883,0,0,1,34,1,1,105.35,0,0,1,0,1,0,0
2631,1,1,0,7,1,1,99.25,1,1,1,1,0,0,0
4919,0,1,0,70,0,1,39.15,0,0,1,0,1,0,0
3920,0,0,0,71,1,1,86.4,0,0,1,0,1,0,0
1264,0,1,1,69,1,1,95.2,0,0,1,0,1,0,0
1953,0,0,1,1,1,1,75.35,1,1,1,1,0,0,0
6372,0,1,1,4,1,0,19.5,0,0,1,0,1,0,0
501,1,1,0,71,1,1,80.7,0,0,1,0,1,0,0
5205,0,0,0,37,1,0,91.2,1,0,0,0,0,1,0
6879,0,1,0,21,1,1,86.05,1,0,0,0,0,1,0
3182,0,1,0,45,1,1,95.2,0,0,1,0,1,0,0
3471,0,0,0,35,1,0,21.1,0,0,1,0,1,0,0
1391,0,1,0,29,1,1,85.8,0,0,1,0,1,0,0
748,0,1,0,48,1,0,19.25,0,0,1,0,1,0,0
2181,0,1,1,50,1,1,84.15,0,0,1,0,1,0,0
2677,0,0,0,4,1,1,70.05,0,1,0,0,0,0,1
5328,0,1,0,55,1,1,66.05,0,0,1,0,1,0,0
310,0,0,0,1,1,1,19.25,1,0,0,0,0,1,0
4460,0,1,0,18,1,0,78.2,0,0,1,0,1,0,0
6807,0,1,1,6,1,1,20.4,0,0,1,0,1,0,0
4686,1,0,0,72,1,1,107.4,0,0,1,0,1,0,0
2891,0,0,0,1,1,1,79.7,1,1,1,1,0,0,0
2095,0,0,0,1,1,1,79.95,1,1,1,1,0,0,0
1531,0,1,1,35,1,1,25.75,0,0,1,0,1,0,0
277,1,1,0,21,1,1,64.95,1,0,0,0,0,1,0
532,0,0,0,2,1,1,79.95,1,0,0,0,0,1,0
461,0,1,0,24,1,1,69.45,0,0,1,0,1,0,0
4281,0,0,0,50,0,1,35.0,0,0,1,0,1,0,0
3097,0,0,1,2,1,0,20.4,0,0,1,0,1,0,0
543,0,0,0,10,1,1,86.05,1,1,1,1,0,0,0
4718,0,1,0,20,1,1,20.0,0,0,1,0,1,0,0
5064,0,0,0,2,0,1,40.4,1,1,1,1,0,0,0
5977,0,0,0,57,1,0,20.65,0,0,1,0,1,0,0
3953,1,0,0,6,1,0,74.4,0,1,0,0,0,0,1
2132,0,1,1,23,1,0,19.65,0,0,1,0,1,0,0
3818,0,1,0,58,1,1,109.1,1,0,0,0,0,1,0
3745,0,0,0,7,1,1,94.25,0,1,0,0,0,0,1
3030,0,0,0,1,1,1,79.55,1,1,1,1,0,0,0
3333,0,0,1,12,1,0,19.35,0,0,1,0,1,0,0
4103,0,1,1,72,1,1,90.8,0,0,1,0,1,0,0
3954,1,1,0,17,1,1,94.8,0,0,1,0,1,0,0
2230,0,1,1,45,1,0,20.35,0,0,1,0,1,0,0
4793,0,1,0,49,1,1,99.25,1,0,0,0,0,1,0
4290,0,1,1,1,0,0,40.1,0,1,0,0,0,0,1
5108,0,0,0,23,1,0,49.7,0,0,1,0,1,0,0
954,0,0,0,22,1,1,95.1,0,0,1,0,1,0,0
2503,0,1,1,44,1,0,20.6,0,0,1,0,1,0,0
846,0,0,0,65,1,1,84.85,0,0,1,0,1,0,0
1254,1,1,0,55,1,0,88.8,0,0,1,0,1,0,0
684,0,0,0,1,1,0,71.1,1,0,0,0,0,1,0
4724,0,1,1,50,1,1,80.05,0,0,1,0,1,0,0
6028,0,1,0,12,1,0,80.85,1,1,1,1,0,0,0
2314,0,1,1,72,1,1,93.25,0,0,1,0,1,0,0
3219,0,1,1,24,1,0,24.7,0,0,1,0,1,0,0
5602,0,0,0,6,1,1,80.25,1,0,0,0,0,1,0
1433,0,1,0,9,1,1,68.95,0,0,1,0,1,0,0
1013,0,0,0,1,1,0,49.5,0,0,1,0,1,0,0
2665,1,1,0,33,1,1,93.55,0,0,1,0,1,0,0
1931,0,1,0,53,1,1,111.8,0,0,1,0,1,0,0
3797,0,1,0,43,1,1,80.2,1,0,0,0,0,1,0
5710,0,1,0,70,1,1,110.5,0,0,1,0,1,0,0
6320,0,1,1,30,1,1,64.5,0,0,1,0,1,0,0
3944,0,1,1,9,1,0,20.25,1,0,0,0,0,1,0
357,0,1,0,64,1,1,105.25,0,0,1,0,1,0,0
244,1,0,0,13,1,1,54.8,0,0,1,0,1,0,0
3617,1,1,0,18,0,1,48.35,0,1,0,0,0,0,1
4383,0,1,0,63,1,0,80.0,0,0,1,0,1,0,0
3565,0,0,0,1,1,1,50.75,0,1,0,0,0,0,1
6634,0,1,1,10,1,1,102.1,1,1,1,1,0,0,0
444,0,1,0,36,1,0,80.4,1,0,0,0,0,1,0
3435,0,0,0,2,1,1,71.3,0,0,1,0,1,0,0
6778,0,0,1,72,1,1,19.75,0,0,1,0,1,0,0
4506,1,1,0,72,1,0,77.35,0,0,1,0,1,0,0
3999,1,0,0,2,1,1,69.6,1,1,1,1,0,0,0
2164,0,1,1,70,1,1,101.1,1,0,0,0,0,1,0
5201,0,0,0,9,1,1,19.9,0,0,1,0,1,0,0
5284,1,0,0,5,0,0,45.7,1,1,1,1,0,0,0
4476,0,0,0,1,1,0,20.9,0,1,0,0,0,0,1
1897,1,1,0,30,1,1,50.4,0,1,0,0,0,0,1
4843,0,1,1,69,1,0,20.2,0,0,1,0,1,0,0
3694,0,1,1,67,1,1,108.75,0,1,0,0,0,0,1
4299,1,0,0,29,1,1,58.55,0,0,1,0,1,0,0
1820,0,1,0,6,1,0,45.65,1,0,0,0,0,1,0
5283,0,0,1,19,1,0,48.8,0,0,1,0,1,0,0
6682,0,1,0,69,1,1,92.45,0,0,1,0,1,0,0
844,0,0,0,1,1,1,89.9,1,1,1,1,0,0,0
2260,0,0,0,3,1,0,80.1,0,1,0,0,0,0,1
3179,0,0,0,27,1,1,19.6,0,0,1,0,1,0,0
5106,0,0,0,52,1,1,59.45,0,0,1,0,1,0,0
25,0,0,0,30,1,1,55.3,1,0,0,0,0,1,0
894,0,1,0,63,1,1,81.2,0,0,1,0,1,0,0
4830,0,1,0,54,1,1,74.55,0,0,1,0,1,0,0
1004,0,0,0,21,1,0,20.0,0,0,1,0,1,0,0
1044,0,0,0,8,1,0,54.25,1,0,0,0,0,1,0
1875,0,1,0,72,1,1,114.1,0,0,1,0,1,0,0
5212,0,1,1,72,0,0,38.5,0,0,1,0,1,0,0
2667,0,0,0,72,1,0,115.05,0,0,1,0,1,0,0
