,,,,,,,,,,,,,,,,Threshold,0.5,Coefficient,10,1,5,20,,WEIGHTED ACCURACY,,,,,,,
,715,0,41,4,94267.9,1,0,1,152821.12,1,0,0,0,0.106675458401165,1,0.393324541598835,0,FALSE,0,0,0,1,,,,,,,,,
,619,1,38,10,119658.49,1,1,1,8646.58,0,0,1,0,0.107042931426689,0,0.392957068573311,0,TRUE,0,1,0,0,,,,,,,,,
,595,0,32,8,131081.66,2,1,1,69428.79,0,1,0,0,0.107104277317082,0,0.392895722682918,0,TRUE,0,1,0,0,,,,,,,,,
,699,0,40,7,0,1,0,1,152876.13,1,0,0,0,0.107119274936973,1,0.392880725063027,0,FALSE,0,0,0,1,,,,,,,,,
,659,1,33,8,115409.6,1,0,1,1539.21,0,0,1,0,0.107149280011144,0,0.392850719988856,0,TRUE,0,1,0,0,,,,,,,,,
,662,0,38,0,105271.56,1,0,1,179833.45,1,0,0,0,0.107150459023249,0,0.392849540976751,0,TRUE,0,1,0,0,,,,,,,,,
,444,0,43,3,0,2,1,1,159131.21,1,0,0,0,0.107157584717628,0,0.392842415282372,0,TRUE,0,1,0,0,,,,,,,,,
,750,1,37,6,0,1,1,1,117948,1,0,0,0,0.10719727752943,1,0.39280272247057,0,FALSE,0,0,0,1,,,,,,,,,
,684,1,24,9,79263.9,1,0,1,196574.48,0,0,1,0,0.107249267333974,0,0.392750732666026,0,TRUE,0,1,0,0,,,,,,,,,
,571,0,41,8,0,1,1,1,63736.17,1,0,0,0,0.107303231208897,0,0.392696768791103,0,TRUE,0,1,0,0,,,,,,,,,
,838,1,41,5,0,2,1,0,81313.51,0,0,1,0,0.107387122981016,0,0.392612877018984,0,TRUE,0,1,0,0,,,,,,,,,
,664,0,26,7,116244.14,2,1,1,95145.14,0,1,0,0,0.10742840154613,0,0.39257159845387,0,TRUE,0,1,0,0,,,,,,,,,
,747,0,36,8,102603.3,2,1,1,180693.61,0,1,0,0,0.10743027103277,0,0.39256972896723,0,TRUE,0,1,0,0,,,,,,,,,
,810,1,38,9,153166.17,1,1,1,93261.69,1,0,0,0,0.107558752470785,0,0.392441247529215,0,TRUE,0,1,0,0,,,,,,,,,
,652,0,35,7,104015.54,2,1,1,55207.88,0,1,0,0,0.10759038227732,0,0.39240961772268,0,TRUE,0,1,0,0,,,,,,,,,
,670,0,37,4,170557.91,2,1,0,198252.88,1,0,0,0,0.10763497286458,0,0.39236502713542,0,TRUE,0,1,0,0,,,,,,,,,
,663,0,40,6,156218.19,1,0,1,33607.72,1,0,0,0,0.107640624326534,0,0.392359375673466,0,TRUE,0,1,0,0,,,,,,,,,
,616,1,36,6,0,1,1,1,12916.32,0,0,1,0,0.107640951904343,1,0.392359048095657,0,FALSE,0,0,0,1,,,,,,,,,
,760,1,41,6,0,2,0,0,101491.23,0,0,1,0,0.107662191408123,0,0.392337808591877,0,TRUE,0,1,0,0,,,,,,,,,
,554,1,35,6,117707.18,2,0,0,95277.15,1,0,0,0,0.107706522304795,1,0.392293477695205,0,FALSE,0,0,0,1,,,,,,,,,
,709,0,23,8,73314.04,2,1,0,63446.47,0,1,0,0,0.107732779404466,0,0.392267220595534,0,TRUE,0,1,0,0,,,,,,,,,
,775,0,33,3,83501.66,2,1,0,128841.31,0,1,0,0,0.107791219617489,0,0.39220878038251,0,TRUE,0,1,0,0,,,,,,,,,
,719,0,36,3,155423.17,1,1,1,199841.32,1,0,0,0,0.107804967614042,0,0.392195032385958,0,TRUE,0,1,0,0,,,,,,,,,
,458,0,35,9,146780.52,2,1,1,3476.38,0,1,0,0,0.107856299553448,0,0.392143700446552,0,TRUE,0,1,0,0,,,,,,,,,
,485,1,39,2,75339.64,1,1,1,70665.16,1,0,0,0,0.107897485248025,0,0.392102514751975,0,TRUE,0,1,0,0,,,,,,,,,
,780,1,33,6,145580.61,1,1,1,154598.56,0,0,1,0,0.107904695639064,0,0.392095304360936,0,TRUE,0,1,0,0,,,,,,,,,
,544,1,21,10,161525.96,2,1,0,9262.77,1,0,0,0,0.107914513629157,0,0.392085486370843,0,TRUE,0,1,0,0,,,,,,,,,
,702,1,35,8,14262.8,2,1,0,54689.16,0,0,1,0,0.107979581175672,0,0.392020418824328,0,TRUE,0,1,0,0,,,,,,,,,
,753,1,38,6,142263.45,1,0,1,33730.43,1,0,0,0,0.108097961939315,0,0.391902038060685,0,TRUE,0,1,0,0,,,,,,,,,
,701,0,23,5,186101.18,2,1,1,76611.33,0,1,0,0,0.108120476841207,0,0.391879523158793,0,TRUE,0,1,0,0,,,,,,,,,
,522,0,41,5,144147.68,1,1,1,14789.9,1,0,0,0,0.108138422274508,0,0.391861577725492,0,TRUE,0,1,0,0,,,,,,,,,
,607,0,40,1,112544.45,1,1,1,19842.22,0,0,1,0,0.108200090586198,0,0.391799909413801,0,TRUE,0,1,0,0,,,,,,,,,
,697,0,31,3,108805.42,2,0,1,123825.83,0,1,0,0,0.108408981016423,0,0.391591018983577,0,TRUE,0,1,0,0,,,,,,,,,
,568,1,38,3,132951.92,1,0,1,124486.28,1,0,0,0,0.108415589000515,0,0.391584410999485,0,TRUE,0,1,0,0,,,,,,,,,
,706,0,36,9,58571.18,2,1,0,40774.01,0,1,0,0,0.10852738485668,0,0.39147261514332,0,TRUE,0,1,0,0,,,,,,,,,
,681,1,37,6,121231.39,1,1,1,146366.08,0,0,1,0,0.108539213878078,0,0.391460786121922,0,TRUE,0,1,0,0,,,,,,,,,
,691,0,41,2,0,1,1,1,56850.92,1,0,0,0,0.108663795736236,1,0.391336204263764,0,FALSE,0,0,0,1,,,,,,,,,
,759,1,33,9,160541.36,2,0,0,93541.14,1,0,0,0,0.108667748229348,0,0.391332251770652,0,TRUE,0,1,0,0,,,,,,,,,
,734,1,37,0,152760.24,1,1,1,48990.5,0,0,1,0,0.108685683249029,0,0.391314316750971,0,TRUE,0,1,0,0,,,,,,,,,
,512,1,36,3,84327.77,2,1,0,17675.36,1,0,0,0,0.108688275119962,0,0.391311724880038,0,TRUE,0,1,0,0,,,,,,,,,
,686,1,34,3,123971.51,2,1,0,147794.63,1,0,0,0,0.108693893553245,0,0.391306106446755,0,TRUE,0,1,0,0,,,,,,,,,
,550,0,37,3,0,1,1,1,179670.31,1,0,0,0,0.108765739814661,0,0.391234260185339,0,TRUE,0,1,0,0,,,,,,,,,
,710,1,75,5,0,2,1,1,9376.89,0,0,1,0,0.10880352876309,0,0.39119647123691,0,TRUE,0,1,0,0,,,,,,,,,
,569,1,43,7,0,2,1,1,77703.19,1,0,0,0,0.10883470261675,0,0.39116529738325,0,TRUE,0,1,0,0,,,,,,,,,
,577,1,39,10,0,2,1,0,10553.31,1,0,0,0,0.108872490948628,0,0.391127509051372,0,TRUE,0,1,0,0,,,,,,,,,
,577,1,37,4,0,1,1,1,79881.39,1,0,0,0,0.109000923216887,0,0.390999076783113,0,TRUE,0,1,0,0,,,,,,,,,
,660,0,31,9,125189.75,2,1,1,139874.43,0,1,0,0,0.109083609083691,0,0.390916390916309,0,TRUE,0,1,0,0,,,,,,,,,
,686,0,35,2,109342.82,2,0,1,86043.27,0,1,0,0,0.109154206965342,0,0.390845793034658,0,TRUE,0,1,0,0,,,,,,,,,
,554,1,26,7,92606.86,2,1,0,192709.69,1,0,0,0,0.109315621801583,0,0.390684378198417,0,TRUE,0,1,0,0,,,,,,,,,
,570,0,37,6,0,1,1,1,187758.5,1,0,0,0,0.109399392193201,0,0.390600607806799,0,TRUE,0,1,0,0,,,,,,,,,
,606,0,30,8,180307.73,2,1,1,1914.41,0,0,1,0,0.109409960381536,0,0.390590039618464,0,TRUE,0,1,0,0,,,,,,,,,
,833,1,39,3,0,2,1,0,1710.89,1,0,0,0,0.109470885168491,0,0.390529114831509,0,TRUE,0,1,0,0,,,,,,,,,
,665,1,34,1,96645.54,2,0,0,171413.66,1,0,0,0,0.109592733146667,0,0.390407266853333,0,TRUE,0,1,0,0,,,,,,,,,
,786,0,24,2,120135.55,2,1,1,125449.47,0,1,0,0,0.109609649159149,0,0.39039035084085,0,TRUE,0,1,0,0,,,,,,,,,
,609,0,39,2,139443.75,2,1,0,9234.06,0,0,1,0,0.1098709606491,0,0.3901290393509,0,TRUE,0,1,0,0,,,,,,,,,
,615,0,41,1,126773.43,1,1,1,55551.26,0,0,1,0,0.109907791844634,0,0.390092208155365,0,TRUE,0,1,0,0,,,,,,,,,
,692,1,36,3,79551.12,1,0,1,178267.07,1,0,0,0,0.109979757186572,0,0.390020242813428,0,TRUE,0,1,0,0,,,,,,,,,
,571,0,25,6,82506.72,2,1,0,167705.07,0,1,0,0,0.109989067337292,0,0.390010932662708,0,TRUE,0,1,0,0,,,,,,,,,
,605,1,30,9,135422.31,1,0,1,186418.85,1,0,0,0,0.109995283115007,0,0.390004716884993,0,TRUE,0,1,0,0,,,,,,,,,
,653,1,38,8,102133.38,1,1,1,166520.96,1,0,0,0,0.110019689217651,0,0.389980310782349,0,TRUE,0,1,0,0,,,,,,,,,
,461,1,35,5,0,1,1,1,54209.02,1,0,0,0,0.110058282771083,0,0.389941717228917,0,TRUE,0,1,0,0,,,,,,,,,
,781,0,33,3,89276.48,1,1,0,6959,1,0,0,0,0.110159549608243,0,0.389840450391757,0,TRUE,0,1,0,0,,,,,,,,,
,438,1,36,4,0,2,1,0,64420.5,1,0,0,0,0.110202976155489,0,0.389797023844511,0,TRUE,0,1,0,0,,,,,,,,,
,762,0,28,3,125155.83,2,1,1,106024.02,0,1,0,0,0.110244954648708,0,0.389755045351292,0,TRUE,0,1,0,0,,,,,,,,,
,757,0,26,8,121581.56,2,1,1,127059.04,0,1,0,0,0.110254552922369,0,0.389745447077631,0,TRUE,0,1,0,0,,,,,,,,,
,741,0,43,0,0,2,1,1,2920.63,0,0,1,0,0.110733323881723,1,0.389266676118277,0,FALSE,0,0,0,1,,,,,,,,,
,626,0,36,2,181671.16,2,1,1,57531.14,0,1,0,0,0.110894967103656,0,0.389105032896344,0,TRUE,0,1,0,0,,,,,,,,,
,599,0,42,6,0,2,1,0,113868.4,0,0,1,0,0.110955271202531,0,0.389044728797469,0,TRUE,0,1,0,0,,,,,,,,,
,642,0,40,1,154863.15,1,1,1,138052.51,1,0,0,0,0.111005128059084,0,0.388994871940916,0,TRUE,0,1,0,0,,,,,,,,,
,690,1,35,9,107944.33,2,0,0,48478.47,1,0,0,0,0.111022252503093,0,0.388977747496907,0,TRUE,0,1,0,0,,,,,,,,,
,601,1,38,0,0,2,1,0,165196.65,1,0,0,0,0.111136344539154,0,0.388863655460846,0,TRUE,0,1,0,0,,,,,,,,,
,639,0,77,6,80926.02,2,1,1,55829.25,1,0,0,0,0.111138174531632,0,0.388861825468368,0,TRUE,0,1,0,0,,,,,,,,,
,670,0,31,1,142631.54,2,1,1,175894.24,0,1,0,0,0.111243402250714,0,0.388756597749286,0,TRUE,0,1,0,0,,,,,,,,,
,664,0,36,6,71142.77,2,1,0,122433.09,0,1,0,0,0.111299990467436,0,0.388700009532564,0,TRUE,0,1,0,0,,,,,,,,,
,640,0,33,8,81677.22,2,0,0,34925.56,0,1,0,0,0.11137760333239,0,0.38862239666761,0,TRUE,0,1,0,0,,,,,,,,,
,592,0,28,2,116498.22,1,1,0,144290.25,1,0,0,0,0.111613690498881,0,0.388386309501119,0,TRUE,0,1,0,0,,,,,,,,,
,661,0,41,5,0,1,0,1,88279.6,1,0,0,0,0.111666012790342,0,0.388333987209658,0,TRUE,0,1,0,0,,,,,,,,,
,563,0,30,7,90727.79,1,1,0,122268.75,1,0,0,0,0.11167767030078,0,0.38832232969922,0,TRUE,0,1,0,0,,,,,,,,,
,828,1,41,7,0,2,1,0,171378.77,1,0,0,0,0.111735537450877,0,0.388264462549123,0,TRUE,0,1,0,0,,,,,,,,,
,743,0,23,3,110203.77,1,1,0,95583.45,1,0,0,0,0.111737856838362,0,0.388262143161638,0,TRUE,0,1,0,0,,,,,,,,,
,553,0,32,3,116324.53,1,1,0,77304.49,1,0,0,0,0.111737856838362,0,0.388262143161638,0,TRUE,0,1,0,0,,,,,,,,,
,556,1,39,9,89588.35,1,1,1,94898.1,1,0,0,0,0.111745823539257,0,0.388254176460743,0,TRUE,0,1,0,0,,,,,,,,,
,508,0,35,1,86893.28,1,0,0,59374.82,1,0,0,0,0.111851562751121,0,0.388148437248879,0,TRUE,0,1,0,0,,,,,,,,,
,529,0,30,2,116295.29,1,1,0,75285.47,1,0,0,0,0.112077301965422,0,0.387922698034578,0,TRUE,0,1,0,0,,,,,,,,,
,470,1,31,2,101675.22,2,1,0,45033.75,0,0,1,0,0.112258274383452,0,0.387741725616548,0,TRUE,0,1,0,0,,,,,,,,,
,760,0,34,6,121303.77,2,1,1,59325.21,0,1,0,0,0.112293518936428,0,0.387706481063572,0,TRUE,0,1,0,0,,,,,,,,,
,570,1,43,9,0,2,0,1,11417.26,1,0,0,0,0.112398175840354,0,0.387601824159646,0,TRUE,0,1,0,0,,,,,,,,,
,794,1,30,1,154970.54,1,0,1,156768.45,0,0,1,0,0.112677780994902,0,0.387322219005098,0,TRUE,0,1,0,0,,,,,,,,,
,678,1,27,5,87099.85,2,1,0,149550.95,0,0,1,0,0.112692752124162,0,0.387307247875838,0,TRUE,0,1,0,0,,,,,,,,,
,553,0,41,6,144974.55,1,1,1,19344.92,0,0,1,0,0.112737913047212,0,0.387262086952788,0,TRUE,0,1,0,0,,,,,,,,,
,774,0,26,2,93844.69,1,1,0,28415.36,1,0,0,0,0.112785902160875,0,0.387214097839125,0,TRUE,0,1,0,0,,,,,,,,,
,560,1,33,9,0,1,0,1,183358.21,0,0,1,0,0.112917850474155,0,0.387082149525845,0,TRUE,0,1,0,0,,,,,,,,,
,585,1,32,8,144705.87,2,0,0,171482.56,1,0,0,0,0.1129697637201,0,0.387030236279899,0,TRUE,0,1,0,0,,,,,,,,,
,658,0,29,3,145512.84,1,1,0,20207.02,1,0,0,0,0.113027151742941,0,0.386972848257059,0,TRUE,0,1,0,0,,,,,,,,,
,631,1,29,2,96863.52,2,1,1,31613.35,0,1,0,0,0.11320454320511,0,0.38679545679489,0,TRUE,0,1,0,0,,,,,,,,,
,686,0,33,9,141918.09,2,0,1,184036.47,0,1,0,0,0.113224157803014,0,0.386775842196986,0,TRUE,0,1,0,0,,,,,,,,,
,670,0,33,6,88294.6,1,1,0,66979.06,1,0,0,0,0.11326550225759,0,0.38673449774241,0,TRUE,0,1,0,0,,,,,,,,,
,657,0,34,3,107136.6,1,1,0,153895.46,1,0,0,0,0.113276694218788,0,0.386723305781212,0,TRUE,0,1,0,0,,,,,,,,,
,593,0,32,6,99162.29,1,1,0,128384.11,1,0,0,0,0.113334198104897,0,0.386665801895103,0,TRUE,0,1,0,0,,,,,,,,,
,484,0,41,5,0,1,1,1,74267.35,1,0,0,0,0.113503086358113,0,0.386496913641887,0,TRUE,0,1,0,0,,,,,,,,,
,692,0,27,1,125547.53,1,0,0,7900.46,1,0,0,0,0.11351856843324,0,0.38648143156676,0,TRUE,0,1,0,0,,,,,,,,,
,817,1,37,6,81070.34,2,1,0,80985.88,1,0,0,0,0.113534818761403,0,0.386465181238597,0,TRUE,0,1,0,0,,,,,,,,,
,716,0,42,8,0,2,1,0,180800.42,0,0,1,0,0.113608296660214,0,0.386391703339786,0,TRUE,0,1,0,0,,,,,,,,,
,606,0,42,10,0,2,1,0,177938.52,0,0,1,0,0.113643846221858,0,0.386356153778142,0,TRUE,0,1,0,0,,,,,,,,,
,571,0,32,5,131354.25,1,1,0,125256.53,1,0,0,0,0.113645987899501,0,0.386354012100499,0,TRUE,0,1,0,0,,,,,,,,,
,660,0,24,5,85089.3,1,1,1,71638,0,1,0,0,0.1137519635621,0,0.3862480364379,0,TRUE,0,1,0,0,,,,,,,,,
,663,1,37,7,0,1,1,1,185210.63,1,0,0,0,0.113851008333854,0,0.386148991666146,0,TRUE,0,1,0,0,,,,,,,,,
,642,0,22,10,111812.52,2,1,1,183045.46,0,1,0,0,0.114167042984207,0,0.385832957015792,0,TRUE,0,1,0,0,,,,,,,,,
,580,1,23,5,113923.81,2,0,0,196241.43,1,0,0,0,0.114175245503197,0,0.385824754496803,0,TRUE,0,1,0,0,,,,,,,,,
,647,1,22,3,97975.82,2,0,1,62083,0,1,0,0,0.114237395244785,0,0.385762604755215,0,TRUE,0,1,0,0,,,,,,,,,
,749,0,41,5,57568.94,1,1,1,61128.29,1,0,0,0,0.114359840170173,0,0.385640159829827,0,TRUE,0,1,0,0,,,,,,,,,
,672,0,31,6,91125.75,1,1,0,177295.92,1,0,0,0,0.114481899756179,0,0.385518100243821,0,TRUE,0,1,0,0,,,,,,,,,
,664,1,38,4,74306.19,2,1,0,154395.56,1,0,0,0,0.114607021372012,0,0.385392978627988,0,TRUE,0,1,0,0,,,,,,,,,
,637,0,35,8,147127.81,2,1,1,84760.7,0,1,0,0,0.114723808342593,0,0.385276191657407,0,TRUE,0,1,0,0,,,,,,,,,
,684,0,33,4,140700.61,1,1,0,103557.93,1,0,0,0,0.114738807550754,0,0.385261192449246,0,TRUE,0,1,0,0,,,,,,,,,
,757,0,29,8,130306.49,1,1,0,77469.38,1,0,0,0,0.114924778895738,0,0.385075221104262,0,TRUE,0,1,0,0,,,,,,,,,
,632,0,41,0,106134.46,1,0,1,105570.39,1,0,0,0,0.114938672304627,0,0.385061327695373,0,TRUE,0,1,0,0,,,,,,,,,
,577,0,41,6,0,1,1,1,167621.18,1,0,0,0,0.115064174892527,0,0.384935825107473,0,TRUE,0,1,0,0,,,,,,,,,
,659,0,31,4,118342.26,1,0,0,161574.19,1,0,0,0,0.115079672434223,0,0.384920327565777,0,TRUE,0,1,0,0,,,,,,,,,
,601,0,32,8,93012.89,1,1,0,86957.42,1,0,0,0,0.115251293754758,0,0.384748706245242,0,TRUE,0,1,0,0,,,,,,,,,
,666,1,40,2,0,2,0,0,36371.27,1,0,0,0,0.115410823720473,0,0.384589176279527,0,TRUE,0,1,0,0,,,,,,,,,
,662,1,41,4,0,2,1,0,126551.48,1,0,0,0,0.11541938932078,0,0.38458061067922,0,TRUE,0,1,0,0,,,,,,,,,
,655,1,38,6,0,1,1,1,188639.28,1,0,0,0,0.115420048862366,0,0.384579951137634,0,TRUE,0,1,0,0,,,,,,,,,
,689,0,22,4,136444.25,1,1,0,51980.25,1,0,0,0,0.115443345770631,1,0.384556654229369,0,FALSE,0,0,0,1,,,,,,,,,
,762,0,29,6,141389.06,1,1,0,54122.89,1,0,0,0,0.115539195425269,0,0.384460804574731,0,TRUE,0,1,0,0,,,,,,,,,
,668,0,37,10,152958.29,2,1,1,159585.61,0,1,0,0,0.11570331037341,0,0.38429668962659,0,TRUE,0,1,0,0,,,,,,,,,
,642,1,39,4,0,1,1,1,76821.24,1,0,0,0,0.11573290383504,0,0.38426709616496,0,TRUE,0,1,0,0,,,,,,,,,
,734,0,22,5,130056.23,1,0,0,121894.31,1,0,0,0,0.115761076782724,1,0.384238923217276,0,FALSE,0,0,0,1,,,,,,,,,
,642,1,40,7,0,2,1,0,183963.34,1,0,0,0,0.115893243833438,0,0.384106756166561,0,TRUE,0,1,0,0,,,,,,,,,
,732,0,25,0,110942.9,1,0,0,172576.56,1,0,0,0,0.115973291882799,0,0.384026708117201,0,TRUE,0,1,0,0,,,,,,,,,
,850,1,34,9,92899.27,2,1,0,97465.89,1,0,0,0,0.116049402672988,0,0.383950597327012,0,TRUE,0,1,0,0,,,,,,,,,
,574,0,33,8,100267.03,1,1,0,103006.27,1,0,0,0,0.11605281156217,0,0.38394718843783,0,TRUE,0,1,0,0,,,,,,,,,
,614,1,36,1,44054.84,1,1,1,73329.08,0,0,1,0,0.116101127531682,0,0.383898872468318,0,TRUE,0,1,0,0,,,,,,,,,
,718,1,39,2,0,1,1,1,52138.49,0,0,1,0,0.116126906455574,0,0.383873093544426,0,TRUE,0,1,0,0,,,,,,,,,
,515,0,40,0,109542.29,1,1,1,166370.81,1,0,0,0,0.116183973673689,0,0.383816026326311,0,TRUE,0,1,0,0,,,,,,,,,
,738,0,31,9,82674.15,1,1,0,41970.72,1,0,0,0,0.116187361632611,0,0.383812638367389,0,TRUE,0,1,0,0,,,,,,,,,
,620,1,33,9,127638.35,1,1,1,192717.57,1,0,0,0,0.116228273872642,0,0.383771726127358,0,TRUE,0,1,0,0,,,,,,,,,
,754,0,39,7,157691.98,2,1,0,133600.89,0,0,1,0,0.116375764352956,1,0.383624235647044,0,FALSE,0,0,0,1,,,,,,,,,
,751,0,29,3,159597.45,1,1,0,39934.41,1,0,0,0,0.116406551195705,0,0.383593448804295,0,TRUE,0,1,0,0,,,,,,,,,
,517,0,28,2,115062.61,1,1,0,179056.23,1,0,0,0,0.116444633632758,0,0.383555366367242,0,TRUE,0,1,0,0,,,,,,,,,
,682,0,36,5,72373.62,2,1,0,36895.99,0,1,0,0,0.116582193841053,0,0.383417806158947,0,TRUE,0,1,0,0,,,,,,,,,
,751,0,36,5,73194.99,1,1,1,89222.66,0,1,0,0,0.116692428549827,0,0.383307571450173,0,TRUE,0,1,0,0,,,,,,,,,
,663,0,64,6,0,2,0,1,15876.52,0,0,1,0,0.11669324926599,0,0.38330675073401,0,TRUE,0,1,0,0,,,,,,,,,
,712,0,33,3,153819.58,1,1,0,79176.09,1,0,0,0,0.116760544953355,1,0.383239455046645,0,FALSE,0,0,0,1,,,,,,,,,
,529,1,39,2,82766.43,1,1,1,122925.44,0,0,1,0,0.11677636179449,0,0.38322363820551,0,TRUE,0,1,0,0,,,,,,,,,
,808,0,41,0,0,1,1,1,79888.78,1,0,0,0,0.116858302625402,0,0.383141697374598,0,TRUE,0,1,0,0,,,,,,,,,
,590,1,37,0,64345.21,1,0,1,61759.33,0,0,1,0,0.116897792120442,1,0.383102207879558,0,FALSE,0,0,0,1,,,,,,,,,
,583,0,33,7,122531.86,1,1,0,13549.24,1,0,0,0,0.117065068983268,0,0.382934931016732,0,TRUE,0,1,0,0,,,,,,,,,
,658,1,39,4,0,1,1,1,147530.06,1,0,0,0,0.117069786171265,0,0.382930213828735,0,TRUE,0,1,0,0,,,,,,,,,
,673,1,32,0,0,1,1,1,72873.33,0,0,1,0,0.11732014717995,0,0.38267985282005,0,TRUE,0,1,0,0,,,,,,,,,
,752,0,30,4,81523.38,1,1,1,36885.85,0,1,0,0,0.117454056259178,0,0.382545943740822,0,TRUE,0,1,0,0,,,,,,,,,
,526,0,32,7,125540.05,1,0,0,86786.41,1,0,0,0,0.117484835771156,0,0.382515164228844,0,TRUE,0,1,0,0,,,,,,,,,
,595,0,29,6,150685.79,1,1,0,87771.06,1,0,0,0,0.11751864433105,0,0.38248135566895,0,TRUE,0,1,0,0,,,,,,,,,
,587,0,33,5,100116.82,1,1,0,34215.58,1,0,0,0,0.117555813402335,0,0.382444186597665,0,TRUE,0,1,0,0,,,,,,,,,
,576,0,28,1,119336.29,2,0,1,58976.85,0,1,0,0,0.117603087318275,0,0.382396912681725,0,TRUE,0,1,0,0,,,,,,,,,
,652,1,38,1,103895.31,1,0,1,159649.44,0,0,1,0,0.117796176793952,0,0.382203823206048,0,TRUE,0,1,0,0,,,,,,,,,
,611,0,64,9,0,2,1,1,53277.15,1,0,0,0,0.117821313215749,0,0.382178686784251,0,TRUE,0,1,0,0,,,,,,,,,
,679,1,33,9,112528.65,2,1,0,177362.45,1,0,0,0,0.117925133171637,0,0.382074866828363,0,TRUE,0,1,0,0,,,,,,,,,
,620,1,41,9,0,2,0,0,88852.47,1,0,0,0,0.1182752310125,0,0.3817247689875,0,TRUE,0,1,0,0,,,,,,,,,
,601,1,41,3,0,2,1,0,54342.83,0,0,1,0,0.118340250570237,0,0.381659749429763,0,TRUE,0,1,0,0,,,,,,,,,
,655,1,37,7,111852.84,2,1,0,10511.13,1,0,0,0,0.118420049649992,0,0.381579950350008,0,TRUE,0,1,0,0,,,,,,,,,
,754,0,39,6,170184.99,2,1,0,89593.26,0,0,1,0,0.118549217010423,0,0.381450782989577,0,TRUE,0,1,0,0,,,,,,,,,
,791,1,44,5,0,2,1,1,123977.86,1,0,0,0,0.118589399627466,1,0.381410600372534,0,FALSE,0,0,0,1,,,,,,,,,
,699,0,22,9,99339,1,1,0,68297.61,1,0,0,0,0.118603881773425,1,0.381396118226575,0,FALSE,0,0,0,1,,,,,,,,,
,844,1,41,10,76319.64,1,1,1,141175.18,1,0,0,0,0.118752017388098,1,0.381247982611902,0,FALSE,0,0,0,1,,,,,,,,,
,558,0,26,1,148853.29,2,1,1,24411.02,0,1,0,0,0.118782647615152,0,0.381217352384848,0,TRUE,0,1,0,0,,,,,,,,,
,422,1,33,2,0,2,1,0,102655.31,1,0,0,0,0.118801742265384,0,0.381198257734616,0,TRUE,0,1,0,0,,,,,,,,,
,607,0,44,0,0,2,1,1,81140.09,1,0,0,0,0.118824869914564,0,0.381175130085436,0,TRUE,0,1,0,0,,,,,,,,,
,478,1,36,3,92363.3,2,1,0,44912.7,0,0,1,0,0.119203361061455,0,0.380796638938545,0,TRUE,0,1,0,0,,,,,,,,,
,563,0,35,3,106250.72,1,0,0,39546.32,1,0,0,0,0.119360684717044,0,0.380639315282956,0,TRUE,0,1,0,0,,,,,,,,,
,786,0,34,3,137361.96,1,0,0,183682.09,1,0,0,0,0.119476487133804,0,0.380523512866196,0,TRUE,0,1,0,0,,,,,,,,,
,604,0,33,3,148659.48,1,0,0,42437.75,1,0,0,0,0.119974702379144,0,0.380025297620856,0,TRUE,0,1,0,0,,,,,,,,,
,611,1,28,3,96381.68,2,1,0,181419.29,0,0,1,0,0.11999420750102,0,0.38000579249898,0,TRUE,0,1,0,0,,,,,,,,,
,520,1,39,1,73493.17,1,0,1,109626.13,1,0,0,0,0.120007775640346,1,0.379992224359654,0,FALSE,0,0,0,1,,,,,,,,,
,545,0,37,3,91184.01,1,1,0,105476.65,1,0,0,0,0.120340528627489,0,0.379659471372511,0,TRUE,0,1,0,0,,,,,,,,,
,715,0,42,2,88120.97,2,1,1,21333.22,0,1,0,0,0.120353939987662,0,0.379646060012338,0,TRUE,0,1,0,0,,,,,,,,,
,687,0,35,1,125141.24,2,1,1,148537.07,0,1,0,0,0.120377751238918,0,0.379622248761082,0,TRUE,0,1,0,0,,,,,,,,,
,689,1,28,2,64808.32,2,0,0,78591.15,0,1,0,0,0.120427373965004,0,0.379572626034995,0,TRUE,0,1,0,0,,,,,,,,,
,547,1,38,5,167539.97,1,0,1,159207.34,1,0,0,0,0.120432505405365,0,0.379567494594634,0,TRUE,0,1,0,0,,,,,,,,,
,524,0,32,1,144875.71,1,0,0,187740.04,1,0,0,0,0.120484569274253,0,0.379515430725747,0,TRUE,0,1,0,0,,,,,,,,,
,627,0,27,0,185267.45,2,1,1,77027.34,0,1,0,0,0.120500148558929,0,0.379499851441071,0,TRUE,0,1,0,0,,,,,,,,,
,769,0,29,4,145471.37,1,1,0,188382.77,1,0,0,0,0.120507535426239,0,0.379492464573761,0,TRUE,0,1,0,0,,,,,,,,,
,752,1,41,8,0,2,1,0,139844.04,1,0,0,0,0.120531054333038,1,0.379468945666962,0,FALSE,0,0,0,1,,,,,,,,,
,684,0,41,2,119782.72,2,0,0,120284.67,0,0,1,0,0.120532111496229,0,0.379467888503771,0,TRUE,0,1,0,0,,,,,,,,,
,435,0,36,4,0,1,1,1,197015.2,1,0,0,0,0.120556341626896,0,0.379443658373104,0,TRUE,0,1,0,0,,,,,,,,,
,457,0,40,10,134320.23,2,1,0,150757.35,1,0,0,0,0.120686719797182,0,0.379313280202818,0,TRUE,0,1,0,0,,,,,,,,,
,796,1,23,3,146584.19,2,0,0,125445.8,0,0,1,0,0.120690412146203,0,0.379309587853797,0,TRUE,0,1,0,0,,,,,,,,,
