,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,0.855333333333333,0.771333333333333,0.798333333333333,0.854666666666667
2594,537,1,47,6,103163.35,1,1,0,16259.64,0,1,0,1,0,1,1,0.68192439862543,TRUE,TRUE,FALSE,TRUE,TRUE
9100,659,0,35,6,0,2,1,1,58879.11,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
1389,627,1,55,2,159441.27,1,1,0,100686.11,1,0,0,1,0,1,1,0.68192439862543,TRUE,TRUE,FALSE,TRUE,TRUE
4537,710,1,31,5,0,2,1,0,9561.73,0,0,1,0,1,0,0,0.31807560137457,FALSE,TRUE,FALSE,TRUE,TRUE
526,701,0,43,2,0,2,1,1,165303.79,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
5846,509,0,29,1,0,2,1,0,69113.14,0,0,1,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
2994,625,1,39,3,130786.92,1,0,1,121316.07,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
5594,688,0,40,6,0,1,1,1,47886.44,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
2798,579,0,28,6,150329.15,1,1,0,145558.42,0,1,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
7243,634,0,77,5,0,2,1,1,161579.85,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
6561,445,1,48,7,168286.58,1,1,0,16645.77,0,1,0,1,0,1,1,0.68192439862543,TRUE,TRUE,FALSE,TRUE,TRUE
3813,703,0,73,5,137761.55,1,1,1,159677.46,0,0,1,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
9864,742,0,33,1,137937.95,1,1,1,51387.1,0,1,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
7834,703,0,56,9,0,1,0,0,85547.33,1,0,0,1,0,1,1,0.68192439862543,TRUE,TRUE,FALSE,TRUE,TRUE
382,492,1,30,10,77168.87,2,0,1,146700.22,0,1,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
3319,430,0,35,1,118894.22,1,0,0,2923.61,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
7211,639,1,37,4,116121.84,2,0,1,181850.74,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
4809,822,0,37,3,105563,1,1,0,182624.93,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
5369,575,0,52,8,123925.23,1,0,0,111342.66,0,0,1,0,0,1,1,0.329209621993127,FALSE,FALSE,FALSE,TRUE,FALSE
5785,753,0,48,4,0,2,0,1,146821.42,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
1947,688,0,52,1,0,2,1,1,172033.57,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
3784,640,1,31,9,138857.59,1,1,0,48640.77,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
1396,636,1,33,0,0,1,1,0,92277.47,0,0,1,0,0,1,1,0.329209621993127,FALSE,FALSE,FALSE,TRUE,FALSE
2497,613,0,20,3,0,2,1,1,149613.77,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
8885,668,0,45,4,102486.21,2,1,1,158379.25,0,0,1,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
3809,664,0,35,1,115024.5,1,0,1,169665.79,0,0,1,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
2947,774,0,36,7,103688.19,1,0,1,118971.74,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
5502,614,1,40,3,113348.5,1,1,1,77789.01,0,0,1,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
7618,578,1,40,7,0,2,0,0,102233.73,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
9121,618,1,40,0,0,1,1,0,119059.13,1,0,0,0,0,1,0,0.329209621993127,FALSE,TRUE,TRUE,FALSE,TRUE
8466,613,0,36,9,131307.11,1,0,0,83343.73,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
155,706,0,57,7,0,1,1,0,17941.16,0,0,1,1,1,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE
3429,731,1,43,9,79120.27,1,0,0,548.52,0,1,0,0,0,1,1,0.329209621993127,FALSE,FALSE,FALSE,TRUE,FALSE
9811,645,1,31,1,128927.93,1,1,1,2850.01,0,1,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
4518,850,1,29,7,0,2,1,0,23237.25,0,0,1,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
5480,765,1,34,8,136729.51,2,0,0,47058.21,0,1,0,0,0,1,0,0.329209621993127,FALSE,TRUE,TRUE,FALSE,TRUE
4996,500,0,44,9,160838.13,2,1,0,196261.64,0,1,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
8953,711,0,42,3,177626.77,3,0,1,16392.72,0,0,1,1,0,1,1,0.68192439862543,TRUE,TRUE,FALSE,TRUE,TRUE
6205,497,1,29,4,85646.81,1,0,0,63233.02,1,0,0,0,0,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE
7407,639,0,22,4,0,2,1,0,28188.96,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
8188,506,1,59,3,190353.08,1,1,0,78365.75,0,1,0,1,0,1,0,0.68192439862543,TRUE,FALSE,TRUE,FALSE,FALSE
934,592,0,37,9,0,3,1,1,10656.89,0,0,1,0,1,1,0,0.647285223367698,TRUE,TRUE,FALSE,FALSE,FALSE
9063,609,0,39,3,121778.71,1,1,1,138399.67,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
9831,705,1,48,1,156848.13,2,1,1,99475.95,0,1,0,0,0,1,1,0.329209621993127,FALSE,FALSE,FALSE,TRUE,FALSE
5635,568,1,27,1,116320.68,1,0,1,45563.94,0,0,1,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
4184,598,0,59,8,118210.42,2,0,0,60192.14,0,1,0,1,0,1,1,0.68192439862543,TRUE,TRUE,FALSE,TRUE,TRUE
1045,588,0,34,6,121132.26,2,1,0,86460.28,0,0,1,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
8147,642,1,39,8,128264.03,1,1,0,61792.76,0,1,0,0,0,1,1,0.329209621993127,FALSE,FALSE,FALSE,TRUE,FALSE
4566,652,1,40,4,79927.36,2,1,1,33524.6,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
7712,545,0,30,3,0,2,1,0,170307.43,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
6140,488,1,31,8,97588.6,1,0,0,124210.53,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
7904,449,0,32,0,155619.36,1,1,1,166692.03,0,0,1,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
8850,500,1,50,5,0,4,1,1,83866.35,0,0,1,1,0,1,1,0.68192439862543,TRUE,TRUE,FALSE,TRUE,TRUE
3246,638,0,57,6,0,1,1,0,33676.48,1,0,0,1,0,1,1,0.68192439862543,TRUE,TRUE,FALSE,TRUE,TRUE
5414,495,1,40,1,140197.71,2,1,0,150720.39,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
2066,545,0,37,9,110483.86,1,1,1,127394.67,0,1,0,0,0,1,0,0.329209621993127,FALSE,TRUE,TRUE,FALSE,TRUE
8719,691,1,44,6,134066.1,2,1,1,197572.41,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
5639,523,0,61,8,66250.71,1,1,1,21859.06,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
7409,807,1,42,9,105356.09,2,1,1,130489.37,0,1,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
5797,699,0,37,10,0,2,0,0,83263.04,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
7177,559,1,28,3,152264.81,1,0,0,64242.31,0,1,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
9020,718,0,34,5,113922.44,2,1,0,30772.22,0,0,1,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
159,631,1,33,4,123246.7,1,0,0,112687.57,0,1,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
162,800,1,49,7,108007.36,1,0,0,47125.11,1,0,0,0,0,1,0,0.329209621993127,FALSE,TRUE,TRUE,FALSE,TRUE
4974,638,1,55,2,155828.22,1,0,1,108987.25,0,0,1,0,0,1,1,0.329209621993127,FALSE,FALSE,FALSE,TRUE,FALSE
3022,648,1,27,7,0,2,1,1,163060.43,0,0,1,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
6087,561,1,27,9,135637,1,1,0,153080.4,1,0,0,0,0,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE
3159,834,0,23,4,131254.81,1,1,0,20199.3,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
6304,648,1,38,2,0,2,0,1,9551.49,1,0,0,0,1,0,0,0.31807560137457,FALSE,TRUE,FALSE,TRUE,TRUE
4182,550,0,52,5,121016.23,1,1,1,41730.37,0,1,0,0,0,1,1,0.329209621993127,FALSE,FALSE,FALSE,TRUE,FALSE
6022,694,1,35,7,0,1,1,0,133570.43,0,0,1,0,0,1,1,0.329209621993127,FALSE,FALSE,FALSE,TRUE,FALSE
2383,697,0,42,9,132739.26,2,0,0,174667.65,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
8264,742,0,33,6,0,2,0,0,38550.4,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
9421,613,0,34,5,144094.2,1,1,0,44510.26,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
1744,850,1,39,7,79259.99,1,0,1,186910.74,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
8999,702,1,38,9,0,2,1,1,158527.45,0,0,1,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
9501,835,0,18,2,142872.36,1,1,1,117632.63,0,1,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
1414,485,1,30,5,156771.68,1,1,1,141148.21,0,1,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
2308,488,1,33,4,140002.35,1,1,0,123613.81,0,1,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
2872,439,0,52,3,96196.24,4,1,0,198874.52,0,0,1,1,0,1,1,0.68192439862543,TRUE,TRUE,FALSE,TRUE,TRUE
429,568,0,40,1,99282.63,1,0,0,134600.94,0,1,0,0,0,1,1,0.329209621993127,FALSE,FALSE,FALSE,TRUE,FALSE
7327,650,0,42,4,194532.66,1,1,0,171045.31,0,0,1,0,0,1,1,0.329209621993127,FALSE,FALSE,FALSE,TRUE,FALSE
7705,777,1,29,9,131240.61,1,1,1,163746.09,1,0,0,0,0,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE
8203,778,0,33,5,116474.28,2,1,1,32757.55,0,0,1,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
6262,513,0,44,1,63562.02,2,0,1,52629.73,1,0,0,0,0,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE
9329,663,0,35,5,0,2,1,1,62634.94,0,0,1,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
7117,564,0,31,5,121461.87,1,1,1,20432.09,0,0,1,0,0,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE
1554,628,0,34,4,158741.43,2,1,1,126192.54,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
161,684,0,30,2,0,2,1,0,83473.82,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
2303,714,0,45,0,124693.48,1,0,1,187194.15,0,0,1,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
3471,632,1,27,3,107375.82,1,1,1,62703.38,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
4163,627,1,35,7,0,2,0,1,193022.44,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
6139,652,1,37,4,0,2,1,0,143393.24,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
9847,603,1,34,9,0,2,1,0,167916.35,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
8397,630,0,29,6,131354.39,1,0,1,9324.31,0,1,0,0,0,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE
9509,688,0,29,1,0,2,1,0,154695.57,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
1390,653,1,27,9,0,2,1,0,96429.29,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
3874,813,1,25,5,123616.43,1,0,1,132959.33,0,1,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
8674,529,0,67,8,103101.56,2,1,1,154002.02,1,0,0,0,0,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE
1206,584,0,32,5,0,2,1,0,10956.82,0,0,1,0,1,0,0,0.31807560137457,FALSE,TRUE,FALSE,TRUE,TRUE
4726,633,0,50,7,88302.65,1,1,1,195937.16,0,1,0,0,0,1,0,0.329209621993127,FALSE,TRUE,TRUE,FALSE,TRUE
1892,634,1,31,8,76798.92,1,0,0,196021.73,0,1,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
8511,643,0,28,9,160858.13,2,1,0,27149.27,0,1,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
2064,765,0,44,6,0,2,1,1,159899.97,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
3055,812,0,44,4,115049.15,2,1,0,165038.41,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
3723,715,0,42,2,88120.97,2,1,1,21333.22,0,1,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
1751,541,0,29,7,127504.57,1,0,0,86173.92,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
1393,831,1,32,2,146033.62,1,1,0,191260.74,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
6475,497,0,41,5,80542.81,1,0,0,88729.22,0,1,0,0,0,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE
3430,625,0,37,1,177069.24,2,1,1,96088.54,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
6613,524,1,28,7,0,2,0,1,147100.72,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
7032,615,0,41,4,0,1,0,1,149278.96,0,0,1,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
1834,700,1,46,5,56580.95,2,0,1,45424.13,0,0,1,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
5812,850,0,41,3,136416.82,1,0,1,57844.26,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
2917,698,0,57,6,136325.48,2,1,1,72549.27,1,0,0,0,0,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE
5408,682,1,54,0,83102.72,2,1,1,54132.93,0,0,1,0,0,1,0,0.329209621993127,FALSE,TRUE,TRUE,FALSE,TRUE
2651,850,0,40,4,166082.15,2,0,1,44406.17,0,1,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
1925,804,0,24,3,0,2,1,0,173195.33,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
5456,659,0,34,9,134464.58,2,1,0,178833.34,0,1,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
942,376,1,46,6,0,1,1,0,157333.69,1,0,0,1,0,1,1,0.68192439862543,TRUE,TRUE,FALSE,TRUE,TRUE
1185,756,0,37,3,132623.6,1,1,1,58974,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
8161,588,0,31,4,99607.37,2,0,1,35877.03,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
9346,716,0,41,9,0,1,1,1,113267.48,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
8243,825,0,29,3,148874.01,2,0,1,71192.82,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
5837,850,1,35,6,81684.97,1,1,0,824,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
4503,656,0,33,7,138705.02,2,1,0,37136.15,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
9855,706,0,24,2,141078.57,1,1,1,24402.87,0,0,1,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
270,650,0,41,9,0,2,0,1,191599.67,0,0,1,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
7288,571,1,30,4,85755.86,1,1,0,145115.95,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
1878,648,0,35,7,0,2,1,1,78436.36,0,0,1,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
8974,706,1,43,1,0,2,1,0,31962.77,0,0,1,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
3756,755,0,31,5,0,2,0,1,194660.78,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
5182,670,1,31,2,57530.06,1,1,1,181893.31,1,0,0,0,0,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE
8875,702,0,36,9,90560.48,2,1,0,174268.87,0,1,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
5267,584,0,26,4,0,2,1,0,147600.54,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
9404,595,1,43,5,0,2,0,0,105149.8,0,0,1,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
8418,683,1,39,2,100062.16,2,1,0,109201.43,0,1,0,0,0,1,0,0.329209621993127,FALSE,TRUE,TRUE,FALSE,TRUE
2640,625,1,31,8,0,2,1,0,151843.54,0,0,1,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
369,593,1,29,2,152265.43,1,1,0,34004.44,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
8918,641,1,52,4,0,1,1,0,90964.54,1,0,0,1,0,1,1,0.68192439862543,TRUE,TRUE,FALSE,TRUE,TRUE
7401,633,1,39,9,129189.15,2,0,0,170998.83,1,0,0,0,0,1,0,0.329209621993127,FALSE,TRUE,TRUE,FALSE,TRUE
7533,630,1,51,0,108449.23,3,0,0,88372.69,0,1,0,1,0,1,1,0.68192439862543,TRUE,TRUE,FALSE,TRUE,TRUE
8301,615,0,58,3,72309.3,1,1,1,85687.09,0,1,0,0,0,1,1,0.329209621993127,FALSE,FALSE,FALSE,TRUE,FALSE
7581,708,0,42,9,176702.36,2,1,1,104804.74,0,1,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
9733,733,0,64,3,0,2,1,1,75272.63,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
1307,645,0,49,2,0,2,0,0,10023.15,0,0,1,0,1,0,0,0.31807560137457,FALSE,TRUE,FALSE,TRUE,TRUE
5695,787,0,46,7,117685.31,2,1,1,93360.35,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
5100,572,1,26,5,0,2,1,0,119381.41,0,0,1,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
2042,667,1,27,3,106116.5,2,1,0,3674.71,0,1,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
475,621,0,46,6,141078.37,1,0,0,34580.8,0,1,0,1,0,1,1,0.68192439862543,TRUE,TRUE,FALSE,TRUE,TRUE
5299,543,1,71,1,104308.77,1,1,1,25650.04,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
6630,741,1,36,3,0,2,1,1,89804.83,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
5806,696,0,47,1,106758.6,1,1,1,80591.18,0,0,1,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
809,657,1,37,6,95845.6,1,1,0,122218.23,1,0,0,0,0,1,0,0.329209621993127,FALSE,TRUE,TRUE,FALSE,TRUE
9558,623,0,46,4,0,1,1,0,5549.11,0,0,1,0,1,1,1,0.647285223367698,TRUE,FALSE,TRUE,TRUE,TRUE
5731,674,0,45,7,144889.18,1,1,1,102591.9,1,0,0,0,0,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE
9784,527,0,39,4,0,2,1,0,167183.07,1,0,0,0,0,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE
4880,751,0,33,4,79281.61,1,1,0,117547.76,0,0,1,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
566,438,1,54,2,0,1,0,0,191763.07,0,0,1,1,0,1,1,0.68192439862543,TRUE,TRUE,FALSE,TRUE,TRUE
5623,586,0,42,6,0,2,1,1,123410.23,0,0,1,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
544,504,1,49,7,0,3,0,1,87822.14,1,0,0,1,0,1,1,0.68192439862543,TRUE,TRUE,FALSE,TRUE,TRUE
7925,586,1,33,7,0,2,1,1,168261.4,0,0,1,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
6393,593,1,41,4,119703.1,2,1,1,109783.29,0,1,0,0,0,1,0,0.329209621993127,FALSE,TRUE,TRUE,FALSE,TRUE
1614,641,0,77,9,0,3,1,1,81514.06,1,0,0,1,0,1,0,0.68192439862543,TRUE,FALSE,TRUE,FALSE,FALSE
2466,516,0,32,3,145166.09,2,0,0,111421.45,0,1,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
6353,598,0,35,8,114212.6,1,1,1,74322.85,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
3558,765,0,41,4,124182.21,1,0,0,100153.43,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
5561,771,1,56,2,0,1,1,1,25222.6,0,0,1,0,0,1,1,0.329209621993127,FALSE,FALSE,FALSE,TRUE,FALSE
7697,601,1,41,3,0,2,1,0,54342.83,0,0,1,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
7639,541,0,46,6,0,2,1,1,83456.67,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
9439,705,1,31,3,142905.51,1,1,1,58134.97,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
4101,673,1,57,4,0,2,1,1,49684.09,0,0,1,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
4755,720,1,37,2,120328.88,2,1,1,138470.21,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
7341,850,0,54,7,108185.81,2,0,0,24093.4,0,0,1,1,0,1,1,0.68192439862543,TRUE,TRUE,FALSE,TRUE,TRUE
2992,810,1,51,5,0,2,0,1,184524.74,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
3858,695,0,45,9,43134.65,1,0,1,77330.35,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
7848,433,1,49,10,0,1,1,1,87711.61,1,0,0,0,0,1,0,0.329209621993127,FALSE,TRUE,TRUE,FALSE,TRUE
4432,621,0,33,4,0,2,1,1,40299.23,0,0,1,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
7174,640,1,50,9,117565.03,2,0,0,82559.77,1,0,0,0,0,1,0,0.329209621993127,FALSE,TRUE,TRUE,FALSE,TRUE
8151,500,0,40,1,99004.24,1,1,1,152845.99,0,0,1,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
3026,585,0,40,7,0,2,0,0,146156.98,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
4695,669,0,37,1,125529.55,1,1,1,162260.93,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
2937,718,0,28,6,0,2,1,0,146875.86,0,0,1,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
8632,751,0,42,4,0,2,1,1,81442.6,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
3899,752,1,36,2,119912.46,1,1,0,124354.92,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
8831,599,1,41,2,91328.71,1,1,0,115724.78,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
4998,559,1,40,7,144470.77,1,1,1,18917.95,0,0,1,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
2112,472,1,28,4,0,2,1,0,1801.77,0,0,1,0,1,0,0,0.31807560137457,FALSE,TRUE,FALSE,TRUE,TRUE
1269,554,1,38,4,137654.05,2,1,1,172629.67,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
8723,350,0,51,10,0,1,1,1,125823.79,1,0,0,0,0,1,1,0.329209621993127,FALSE,FALSE,FALSE,TRUE,FALSE
5331,637,1,46,2,143500.82,1,1,0,166996.46,0,1,0,1,0,1,1,0.68192439862543,TRUE,TRUE,FALSE,TRUE,TRUE
4846,752,1,36,7,0,2,1,0,184866.86,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
7019,637,0,36,2,152606.82,1,1,1,71692.8,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
150,754,1,32,7,0,2,1,0,89520.75,0,0,1,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
151,535,1,48,9,0,1,1,0,149892.79,1,0,0,1,0,1,1,0.68192439862543,TRUE,TRUE,FALSE,TRUE,TRUE
1543,656,0,69,6,163975.09,1,1,1,36108.5,0,0,1,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
254,696,0,28,8,0,1,0,0,176713.47,0,0,1,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
8678,518,1,28,9,85146.36,1,0,0,2803.89,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
8339,695,1,42,0,0,2,0,1,140724.64,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
414,795,0,35,8,0,2,1,0,167155.36,0,0,1,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
7780,749,1,33,10,76692.22,1,0,1,30396.43,0,1,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
3766,584,0,36,4,82696.09,2,0,0,83058.14,0,0,1,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
5768,674,0,36,2,154525.7,1,0,1,27468.72,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
5221,584,1,29,4,0,2,1,0,88866.92,0,0,1,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
