,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,InternetService_0,InternetService_DSL,InternetService_Fiber optic,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
3778,0,0,0,0,0.02816901408450704,1,1,0,0,0,0,0,0,0,0.31990049751243776,0.013668359104546501,0,0,1,0,1,0,0,1,0,0,0
3779,0,1,1,1,0.9154929577464789,1,1,1,1,1,1,1,0,0,0.6084577114427862,0.5926378952227095,1,0,1,0,0,0,1,0,1,0,0
3780,0,0,1,1,0.7605633802816901,1,0,0,0,1,1,0,0,1,0.3681592039800995,0.35784675744288025,0,0,1,0,0,0,1,0,1,0,0
3781,0,0,0,0,0.3943661971830986,1,0,0,0,0,0,0,0,0,0.008457711442786064,0.058931456265866614,0,1,0,0,0,1,0,0,0,0,1
3782,1,0,0,1,0.15492957746478872,1,1,0,0,0,0,1,0,1,0.6547263681592039,0.10936418186014309,0,0,0,1,1,0,0,0,0,1,0
3783,1,0,1,0,0.9154929577464789,1,1,0,1,1,0,1,1,1,0.8651741293532339,0.7982979459958459,0,0,0,1,1,0,0,0,0,1,0
3784,0,1,0,0,0.47887323943661975,1,1,0,0,1,0,1,1,1,0.827363184079602,0.4012808677590584,1,0,0,1,1,0,0,0,0,1,0
3785,0,1,1,0,0.1267605633802817,1,1,0,0,1,0,0,1,1,0.7119402985074627,0.1033348719132241,1,0,0,1,1,0,0,0,0,1,0
3786,0,0,1,1,0.36619718309859156,1,1,0,0,0,0,0,0,1,0.572139303482587,0.22042464804985,0,0,0,1,1,0,0,1,0,0,0
3787,1,0,0,0,0.8028169014084507,1,0,0,0,0,1,1,1,1,0.7666666666666666,0.6691553196399723,0,0,0,1,1,0,0,0,0,1,0
3788,0,0,1,0,0.7464788732394366,1,0,1,1,1,1,1,1,0,0.9104477611940299,0.702907915993538,1,0,0,1,0,0,1,1,0,0,0
3789,0,0,0,0,0.11267605633802817,1,0,0,0,0,0,0,0,0,0.015920398009950265,0.018462958689129935,0,1,0,0,1,0,0,0,0,0,1
3790,0,0,0,0,0.014084507042253521,1,0,0,0,0,0,0,0,0,0.010447761194029848,0.0010962381721670899,1,1,0,0,0,1,0,0,1,0,0
3791,0,0,0,0,0.07042253521126761,1,0,0,0,0,0,0,0,1,0.5059701492537313,0.048026771290099246,0,0,0,1,1,0,0,0,0,1,0
3792,1,1,0,0,0.35211267605633806,1,0,0,0,0,0,1,1,1,0.7263681592039801,0.26921301638587586,1,0,0,1,1,0,0,0,0,1,0
3793,1,0,0,0,0.11267605633802817,1,0,0,0,0,0,0,0,0,0.019900497512437804,0.019311100853911838,0,1,0,0,1,0,0,0,0,0,1
3794,0,0,1,0,0.09859154929577466,1,0,0,1,1,0,0,0,1,0.36318407960199006,0.04927879067620587,0,0,1,0,1,0,0,0,0,0,1
3795,0,0,0,0,0.15492957746478872,1,0,0,0,0,0,1,0,1,0.6288557213930348,0.10306946688206786,0,0,0,1,1,0,0,0,0,1,0
3796,1,0,0,0,0.19718309859154928,1,1,0,0,0,0,0,0,1,0.30696517412935326,0.07624624971151626,1,0,1,0,1,0,0,0,0,1,0
3797,0,0,1,0,0.5915492957746479,1,1,1,0,1,0,1,1,1,0.6164179104477612,0.41112393261020075,0,0,1,0,0,1,0,0,0,1,0
3798,0,0,0,0,0.5774647887323944,1,1,0,0,0,1,1,1,1,0.8164179104477611,0.48513154858066004,0,0,0,1,1,0,0,0,0,1,0
3799,1,0,0,0,0.4225352112676057,1,1,1,0,1,1,0,0,0,0.46766169154228854,0.22795984306485115,1,0,1,0,1,0,0,0,1,0,0
3800,1,0,0,1,0.9154929577464789,1,1,1,0,1,1,0,0,1,0.7233830845771144,0.6821197784444958,0,0,0,1,0,0,1,0,1,0,0
3801,1,1,0,0,0.23943661971830985,1,1,0,1,0,1,0,0,1,0.6686567164179105,0.17159589199169167,1,0,0,1,1,0,0,0,0,1,0
3802,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0.01741293532338306,0.00013847219016847444,0,1,0,0,1,0,0,0,0,0,1
3803,0,0,1,0,0.8450704225352113,1,1,0,1,0,1,1,0,1,0.7547263681592039,0.6484537272097854,1,0,0,1,0,0,1,0,0,1,0
3804,0,0,0,0,0.1267605633802817,1,1,0,1,0,0,0,0,0,0.6129353233830845,0.08982806369720749,0,0,0,1,1,0,0,0,0,1,0
3805,0,1,0,0,0.0,1,0,0,0,0,0,0,0,1,0.5313432835820896,0.0060985460420032315,1,0,0,1,1,0,0,0,0,1,0
3806,1,1,0,0,0.23943661971830985,1,0,0,1,0,0,0,0,1,0.5502487562189055,0.1547022847911378,0,0,0,1,1,0,0,0,0,1,0
3807,0,0,1,0,0.323943661971831,1,1,0,1,1,0,1,1,1,0.8597014925373135,0.2912127855988922,1,0,0,1,1,0,0,0,0,1,0
3808,1,0,1,1,0.02816901408450704,1,0,0,0,0,0,0,0,0,0.010447761194029848,0.004142626355873529,0,1,0,0,1,0,0,0,0,0,1
3809,0,0,0,0,0.6901408450704226,1,0,0,0,0,0,0,0,0,0.018905472636815884,0.11196053542580199,0,1,0,0,0,1,0,0,1,0,0
3810,0,0,1,1,0.0,1,0,0,0,0,0,0,0,0,0.2616915422885572,0.0029713824140318486,0,0,1,0,1,0,0,0,0,1,0
3811,0,0,0,0,0.014084507042253521,1,0,1,0,0,1,0,0,1,0.36019900497512436,0.00790445418878375,0,0,1,0,1,0,0,0,0,0,1
3812,0,0,0,0,0.22535211267605634,1,0,0,0,0,0,0,0,1,0.013930348258706454,0.03839718439879991,0,1,0,0,0,1,0,1,0,0,0
3813,0,0,1,1,0.9577464788732395,1,1,0,1,1,0,1,1,1,0.86318407960199,0.8399434571890145,0,0,0,1,0,0,1,0,0,1,0
3814,0,0,1,0,1.0,1,1,1,1,1,1,1,1,1,0.7009950248756219,0.7250057696745903,0,0,1,0,0,0,1,0,1,0,0
3815,1,0,0,0,0.02816901408450704,1,1,0,0,0,0,0,0,1,0.5572139303482587,0.02209785368105239,1,0,0,1,1,0,0,0,0,1,0
3816,0,1,1,1,0.6901408450704226,1,1,1,1,1,0,0,1,1,0.5661691542288557,0.43891645511193167,0,0,1,0,0,0,1,1,0,0,0
3817,1,0,0,0,0.7323943661971831,1,0,0,0,0,0,0,0,0,0.019900497512437804,0.11881490883914149,0,1,0,0,0,0,1,0,0,0,1
3818,1,0,1,0,0.8028169014084507,1,1,1,1,0,1,1,1,1,0.9039800995024875,0.7356162012462497,0,0,0,1,0,0,1,0,1,0,0
3819,0,0,0,0,0.6338028169014085,0,0,1,0,0,0,0,0,1,0.12437810945273631,0.1696861297022848,0,0,1,0,0,1,0,1,0,0,0
3820,0,1,1,0,1.0,1,1,1,1,1,1,1,1,1,0.9417910447761194,0.9280752365566582,0,0,0,1,1,0,0,0,1,0,0
3821,1,1,0,0,0.0,1,1,0,0,0,0,0,0,1,0.5567164179104478,0.00639279944611124,1,0,0,1,1,0,0,0,0,1,0
3822,1,0,1,1,0.07042253521126761,1,1,0,1,1,0,1,0,1,0.754228855721393,0.05769097622894069,0,0,0,1,1,0,0,0,0,0,1
3823,0,0,1,0,1.0,1,1,1,1,1,1,0,1,0,0.6029850746268656,0.662860604661897,0,0,1,0,0,0,1,1,0,0,0
3824,0,0,0,0,0.04225352112676056,1,0,0,0,0,0,0,1,1,0.3686567164179104,0.02535195015001154,0,0,1,0,1,0,0,0,0,0,1
3825,1,0,1,1,0.7183098591549296,1,0,0,0,0,0,0,0,0,0.010945273631840807,0.1168820678513732,0,1,0,0,0,0,1,0,0,0,1
3827,1,0,0,0,0.014084507042253521,1,0,0,0,0,0,0,0,0,0.021890547263681587,0.0018462958689129932,0,1,0,0,0,1,0,0,0,0,1
3828,1,0,1,0,0.9014084507042254,1,0,0,0,0,0,0,0,0,0.010945273631840807,0.15014424186475883,0,1,0,0,0,0,1,1,0,0,0
3829,0,1,1,0,0.5915492957746479,1,1,0,1,0,0,1,1,1,0.8233830845771145,0.5042234018001385,1,0,0,1,1,0,0,0,0,1,0
3830,0,0,1,0,0.04225352112676056,1,1,0,1,0,0,1,1,1,0.8154228855721393,0.04631894761135472,1,0,0,1,1,0,0,0,0,1,0
3831,0,1,1,0,0.33802816901408456,1,1,1,0,0,0,0,1,1,0.7044776119402985,0.24909416108931456,1,0,0,1,0,1,0,0,0,1,0
3832,1,0,1,0,0.7042253521126761,1,1,0,1,0,1,1,1,1,0.600995024875622,0.45373297945995844,0,0,1,0,0,1,0,0,1,0,0
3833,0,0,0,0,0.15492957746478872,1,1,0,0,1,0,1,1,0,0.5621890547263682,0.09326678975305792,0,0,1,0,1,0,0,1,0,0,0
3834,1,0,1,1,0.7887323943661972,1,0,1,0,0,0,1,1,1,0.5159203980099502,0.4493999538426033,1,0,1,0,0,1,0,1,0,0,0
3835,1,0,1,1,0.323943661971831,1,0,0,0,0,0,0,0,0,0.01641791044776117,0.059393030233094855,0,1,0,0,0,1,0,0,0,0,1
3836,1,0,1,0,0.8873239436619719,1,1,0,0,1,1,0,0,0,0.39900497512437816,0.43130048465266557,0,0,1,0,0,1,0,1,0,0,0
3837,1,0,0,0,0.04225352112676056,1,0,0,1,1,1,1,1,1,0.8696517412935324,0.04905377336718209,1,0,0,1,0,1,0,0,0,1,0
3838,1,0,0,0,0.35211267605633806,1,1,0,0,1,0,1,1,1,0.818407960199005,0.29784791137779826,0,0,0,1,1,0,0,1,0,0,0
3839,1,0,1,1,0.19718309859154928,1,0,0,0,0,0,0,0,0,0.01791044776119402,0.030636972074774987,0,1,0,0,1,0,0,0,0,0,1
3840,0,1,1,0,0.8873239436619719,1,1,0,0,0,0,0,0,0,0.07363184079601987,0.1987075928917609,0,1,0,0,0,0,1,0,1,0,0
3841,0,1,1,0,0.49295774647887325,1,1,0,1,0,0,1,1,1,0.7786069651741293,0.39433417955227323,1,0,0,1,1,0,0,0,0,1,0
3842,1,0,1,0,0.36619718309859156,1,1,0,0,0,0,1,1,0,0.763681592039801,0.28199284560350796,0,0,0,1,1,0,0,0,1,0,0
3843,0,1,1,0,0.0,1,0,0,0,0,0,0,0,0,0.5233830845771144,0.006006231248557581,1,0,0,1,1,0,0,0,0,0,1
3844,1,0,0,0,0.47887323943661975,1,1,1,0,1,1,1,1,1,0.6736318407960199,0.356715901223171,1,0,1,0,0,1,0,0,1,0,0
3845,0,0,0,0,0.04225352112676056,1,0,0,0,1,0,0,0,1,0.5537313432835821,0.03023886452804062,1,0,0,1,1,0,0,0,0,1,0
3846,1,0,1,1,0.09859154929577466,1,0,0,0,0,0,0,0,1,0.27064676616915423,0.04534387260558505,0,0,1,0,1,0,0,0,0,1,0
3847,0,0,0,0,0.1267605633802817,1,0,0,0,0,0,0,0,1,0.01741293532338306,0.020747749826909762,0,1,0,0,1,0,0,0,1,0,0
3848,1,0,0,0,0.014084507042253521,1,0,0,1,0,0,0,0,0,0.3079601990049751,0.009796907454419572,0,0,1,0,1,0,0,0,0,0,1
3849,1,0,1,0,0.8028169014084507,1,1,1,1,1,0,1,1,1,0.9074626865671641,0.7068716824371106,1,0,0,1,0,0,1,1,0,0,0
3850,0,0,1,0,0.7042253521126761,1,0,1,1,1,1,1,1,1,0.6467661691542288,0.46972651742441723,0,0,1,0,0,0,1,0,1,0,0
3851,1,0,1,1,0.6338028169014085,1,0,0,0,0,0,0,0,1,0.009950248756218888,0.0975536579736903,0,1,0,0,0,0,1,0,0,0,1
3852,0,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0.013930348258706454,9.808446803600233e-05,0,1,0,0,1,0,0,1,0,0,0
3853,0,0,0,0,0.6338028169014085,1,1,0,0,0,0,0,0,0,0.5427860696517413,0.37279021463189477,0,0,0,1,1,0,0,1,0,0,0
3854,1,0,1,0,0.6901408450704226,1,1,1,1,0,1,1,1,1,0.9094527363184081,0.6216247403646434,0,0,0,1,1,0,0,1,0,0,0
3855,0,0,1,1,0.7323943661971831,1,0,0,1,0,1,1,0,0,0.46517412935323377,0.38599123009462266,0,0,1,0,1,0,0,0,1,0,0
3856,0,0,1,0,0.8450704225352113,1,1,0,1,1,1,1,1,1,0.953731343283582,0.820834294945765,0,0,0,1,1,0,0,0,0,1,0
3857,0,0,0,0,0.056338028169014086,1,0,0,0,0,0,0,0,0,0.023880597014925342,0.008625663512577892,0,1,0,0,1,0,0,1,0,0,0
3858,0,0,0,0,0.647887323943662,1,0,1,1,1,1,1,1,1,0.6835820895522388,0.47543272559427646,0,0,1,0,0,1,0,1,0,0,0
3859,1,0,0,0,0.7464788732394366,1,1,0,1,1,0,1,0,1,0.7611940298507462,0.5888472190168474,0,0,0,1,0,1,0,1,0,0,0
3860,0,0,0,1,0.25352112676056343,0,0,0,0,0,0,0,0,1,0.07064676616915422,0.06315485806600508,0,0,1,0,1,0,0,0,1,0,0
3861,1,0,0,1,0.35211267605633806,1,0,0,1,1,1,1,1,1,0.8676616915422884,0.3111585506577429,0,0,0,1,0,0,1,0,0,1,0
3862,0,0,1,1,0.971830985915493,1,1,0,0,0,0,0,0,0,0.07114427860696515,0.20346757442880223,0,1,0,0,0,0,1,0,0,0,1
3863,0,0,1,0,0.22535211267605634,1,1,0,1,1,0,1,1,1,0.8388059701492537,0.19890376182783293,0,0,0,1,1,0,0,0,0,1,0
3864,1,0,0,0,0.4084507042253521,1,1,0,1,0,0,1,1,1,0.8154228855721393,0.3421417032079391,1,0,0,1,1,0,0,0,0,1,0
3865,1,0,0,1,0.0,1,1,0,0,0,0,0,0,0,0.057213930348258696,0.0006000461573967227,0,1,0,0,1,0,0,0,0,0,1
3866,1,0,1,1,0.25352112676056343,1,1,0,0,0,0,0,0,0,0.07313432835820893,0.053900300023078704,0,1,0,0,0,0,1,0,0,0,1
3867,1,0,1,0,0.35211267605633806,1,0,0,1,1,0,1,1,1,0.5497512437810945,0.21773597969074546,0,0,1,0,0,0,1,0,1,0,0
3868,1,0,1,1,0.28169014084507044,1,0,0,1,0,0,0,0,1,0.5552238805970149,0.17850219247634436,1,0,0,1,1,0,0,1,0,0,0
3869,0,0,1,0,0.6901408450704226,1,1,0,1,0,0,1,1,1,0.7960199004975124,0.5584929609969997,0,0,0,1,0,1,0,0,0,1,0
3870,1,0,1,0,0.943661971830986,0,0,1,0,1,0,1,1,1,0.3597014925373134,0.42751557812139396,0,0,1,0,0,1,0,0,0,1,0
3871,0,0,0,0,0.02816901408450704,1,1,0,0,1,0,1,1,1,0.8288557213930349,0.03225825063466421,1,0,0,1,1,0,0,1,0,0,0
3872,0,0,1,1,0.11267605633802817,1,0,0,0,1,1,1,1,0,0.8442786069651741,0.10981421647819065,0,0,0,1,1,0,0,0,0,1,0
3873,1,0,1,1,0.7042253521126761,0,0,1,0,0,1,0,0,0,0.15870646766169155,0.20346180475421188,0,0,1,0,0,0,1,1,0,0,0
3874,1,0,0,0,0.11267605633802817,1,0,0,0,0,0,0,0,1,0.2537313432835821,0.04464574198015232,0,0,1,0,1,0,0,0,0,1,0
3875,0,1,1,1,0.5633802816901409,1,1,0,1,1,1,1,1,1,0.9323383084577114,0.521128548349873,1,0,0,1,0,1,0,0,0,1,0
3876,0,0,0,0,0.295774647887324,1,1,0,1,0,0,1,1,1,0.8199004975124379,0.27661550888529884,0,0,0,1,1,0,0,0,0,1,0
3877,1,0,1,1,0.28169014084507044,0,0,1,0,1,0,1,1,1,0.37512437810945276,0.13134664204938842,1,0,1,0,0,1,0,0,0,1,0
3878,0,0,1,1,0.9859154929577465,1,1,1,1,1,1,1,1,1,0.9731343283582089,0.9553081006231249,0,0,0,1,0,0,1,1,0,0,0
3879,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0.2736318407960199,0.003109854604200323,1,0,1,0,1,0,0,0,0,1,0
3880,0,0,1,1,0.35211267605633806,1,1,0,0,1,1,1,1,1,0.6343283582089552,0.23820678513731824,0,0,1,0,0,1,0,0,1,0,0
3881,0,0,1,0,0.9859154929577465,1,1,1,1,0,1,0,0,0,0.4666666666666667,0.5380740826217402,0,0,1,0,0,0,1,1,0,0,0
3882,0,0,0,0,0.04225352112676056,1,0,0,0,0,0,0,0,1,0.2641791044776119,0.01816293561043157,0,0,1,0,1,0,0,0,1,0,0
3883,1,0,0,0,0.15492957746478872,1,1,1,0,0,0,0,0,1,0.6124378109452736,0.1133625663512578,0,0,0,1,1,0,0,0,0,1,0
3884,1,0,1,0,0.23943661971830985,1,1,0,0,0,1,1,0,1,0.7024875621890546,0.1818543734133395,0,0,0,1,1,0,0,0,0,1,0
3885,1,0,0,0,0.02816901408450704,1,1,0,0,0,0,0,0,1,0.564179104477612,0.02234018001384722,0,0,0,1,1,0,0,0,0,1,0
3886,1,1,1,0,1.0,1,1,1,1,0,0,1,1,1,0.881592039800995,0.8837525963535656,0,0,0,1,0,1,0,1,0,0,0
3887,0,0,0,0,0.14084507042253522,1,0,0,1,0,0,0,0,0,0.564179104477612,0.09193399492268636,1,0,0,1,1,0,0,0,0,1,0
3888,1,0,0,0,0.0,1,0,0,0,0,0,0,1,0,0.6159203980099502,0.00707939072236326,1,0,0,1,1,0,0,0,1,0,0
3889,0,0,0,0,0.16901408450704225,1,0,0,0,0,0,0,0,0,0.010447761194029848,0.0277925225017309,0,1,0,0,0,1,0,0,1,0,0
3890,1,0,1,0,1.0,1,1,0,1,1,1,1,1,1,0.9054726368159204,0.9336487422109393,1,0,0,1,0,1,0,0,0,1,0
3891,0,0,1,0,0.5774647887323944,1,1,1,0,0,0,0,0,0,0.37661691542288556,0.27325755827371334,0,0,1,0,0,1,0,0,1,0,0
3892,1,0,0,0,0.22535211267605634,1,0,0,0,0,0,0,0,0,0.014427860696517386,0.03710477729056082,0,1,0,0,1,0,0,0,1,0,0
3893,1,1,0,0,0.08450704225352114,1,0,0,1,0,0,0,0,1,0.32885572139303476,0.046220863143318726,0,0,1,0,1,0,0,0,0,0,1
3894,1,0,1,0,0.943661971830986,1,1,1,1,1,1,1,1,0,0.998507462686567,0.9198303715670436,0,0,0,1,0,0,1,0,0,0,1
3895,0,0,1,1,0.7746478873239437,1,1,0,0,0,0,0,0,0,0.05870646766169152,0.15964112624048005,0,1,0,0,0,0,1,1,0,0,0
3896,1,0,1,1,0.5211267605633804,1,0,0,0,0,0,0,0,0,0.020398009950248763,0.08430071543964922,0,1,0,0,0,1,0,0,0,0,1
3897,1,0,1,1,1.0,1,1,1,1,1,1,1,1,1,0.9676616915422885,0.9700380798522963,0,0,0,1,0,0,1,0,0,1,0
3898,1,0,0,0,0.6619718309859155,1,1,0,0,0,0,0,0,0,0.06766169154228854,0.13301407800600046,0,1,0,0,0,1,0,0,1,0,0
3899,1,1,1,0,0.7183098591549296,1,1,1,1,1,0,1,1,1,0.9039800995024875,0.6495672744057235,0,0,0,1,1,0,0,0,0,1,0
3900,1,0,1,1,0.47887323943661975,1,0,0,0,0,0,0,0,0,0.013930348258706454,0.07962150934687284,0,1,0,0,0,1,0,0,0,0,1
3901,0,0,1,0,0.9295774647887325,1,1,0,1,1,1,1,1,1,0.9258706467661691,0.8710362335564275,0,0,0,1,0,0,1,1,0,0,0
3902,1,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0.11592039800995024,0.0012808677590583888,0,0,1,0,1,0,0,0,0,0,1
3903,0,0,0,0,0.7323943661971831,1,0,0,1,0,1,0,0,1,0.6203980099502486,0.4995730440803139,0,0,0,1,1,0,0,0,0,0,1
3904,0,0,1,1,0.46478873239436624,1,0,0,0,0,0,0,0,0,0.025373134328358193,0.07120932379413801,0,1,0,0,1,0,0,0,0,0,1
3905,1,0,0,0,0.02816901408450704,0,0,0,0,0,0,1,0,0,0.16865671641791047,0.010402723286406648,1,0,1,0,1,0,0,0,1,0,0
3906,1,0,1,0,0.0,1,0,0,0,0,0,1,0,0,0.6024875621890546,0.006923609508423725,1,0,0,1,1,0,0,0,0,1,0
3907,0,0,0,0,0.25352112676056343,1,0,0,0,1,1,1,0,0,0.7134328358208956,0.1919686129702285,0,0,0,1,1,0,0,0,0,0,1
3908,1,1,1,0,0.8309859154929577,1,1,1,1,1,1,1,1,1,0.9731343283582089,0.7970343872605584,0,0,0,1,0,0,1,1,0,0,0
3909,0,0,0,0,0.14084507042253522,1,0,0,0,0,0,0,0,0,0.012935323383084563,0.023580660050773136,0,1,0,0,0,0,1,0,1,0,0
3910,1,0,0,0,0.647887323943662,1,1,0,1,1,0,1,1,1,0.8771144278606965,0.5895626586660512,1,0,0,1,1,0,0,0,0,1,0
3911,0,0,0,0,0.23943661971830985,1,0,1,0,0,0,0,0,0,0.30995024875621885,0.09877682898684514,1,0,1,0,1,0,0,0,0,1,0
3912,1,0,1,1,0.8309859154929577,1,1,1,1,1,1,1,1,0,0.9651741293532338,0.7777117470574659,0,0,0,1,0,0,1,0,1,0,0
3913,0,0,1,0,1.0,1,1,0,0,0,0,0,0,0,0.06517412935323383,0.21411262404800369,0,1,0,0,0,0,1,0,1,0,0
3914,0,0,0,0,0.5352112676056339,1,0,0,0,0,0,0,0,0,0.01641791044776117,0.0891241633971844,0,1,0,0,0,1,0,0,0,0,1
3915,1,0,1,0,0.8169014084507042,1,0,1,0,1,0,0,0,1,0.6268656716417911,0.5331929379183014,0,0,0,1,0,1,0,0,1,0,0
3916,0,0,1,1,0.014084507042253521,1,0,0,0,0,0,0,0,0,0.5144278606965175,0.014435725825063465,0,0,0,1,1,0,0,0,0,0,1
3917,0,1,0,0,0.0,1,0,0,0,0,0,0,0,0,0.5059701492537313,0.005804292637895223,1,0,0,1,1,0,0,0,0,1,0
3918,0,0,1,1,0.26760563380281693,1,0,0,0,0,0,1,1,1,0.7159203980099502,0.20283291022386338,1,0,0,1,1,0,0,0,0,1,0
3919,1,0,0,0,0.07042253521126761,1,1,0,0,0,0,1,1,1,0.7492537313432835,0.059727671359335335,1,0,0,1,1,0,0,1,0,0,0
3920,0,0,0,0,0.9859154929577465,1,1,0,0,1,1,0,0,1,0.6781094527363184,0.7100392337872145,0,0,0,1,0,0,1,0,1,0,0
3921,1,0,1,0,0.323943661971831,1,1,1,1,1,0,0,0,0,0.47810945273631833,0.1777809831525502,0,0,1,0,1,0,0,0,0,0,1
3922,0,1,1,0,0.9295774647887325,1,1,0,0,0,0,1,1,1,0.7601990049751244,0.6993076390491576,0,0,0,1,1,0,0,0,1,0,0
3923,0,0,0,0,0.0,1,0,0,0,0,0,0,1,1,0.6228855721393034,0.0071601661666282025,1,0,0,1,1,0,0,0,0,0,1
3924,1,0,1,1,0.6619718309859155,1,1,0,0,0,0,0,1,1,0.6348258706467661,0.46286060466189705,1,0,0,1,0,1,0,0,0,0,1
3925,1,0,1,0,0.5070422535211268,1,1,0,1,0,1,0,1,0,0.535820895522388,0.30459266097392107,0,0,1,0,0,1,0,0,0,0,1
3926,0,0,0,0,0.14084507042253522,0,0,0,1,1,0,0,0,0,0.16368159203980104,0.0420897761366259,0,0,1,0,1,0,0,0,0,0,1
3927,0,0,1,0,0.02816901408450704,1,0,0,0,0,0,0,0,1,0.02288557213930348,0.0037329794599584585,1,1,0,0,1,0,0,0,1,0,0
3928,1,0,1,0,0.23943661971830985,1,0,0,0,1,0,1,1,1,0.7731343283582089,0.1992499423032541,0,0,0,1,1,0,0,0,1,0,0
3929,0,0,1,1,0.6901408450704226,1,0,0,0,0,0,0,0,1,0.2641791044776119,0.2552561735518116,0,0,1,0,0,1,0,1,0,0,0
3930,1,0,1,1,0.9295774647887325,1,1,1,0,1,1,1,1,1,0.9069651741293533,0.8380798522963305,0,0,0,1,0,1,0,0,0,1,0
3931,1,0,1,0,0.33802816901408456,1,0,1,1,0,1,0,1,1,0.5253731343283582,0.20988922224786524,0,0,1,0,1,0,0,0,0,0,1
3932,1,1,0,0,0.014084507042253521,1,1,0,0,1,0,0,0,1,0.6,0.015087699053773367,1,0,0,1,1,0,0,0,0,1,0
3933,0,0,0,0,0.11267605633802817,1,0,0,0,0,0,0,0,0,0.014427860696517386,0.01868220632356335,0,1,0,0,1,0,0,0,1,0,0
3934,1,0,0,1,0.1267605633802817,0,0,1,1,0,1,0,0,0,0.21890547263681592,0.04530925455804293,0,0,1,0,0,1,0,0,0,0,1
3935,1,0,1,0,0.971830985915493,1,0,0,0,0,0,0,0,0,0.015920398009950265,0.15111354719593814,0,1,0,0,0,0,1,0,1,0,0
3936,0,0,0,0,0.11267605633802817,1,0,1,0,1,1,0,1,1,0.49751243781094523,0.06440687745211171,0,0,1,0,1,0,0,1,0,0,0
3937,1,0,0,0,0.04225352112676056,1,0,0,0,0,0,0,0,1,0.018905472636815884,0.0057292868682206335,0,1,0,0,1,0,0,0,1,0,0
3938,1,0,0,0,0.014084507042253521,1,0,1,0,0,0,0,0,0,0.32537313432835824,0.012029771520886221,0,0,1,0,1,0,0,0,0,0,1
3939,1,0,0,1,0.0,1,0,0,0,0,0,0,1,0,0.600995024875622,0.006906300484652667,1,0,0,1,1,0,0,0,0,1,0
3940,0,0,0,0,0.25352112676056343,0,0,0,0,0,0,0,0,1,0.06865671641791044,0.05187514424186477,0,0,1,0,1,0,0,1,0,0,0
3941,0,0,1,1,0.08450704225352114,1,0,0,0,0,0,0,0,1,0.019900497512437804,0.017989845372720976,0,1,0,0,1,0,0,1,0,0,0
3942,0,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0.24527363184079598,0.0027809831525501963,1,0,1,0,1,0,0,0,0,1,0
3943,0,1,0,0,0.0,1,0,0,0,0,0,0,0,0,0.2562189054726368,0.002907915993537964,0,0,1,0,1,0,0,0,0,1,0
3944,1,0,1,1,0.11267605633802817,1,0,0,0,0,0,0,0,0,0.019900497512437804,0.01771867066697438,0,1,0,0,0,1,0,0,0,0,1
3945,1,0,0,0,0.02816901408450704,0,0,1,0,0,1,0,0,0,0.15920398009950248,0.013910685437341332,1,0,1,0,1,0,0,0,0,0,1
3946,1,0,0,0,0.11267605633802817,0,0,1,0,1,1,1,1,0,0.40049751243781095,0.0601257789060697,1,0,1,0,1,0,0,0,0,0,1
3947,1,0,0,0,0.056338028169014086,1,0,1,0,1,0,0,0,0,0.37363184079601985,0.03249480729286868,0,0,1,0,1,0,0,0,1,0,0
3948,1,0,1,1,0.7746478873239437,1,0,0,0,0,0,1,1,0,0.7029850746268657,0.5711054696515117,0,0,0,1,0,1,0,1,0,0,0
3949,1,0,0,1,0.23943661971830985,1,1,1,0,0,0,0,0,0,0.3920398009950249,0.11238172167089777,0,0,1,0,1,0,0,0,0,0,1
3950,0,1,0,0,0.676056338028169,1,1,0,0,0,0,1,1,1,0.7756218905472637,0.5422859450726979,1,0,0,1,1,0,0,0,0,1,0
3951,0,0,1,0,0.971830985915493,1,1,1,1,1,1,1,0,0,0.6059701492537314,0.6367066697438265,0,0,1,0,0,0,1,0,0,0,1
3952,1,0,0,0,1.0,1,1,0,1,1,1,1,1,1,0.8935323383084576,0.8986614354950382,0,0,0,1,0,0,1,0,1,0,0
3953,1,1,0,0,0.07042253521126761,1,0,0,0,1,0,0,0,0,0.5587064676616916,0.04792291714747289,1,0,0,1,1,0,0,0,0,1,0
3954,0,1,1,0,0.22535211267605634,1,1,0,0,0,0,1,1,1,0.7616915422885572,0.17829448419109165,0,0,0,1,1,0,0,0,0,1,0
3955,0,0,1,0,0.3943661971830986,0,0,0,0,0,0,1,1,1,0.2751243781094527,0.15158089083775678,0,0,1,0,1,0,0,0,0,1,0
3956,1,0,1,0,0.07042253521126761,1,1,0,1,1,0,1,1,1,0.8661691542288558,0.060743134087237485,1,0,0,1,1,0,0,0,0,1,0
