,satisfaction_v2,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Seat comfort,Departure/Arrival time convenient,Food and drink,Gate location,Inflight wifi service,Inflight entertainment,Online support,Ease of Online booking,On-board service,Leg room service,Baggage handling,Checkin service,Cleanliness,Online boarding,Departure Delay in Minutes,Arrival Delay in Minutes
11083,0,1,1,63,1,0,2855,2,3,2,3,2,3,3,3,3,4,3,3,1,3,166,151.0
97260,1,1,1,59,0,0,2501,4,3,3,3,4,4,4,4,5,3,1,2,1,4,0,9.0
96119,1,1,1,33,0,1,3956,3,3,3,3,4,4,4,4,3,1,2,2,5,4,0,3.0
96512,1,0,1,25,0,0,1087,4,2,2,2,4,4,4,4,1,4,3,4,5,4,0,0.0
38027,0,1,1,20,1,0,1883,4,5,4,4,1,4,1,1,5,2,5,1,1,1,0,0.0
1737,0,1,1,35,1,0,1488,1,2,1,2,3,1,3,3,3,1,2,2,3,3,0,0.0
75273,0,1,1,60,0,0,1781,2,4,4,4,2,2,2,2,1,2,3,1,4,2,0,0.0
101361,1,0,1,35,0,0,1628,4,2,4,4,4,4,4,4,2,4,1,2,5,4,0,0.0
109722,1,0,1,46,0,1,2840,2,5,2,2,4,5,5,5,5,4,5,4,5,5,0,6.0
83265,1,1,1,53,0,1,3128,3,3,3,3,4,5,5,3,3,3,3,3,3,5,0,0.0
126255,1,0,1,23,0,1,3263,1,1,1,1,5,5,5,5,3,2,3,1,5,5,0,5.0
58186,0,0,0,26,0,0,2100,4,3,4,3,3,4,3,3,5,1,1,4,1,3,7,0.0
99930,1,0,1,29,0,1,3359,5,5,3,5,4,4,4,4,1,2,5,2,3,4,13,11.0
7852,0,1,1,10,1,0,2149,1,5,2,1,2,2,1,2,5,4,4,3,4,2,0,0.0
18295,0,1,1,7,1,0,1915,2,5,2,3,4,2,2,4,5,4,4,4,4,4,0,0.0
77838,0,0,1,14,0,0,1535,2,1,5,1,2,2,3,2,3,2,4,4,4,2,0,0.0
3307,1,0,1,30,1,0,1615,0,0,0,1,2,4,4,1,1,1,1,4,1,3,0,0.0
43447,0,1,0,24,0,0,1925,1,2,0,4,4,0,4,4,1,2,3,2,3,4,0,4.0
95918,1,1,1,52,0,1,3376,4,4,5,4,5,5,4,4,4,4,4,3,4,4,102,94.0
23231,1,0,1,8,1,1,1831,2,2,2,2,4,4,5,5,5,5,5,5,5,3,0,7.0
101116,1,1,1,37,0,0,1921,4,2,2,2,4,4,4,4,4,2,4,5,1,4,0,3.0
55460,0,0,0,40,0,1,1751,3,3,3,5,3,3,3,3,3,2,4,5,2,3,0,0.0
61387,1,1,0,24,0,0,2263,5,0,5,1,3,5,3,3,3,3,1,1,1,3,89,81.0
109785,1,0,1,40,0,1,2116,3,3,3,3,5,5,2,5,5,4,5,5,5,4,20,14.0
92122,1,1,1,33,0,1,4522,2,2,2,2,4,4,4,4,3,4,3,5,3,4,0,0.0
128842,1,1,1,33,0,1,1732,3,3,3,3,5,5,5,5,3,2,4,5,1,5,0,0.0
112148,1,1,1,57,0,0,1644,5,1,1,1,4,5,4,4,5,5,4,4,3,4,0,0.0
43538,0,0,0,34,0,0,1736,1,2,1,3,4,1,5,4,4,1,4,1,4,4,1,6.0
119392,1,0,1,37,0,0,1423,5,3,2,2,5,5,5,5,3,5,1,2,4,5,0,0.0
119500,1,0,1,36,0,1,2620,1,1,1,1,2,3,2,5,5,5,5,5,5,5,0,3.0
107742,1,1,1,24,0,1,5242,4,4,5,4,4,4,4,4,1,5,4,4,2,4,0,0.0
48806,0,1,0,26,0,0,1587,2,2,2,4,5,2,1,5,3,2,5,1,2,5,0,0.0
99816,1,1,1,18,0,1,2190,4,4,4,4,4,4,4,4,5,1,1,5,2,4,76,62.0
50382,0,1,0,25,0,0,1106,2,5,2,2,2,2,2,2,4,2,2,2,1,2,0,0.0
76652,1,1,1,33,0,1,2182,1,1,1,1,2,2,2,2,5,5,4,4,2,2,0,5.0
58326,1,1,0,49,0,0,1539,4,3,4,5,1,4,1,1,3,5,1,2,5,1,0,0.0
80322,0,1,1,54,0,0,2125,3,4,4,4,3,3,3,3,2,4,2,4,2,3,4,0.0
77336,0,1,1,31,0,1,5325,2,3,3,3,2,2,2,2,3,3,4,3,3,2,0,10.0
57121,0,1,0,37,0,0,1649,4,0,4,3,2,4,2,2,4,1,5,5,1,2,0,3.0
122540,1,0,1,51,0,1,671,5,3,5,5,4,1,1,5,5,5,5,4,5,1,0,0.0
123610,1,1,1,37,0,1,3462,1,1,1,1,4,3,5,5,5,5,5,1,5,1,0,2.0
51975,0,0,0,37,0,0,973,3,2,3,3,1,3,1,1,3,1,4,4,4,1,0,0.0
100853,0,0,1,39,0,0,1283,4,1,1,1,4,4,4,4,2,3,3,1,4,4,0,0.0
97429,1,1,1,58,0,0,1184,4,2,2,2,4,4,4,4,4,1,1,1,5,4,0,0.0
115014,1,0,1,49,0,0,483,5,5,5,5,1,4,4,5,5,5,5,2,5,1,0,0.0
35882,1,1,1,47,1,0,2118,4,4,4,4,2,4,3,2,5,2,5,4,4,2,2,2.0
10684,1,0,1,63,1,0,408,5,5,5,5,3,4,5,4,4,4,4,4,4,5,1,0.0
13258,0,1,1,66,1,0,1998,2,4,2,2,1,2,1,1,4,3,5,5,5,1,120,116.0
23352,1,0,1,8,1,0,1389,5,5,5,5,4,4,5,5,5,5,5,4,5,3,1,12.0
14256,0,1,1,45,1,0,1403,2,4,2,3,5,2,5,5,3,3,5,5,4,5,6,11.0
19664,0,1,1,47,1,0,1711,2,5,3,1,5,3,5,5,5,4,1,4,3,5,0,0.0
24110,1,0,1,41,1,0,1422,2,2,2,2,5,4,4,5,5,5,5,4,5,4,4,13.0
31359,0,0,1,31,1,0,1531,3,5,3,4,1,3,1,1,3,3,4,4,4,1,0,0.0
17399,0,1,1,32,1,0,1913,2,5,2,2,3,2,3,3,1,4,3,2,2,3,9,9.0
1591,1,0,1,32,1,0,1864,4,4,4,1,3,2,4,3,3,4,3,5,3,4,0,0.0
22324,0,1,1,70,1,0,2082,3,2,3,4,3,3,3,3,2,2,4,1,4,3,0,0.0
11668,0,1,1,52,1,0,2248,2,3,2,4,2,2,2,2,4,2,1,5,4,2,0,0.0
21445,0,1,1,66,1,0,2057,3,2,3,1,5,3,2,5,4,3,2,1,2,5,0,0.0
20080,0,1,1,60,1,0,1906,3,0,3,2,4,3,1,4,5,5,4,5,5,4,24,12.0
90585,1,1,1,49,0,0,1442,4,1,5,1,4,4,4,4,3,2,5,3,1,4,9,6.0
35400,1,0,1,63,1,0,390,4,4,4,3,4,4,5,3,3,4,3,4,3,5,0,15.0
39363,1,1,1,33,1,0,1662,5,4,5,4,4,5,4,4,4,3,4,4,3,4,0,0.0
44111,0,1,0,26,0,1,1014,1,4,1,2,1,1,1,1,5,5,4,4,5,1,0,0.0
41395,0,1,0,23,0,0,1432,1,0,2,4,4,2,3,4,4,3,5,4,4,4,0,0.0
127849,1,0,1,42,0,1,68,2,2,5,2,3,4,5,5,5,5,5,3,5,4,0,0.0
113452,1,0,1,49,0,1,1790,3,3,3,3,4,4,5,5,5,5,4,3,5,4,0,6.0
109327,1,0,1,50,0,1,50,5,5,5,5,2,5,5,4,4,4,5,5,4,4,0,0.0
7611,0,1,1,17,1,1,1466,1,5,1,4,1,1,2,1,3,4,4,3,4,1,0,0.0
11410,0,1,1,53,1,1,64,2,3,2,3,4,5,3,1,1,2,1,3,1,4,0,0.0
65395,1,1,1,31,0,1,3477,0,4,1,1,1,1,1,1,3,5,1,1,3,1,0,0.0
113623,1,1,1,42,0,1,85,1,1,1,1,2,3,2,5,5,5,4,1,5,2,0,0.0
109485,1,1,1,43,0,1,84,4,2,4,4,2,3,4,4,4,4,5,2,4,1,0,0.0
110965,1,1,1,41,0,1,2378,2,2,2,2,1,2,1,5,5,4,5,5,5,4,0,0.0
65078,1,1,1,45,0,1,122,0,4,0,1,5,4,1,4,4,3,3,2,4,1,0,0.0
77686,0,1,1,17,0,1,1939,2,2,2,2,3,2,2,3,1,5,3,2,3,3,0,0.0
44242,0,0,0,20,0,0,1054,1,4,1,3,4,1,5,4,4,1,4,1,4,4,0,7.0
109183,1,0,1,68,0,1,63,4,4,4,4,5,5,5,4,4,4,5,1,4,4,0,0.0
92777,1,1,1,31,0,1,5057,2,2,2,2,4,4,4,4,4,2,5,4,1,4,0,0.0
117163,1,0,1,61,0,0,64,5,3,3,3,3,5,3,5,5,5,5,2,5,2,0,0.0
123666,1,1,1,35,0,0,1827,5,5,3,5,5,5,5,5,5,2,3,1,2,5,0,0.0
61909,1,0,0,27,0,0,941,5,0,5,4,2,5,2,2,1,5,5,3,3,2,0,0.0
87082,0,0,1,49,0,0,97,3,4,4,4,3,4,3,4,4,3,4,1,4,2,0,3.0
48029,0,1,0,33,0,0,1252,2,2,2,3,5,2,5,5,1,4,3,1,3,5,0,0.0
72018,0,1,1,76,0,0,1212,2,4,4,4,2,2,2,2,4,5,3,3,3,2,0,0.0
124376,1,1,1,27,0,0,1601,5,3,3,3,5,5,5,5,3,1,3,4,1,5,0,0.0
56032,0,0,0,27,0,0,1481,3,4,3,4,3,3,3,3,1,4,1,4,2,3,0,0.0
54372,0,1,0,36,0,0,1677,3,3,3,3,2,3,1,2,1,2,3,2,4,2,0,0.0
4736,1,0,1,56,1,0,200,1,1,5,1,3,5,5,2,2,2,2,3,2,3,11,3.0
23461,1,0,1,69,1,0,203,4,4,2,4,5,4,5,5,5,5,5,3,5,5,0,0.0
9058,0,1,1,38,1,0,1410,2,1,2,3,1,2,1,1,3,4,4,1,4,1,0,0.0
33116,1,1,1,32,1,0,834,4,2,4,3,5,4,5,5,4,3,3,1,3,5,0,0.0
30795,1,0,1,61,1,0,77,3,3,3,3,3,2,2,5,5,5,5,5,5,2,0,5.0
38255,0,0,1,65,1,0,204,4,5,4,5,4,4,4,4,4,4,1,4,4,5,0,0.0
5475,1,0,1,68,1,0,93,2,2,2,2,2,5,2,2,2,2,2,3,2,2,0,0.0
3276,0,1,1,49,1,0,1397,1,4,0,3,5,0,5,5,5,2,4,3,5,5,4,1.0
15477,1,0,1,54,1,0,55,4,2,2,2,3,5,5,4,4,4,4,4,4,5,0,0.0
16162,1,0,1,60,1,0,64,1,1,1,1,4,4,4,4,2,5,5,3,5,4,0,0.0
55924,0,0,0,26,0,0,2179,3,4,3,4,2,3,2,2,2,5,3,1,4,2,17,29.0
59208,1,0,0,21,0,0,2845,4,4,4,3,1,4,1,1,4,3,4,3,3,1,36,17.0
25840,1,0,1,8,1,0,2785,4,4,4,4,5,5,5,5,5,4,4,4,5,5,0,0.0
91809,1,1,1,39,0,0,1386,4,2,2,2,4,4,4,4,5,3,5,5,4,4,0,0.0
79048,0,0,1,38,0,1,2205,2,5,5,5,4,4,3,2,2,3,2,4,2,1,0,0.0
77826,0,1,1,19,0,0,1993,2,1,1,1,2,2,3,2,1,5,3,3,3,2,0,0.0
81260,0,0,1,32,0,1,3516,3,2,1,2,3,3,3,3,1,3,2,1,3,3,0,0.0
99047,1,0,1,49,0,0,2348,4,4,5,4,5,5,5,4,4,4,4,5,4,5,3,0.0
72173,0,0,1,61,0,1,2341,2,1,1,1,1,3,4,2,2,2,2,3,2,2,28,1.0
98854,1,1,1,50,0,0,3957,4,5,5,5,4,4,4,4,4,5,5,3,4,4,0,0.0
46805,0,0,0,27,0,0,4245,2,2,2,3,2,2,2,2,4,1,4,3,1,2,0,2.0
59759,0,1,0,80,0,0,2622,4,4,4,3,4,2,2,1,5,4,4,2,4,2,206,183.0
68029,0,0,1,47,0,1,1920,1,4,4,4,3,4,4,1,1,1,1,2,1,4,48,25.0
42009,0,0,0,26,0,0,2701,1,1,1,3,1,3,5,4,5,3,3,5,3,5,173,154.0
83202,0,0,1,39,0,0,3202,3,1,1,1,3,3,3,3,2,5,3,3,2,3,0,0.0
46850,0,0,0,33,0,0,2560,2,2,2,3,5,2,5,5,3,5,4,2,3,5,65,58.0
33813,0,0,1,52,1,0,1875,4,3,4,4,2,1,3,4,4,4,4,3,4,4,1,0.0
23036,1,0,1,31,1,0,2967,4,4,4,4,3,4,4,5,5,5,5,3,5,4,13,0.0
27740,1,0,1,29,1,0,2988,2,2,2,2,5,5,4,5,5,5,5,5,5,4,6,0.0
916,0,1,1,55,1,1,2439,1,0,1,4,2,5,4,2,2,1,2,3,2,3,60,106.0
121788,1,1,1,57,0,1,916,3,3,3,3,2,1,4,5,5,5,5,5,5,4,6,0.0
121789,1,0,1,39,0,1,940,4,4,4,4,2,2,5,5,5,5,5,1,5,1,42,23.0
23496,0,0,1,11,1,0,4091,3,3,3,4,3,5,5,1,2,1,2,5,3,5,168,136.0
34287,1,1,1,64,1,0,2734,4,4,3,5,3,3,3,3,3,2,4,5,5,3,0,0.0
4147,0,1,1,53,1,0,3191,1,4,1,3,3,1,2,3,5,5,5,3,4,3,19,0.0
25717,0,1,1,34,1,0,3225,3,4,3,3,4,3,4,4,3,4,3,3,4,4,12,0.0
17690,0,0,1,27,1,0,3545,2,5,2,3,2,2,2,5,4,5,5,2,5,2,150,118.0
74123,1,1,1,40,0,0,2458,2,4,4,4,2,2,2,2,1,5,3,1,3,2,0,0.0
71246,1,0,1,44,0,1,1062,2,2,2,2,1,2,1,2,2,2,2,1,2,4,0,0.0
47280,0,1,0,25,0,0,2923,2,2,2,3,2,5,5,1,2,3,4,5,2,5,174,166.0
70465,0,0,1,56,0,0,484,2,1,1,1,5,1,2,2,2,2,2,2,2,3,0,12.0
44996,0,0,0,37,0,0,1970,2,0,2,4,3,2,2,3,2,4,1,3,5,3,7,8.0
34750,0,0,1,18,1,0,2655,4,4,4,2,5,4,5,5,3,4,5,5,4,5,0,0.0
46678,0,0,0,28,0,0,1582,2,2,2,2,1,2,3,1,2,3,2,3,3,1,46,39.0
128706,1,1,1,54,0,1,2341,3,3,3,3,5,5,5,4,3,3,4,5,2,5,182,158.0
114258,1,0,1,15,0,1,2970,2,2,2,2,5,5,5,5,2,1,3,2,4,5,0,0.0
37783,0,1,1,15,1,0,2993,4,5,4,4,2,4,5,2,5,1,3,5,3,2,0,0.0
54442,0,1,0,48,0,0,3805,3,3,3,4,1,3,1,1,3,1,4,4,2,1,0,0.0
89486,1,0,1,34,0,1,2345,3,3,3,3,2,5,5,4,4,4,4,3,4,3,4,0.0
6735,0,0,1,12,1,0,4030,1,5,1,3,1,4,4,3,3,5,4,4,4,4,194,205.0
35586,0,1,1,19,1,0,4063,4,4,4,4,5,4,5,5,2,3,3,4,3,5,0,0.0
25118,1,0,1,42,1,1,1237,4,4,4,4,5,5,5,5,3,2,4,5,5,5,26,29.0
72639,1,0,1,41,0,1,1246,2,2,2,2,5,1,2,2,2,2,2,5,2,5,0,0.0
122119,1,1,1,48,0,0,2489,5,1,1,1,5,5,5,5,3,5,3,3,2,5,8,0.0
96202,1,0,1,31,0,0,2383,4,3,3,3,4,4,4,4,1,3,1,5,2,4,16,21.0
117631,1,0,1,30,0,1,3575,1,1,1,1,5,5,5,5,3,5,2,3,5,5,0,24.0
83713,0,0,1,31,0,0,2841,3,5,5,5,3,3,3,3,3,1,4,1,3,3,3,0.0
67722,0,1,1,31,0,0,2250,1,5,5,5,1,1,1,1,4,1,3,2,2,1,19,26.0
61189,1,1,0,29,0,0,2450,4,5,5,2,2,5,2,2,5,1,2,2,2,2,0,0.0
84458,0,1,1,51,0,1,1225,3,5,5,5,1,3,3,3,3,3,3,1,3,3,10,0.0
90702,1,1,1,49,0,0,2570,4,5,5,5,4,4,4,4,4,4,2,4,3,4,0,0.0
84439,0,0,1,44,0,1,3934,3,2,2,2,1,4,4,3,3,3,3,1,3,4,0,0.0
33161,0,0,1,8,1,0,2475,4,2,4,4,2,4,2,2,4,1,3,2,4,2,10,0.0
25822,0,1,1,65,1,0,1971,3,4,3,3,4,3,4,4,4,5,5,5,4,4,19,10.0
35034,0,1,1,42,1,0,2777,4,4,4,3,1,4,1,1,4,3,3,3,3,1,0,5.0
13657,1,0,1,70,1,0,1214,5,5,5,5,2,4,5,4,4,4,4,4,4,3,39,53.0
22852,0,1,1,11,1,0,2372,3,3,3,2,4,3,2,4,3,1,2,3,2,4,0,17.0
74939,0,0,1,27,0,0,2588,2,4,4,4,2,2,2,2,1,1,4,4,3,2,3,17.0
58409,0,1,0,27,0,0,2589,4,4,4,1,2,4,2,2,4,2,3,2,2,2,0,0.0
37194,1,0,1,47,1,0,257,4,5,4,2,4,2,2,3,3,4,3,5,3,3,3,0.0
23832,0,1,1,9,1,0,1285,3,3,3,4,3,3,3,3,2,5,4,3,4,3,1,22.0
24941,1,0,1,54,1,0,230,4,4,4,4,5,4,5,5,5,5,5,3,5,5,0,3.0
124956,1,0,1,50,0,1,1665,2,2,2,2,3,4,4,5,5,5,5,4,5,1,22,2.0
24435,0,1,1,36,1,0,2810,3,4,3,1,4,3,4,4,4,5,5,3,4,4,44,30.0
123738,1,0,1,34,0,0,2341,5,3,5,3,5,5,5,5,4,1,4,5,4,5,0,7.0
111285,1,0,1,49,0,1,260,2,2,2,2,5,4,4,5,5,5,3,2,5,4,0,0.0
129468,1,1,1,31,0,0,3200,5,2,2,2,5,5,5,5,2,4,3,1,3,5,0,0.0
63306,1,0,0,23,0,0,2869,5,5,5,4,2,5,2,2,4,1,4,3,5,2,0,1.0
65823,0,0,1,49,0,1,2084,1,0,0,3,1,2,2,5,5,0,5,4,5,3,0,0.0
66039,0,1,1,60,0,1,2107,1,3,3,3,3,2,1,1,1,1,1,3,1,4,47,28.0
79113,0,1,1,33,0,1,3227,2,2,2,2,2,3,2,2,1,3,3,4,4,2,0,0.0
4127,1,0,1,60,1,0,2065,0,4,0,2,5,4,4,5,3,4,4,3,5,5,0,0.0
10093,0,1,1,20,1,0,3557,2,2,2,4,3,2,3,3,1,2,3,4,4,3,0,0.0
7936,0,1,1,16,1,0,2923,1,5,2,4,1,2,1,1,4,4,3,5,4,1,2,12.0
37755,0,0,1,47,1,0,2089,4,5,4,4,2,4,4,4,4,4,4,5,4,5,5,23.0
87125,0,1,1,39,0,1,2294,4,2,2,2,3,3,4,4,4,3,4,4,4,2,0,0.0
65434,1,0,1,62,0,1,2555,0,5,0,1,5,4,4,4,4,4,4,4,4,4,2,0.0
44509,0,0,0,20,0,0,1867,1,5,2,2,2,2,3,2,2,4,4,4,2,2,17,11.0
95065,1,0,1,26,0,1,4254,1,1,1,1,4,4,4,2,3,1,4,4,2,4,412,410.0
82852,0,1,1,34,0,1,2615,3,5,5,5,1,3,3,3,3,3,3,1,3,2,13,43.0
86453,1,1,1,33,0,1,2031,4,4,4,4,3,3,3,3,5,3,4,3,1,3,0,13.0
85238,0,1,1,50,0,1,636,3,2,2,2,5,4,3,3,3,3,3,4,3,2,0,0.0
80685,1,1,1,32,0,1,3803,1,1,1,1,3,3,3,3,3,1,5,3,3,3,25,0.0
73786,0,0,1,44,0,0,629,2,5,5,5,2,4,4,2,2,2,2,1,2,2,0,0.0
80385,0,0,1,53,0,0,590,3,3,3,3,3,2,3,3,3,3,3,2,3,3,22,45.0
105164,0,0,1,41,0,0,1562,4,1,5,1,4,4,4,4,2,2,4,3,4,4,3,15.0
37069,1,1,1,63,1,0,1884,4,5,4,2,5,4,5,5,4,3,5,5,4,5,0,0.0
34806,1,1,1,62,1,0,1853,4,4,4,2,2,4,2,2,5,5,4,3,4,2,16,0.0
32638,0,1,1,58,1,0,1920,4,1,4,4,4,4,4,4,1,3,4,2,4,4,29,17.0
20542,0,1,1,30,1,0,1708,3,1,3,2,5,3,5,5,3,1,2,1,3,5,0,9.0
23264,0,1,1,36,1,0,1219,3,3,3,3,3,3,2,3,4,5,3,4,3,3,19,25.0
7745,0,1,1,57,1,0,2187,1,5,1,5,1,1,1,1,2,5,2,3,4,1,36,12.0
101565,1,1,1,33,0,0,1974,4,5,5,5,4,4,4,4,3,2,1,1,5,4,17,0.0
30379,1,0,1,10,1,0,1290,3,3,3,3,5,4,5,5,5,5,5,5,5,4,89,80.0
71614,0,0,1,42,0,0,6324,2,2,2,2,2,2,2,2,4,1,3,2,3,2,17,14.0
2502,0,1,1,41,1,1,902,1,3,1,2,3,1,3,5,5,1,5,4,5,4,0,0.0
107189,1,1,1,58,0,0,2238,4,4,4,4,4,4,4,4,2,1,3,5,4,4,0,0.0
125981,1,0,1,38,0,1,795,3,3,3,3,1,4,5,5,5,5,5,1,5,5,20,13.0
62832,1,1,0,24,0,0,2165,5,5,5,2,5,5,5,5,4,4,5,4,3,5,32,28.0
123660,1,0,1,35,0,0,1810,5,4,4,4,5,5,5,5,4,5,3,5,2,5,1,22.0
99390,1,0,1,12,0,1,4337,1,1,1,1,4,4,4,4,3,4,1,1,3,4,0,0.0
101892,0,1,1,30,0,0,1495,4,2,4,2,4,4,4,4,2,4,3,1,3,4,0,0.0
36686,0,0,1,17,1,0,1626,4,5,4,1,4,4,4,4,5,2,5,5,1,4,6,0.0
16678,0,1,1,9,1,0,2424,2,5,2,1,4,2,4,4,3,2,4,3,3,4,0,1.0
24638,1,0,1,54,1,0,771,2,2,1,2,5,5,5,5,5,5,5,5,5,5,0,3.0
12410,1,0,1,27,1,0,1997,5,5,3,5,4,4,4,5,4,3,4,4,4,4,11,2.0
26013,1,0,1,54,1,0,913,1,1,1,1,5,5,4,5,5,5,5,4,5,5,11,2.0
77961,0,1,1,80,0,0,1939,2,3,4,3,3,2,3,3,2,1,3,4,4,3,71,58.0
23207,1,0,1,68,1,0,805,1,1,1,1,5,1,2,5,5,5,5,4,5,1,0,0.0
112934,1,1,1,50,0,0,2136,5,3,3,3,4,5,4,4,1,4,4,2,2,4,0,0.0
53393,0,0,0,30,0,0,2349,3,3,3,3,5,3,2,5,2,4,2,1,3,5,19,16.0
81554,0,1,1,20,0,1,2926,3,5,5,5,3,3,3,3,3,4,2,3,2,3,12,26.0
100826,1,0,1,39,0,0,2629,4,1,3,1,4,4,4,4,1,2,2,4,1,4,5,0.0
81552,0,1,1,47,0,1,1459,3,1,5,1,1,4,3,3,3,3,3,4,3,1,33,60.0
109717,1,0,1,60,0,1,2890,4,4,4,4,4,2,2,5,5,4,5,3,5,4,1,0.0
85020,0,0,1,46,0,0,1085,3,4,4,4,2,3,3,3,3,3,3,3,3,2,0,0.0
25076,1,0,1,48,1,0,1481,2,2,2,2,5,4,4,5,5,5,5,4,5,4,0,0.0
20693,0,1,1,22,1,0,2635,3,1,3,3,2,3,2,2,1,5,3,1,3,2,0,0.0
113878,1,1,1,55,0,1,2441,5,5,5,5,5,5,5,5,2,3,5,5,5,5,0,0.0
88461,1,1,1,54,0,1,2321,4,4,4,4,2,4,4,3,3,4,3,4,3,3,121,94.0
94222,1,0,1,49,0,0,3929,4,2,2,2,4,4,4,4,3,3,2,4,3,4,220,202.0
94221,1,1,1,49,0,0,3800,4,3,3,3,4,4,4,4,3,5,4,4,2,4,7,0.0
92991,1,1,1,47,0,1,2331,3,3,4,3,4,4,1,4,4,4,4,5,4,4,46,34.0
96498,1,0,1,26,0,0,3464,4,2,2,2,4,4,4,4,3,2,4,3,2,4,0,
110224,1,1,1,44,0,1,2323,2,2,2,2,4,3,3,5,5,4,5,2,5,4,0,0.0
47670,0,0,0,37,0,0,2109,2,2,2,3,1,2,1,1,3,2,3,4,4,1,1,0.0
73101,0,0,1,39,0,1,3605,2,1,4,1,5,3,3,2,2,2,2,2,2,3,0,0.0
90543,1,0,1,47,0,1,2072,3,3,3,3,4,1,4,4,4,4,4,1,4,2,41,13.0
68028,0,1,1,59,0,0,2413,1,2,3,2,1,1,1,1,2,3,4,3,3,1,65,59.0
25649,0,1,1,65,1,0,3645,3,4,3,3,3,5,5,5,4,4,4,5,3,5,4,0.0
28483,0,1,1,33,1,0,3796,3,5,2,3,2,4,2,3,4,5,5,2,4,2,0,8.0
29243,0,1,1,15,1,0,3443,3,5,3,2,3,3,3,4,5,4,5,3,3,3,27,37.0
17643,0,1,1,51,1,0,3169,2,5,2,3,5,2,2,5,2,1,3,1,3,5,0,0.0
27721,0,1,1,48,1,0,3711,3,4,3,5,3,2,2,3,4,4,5,2,4,2,0,26.0
4105,0,1,1,68,1,0,3784,1,4,1,3,1,5,5,3,3,5,5,5,3,5,4,4.0
15964,1,0,1,49,1,0,2316,3,3,3,3,3,1,2,4,4,4,4,1,4,5,0,52.0
90572,1,0,1,49,0,0,2442,4,4,4,4,5,3,1,4,4,4,4,5,4,3,0,0.0
7247,0,0,1,54,1,0,3778,1,5,1,4,1,1,1,1,2,2,5,1,3,1,140,94.0
18721,0,1,1,60,1,1,1212,2,5,2,4,4,5,5,5,5,2,5,4,5,4,6,0.0
87714,1,1,1,18,0,1,3858,2,2,2,2,3,4,3,3,1,3,5,3,5,3,0,0.0
81712,0,1,1,47,0,1,1233,3,5,5,5,1,2,2,3,3,3,3,1,3,1,10,0.0
75551,0,0,1,41,0,1,1581,2,5,5,5,2,3,3,2,2,2,2,2,2,3,0,0.0
25817,0,1,1,41,1,0,2421,3,4,3,3,4,3,1,4,3,4,5,3,5,4,74,78.0
105940,1,1,1,34,0,1,400,3,3,3,3,1,4,1,4,4,4,4,1,4,4,75,67.0
96354,1,0,1,29,0,0,5511,4,4,4,4,4,4,4,3,1,4,1,4,5,4,0,0.0
5886,0,1,1,69,1,0,5116,1,5,1,1,1,4,4,3,4,3,5,4,5,4,15,0.0
114009,1,1,1,37,0,1,1913,1,1,1,1,5,5,5,5,5,5,5,4,5,3,18,4.0
88948,1,0,1,25,0,0,3141,4,3,3,3,4,4,3,4,3,1,4,5,1,4,86,78.0
102755,1,1,1,24,0,1,3303,2,2,2,2,4,4,4,4,5,4,3,1,3,4,6,19.0
52348,0,0,0,39,0,1,2956,3,3,3,1,1,3,1,1,3,3,3,1,5,1,46,39.0
69688,1,1,1,36,0,0,3796,1,3,3,3,1,2,1,1,3,2,4,4,5,1,33,53.0
72286,0,1,1,41,0,1,1909,2,1,1,1,1,2,3,2,2,2,2,1,2,3,84,69.0
72280,0,1,1,64,0,1,1897,2,3,3,3,2,4,3,2,2,2,2,2,2,4,0,0.0
59107,0,1,0,55,0,0,2144,4,4,4,2,2,4,2,2,5,1,3,2,5,2,0,10.0
33140,0,0,1,21,1,0,3003,4,2,4,4,3,4,3,3,2,4,3,1,4,3,2,0.0
79075,0,1,1,31,0,0,3014,2,1,1,1,2,3,2,2,1,2,2,2,3,2,1,24.0
84441,1,0,1,32,0,1,4001,2,2,4,2,3,3,3,3,5,2,4,5,5,3,0,0.0
97867,1,1,1,41,0,1,2016,5,5,5,5,3,4,4,4,4,4,4,3,4,3,0,0.0
93548,1,1,1,55,0,1,3146,1,1,4,1,3,2,5,4,4,4,4,4,4,1,0,0.0
121076,1,1,1,60,0,1,2863,2,2,2,2,1,2,5,5,5,5,5,1,5,4,5,0.0
98012,1,0,1,22,0,1,4753,3,3,3,3,4,4,4,4,4,3,4,4,1,4,13,10.0
79767,1,1,1,49,0,0,2670,3,5,5,5,3,3,3,3,4,1,5,3,3,3,0,2.0
97928,1,1,1,24,0,1,2660,1,1,1,1,4,4,4,4,1,2,2,4,3,4,0,0.0
64633,1,0,1,29,0,0,2412,0,0,0,4,4,0,4,4,4,4,3,1,1,4,0,0.0
107309,1,1,1,35,0,1,2683,2,2,2,2,5,3,3,4,4,4,4,2,4,3,5,3.0
117630,1,0,1,40,0,1,1220,5,5,5,5,3,1,3,5,5,5,5,4,5,4,0,0.0
67786,0,0,1,29,0,0,2293,1,3,3,3,1,1,1,1,3,4,3,3,3,1,6,11.0
125248,1,1,1,25,0,1,4570,3,3,4,3,5,5,5,5,3,5,2,4,3,5,9,3.0
66272,0,0,1,49,0,1,838,1,5,4,4,2,2,1,1,1,1,1,1,1,2,15,0.0
