,Popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_in min/ms,time_signature,Class
10430,41.0,0.522,0.817,4.0,-9.069,1,0.0668,0.118,0.888,0.135,0.678,170.97,203680.0,4,0
10431,57.0,0.512,0.785,,-4.21,1,0.12,0.0608,,0.0673,0.598,79.183,523203.0,4,0
10432,38.0,0.485,0.911,7.0,-4.833,1,0.0429,0.0315,0.000158,0.323,0.724,113.075,181787.0,4,0
10433,35.0,0.337,0.859,11.0,-6.454,0,0.051,0.339,0.00655,0.78,0.873,171.259,507600.0,4,0
10434,52.0,0.636,0.774,7.0,-5.219,1,0.0449,0.00335,0.000344,0.076,0.906,109.999,206662.0,4,0
10435,37.0,0.734,0.707,,-6.255,1,0.15,0.289,,0.0777,0.816,81.988,166000.0,4,0
10436,49.0,0.656,0.194,9.0,-13.487,0,0.0834,0.975,0.922,0.0918,0.0671,119.803,3.233333333,4,0
10437,52.0,0.831,0.66,8.0,-5.284,0,0.0301,0.362,0.00431,0.0674,0.942,110.019,245580.0,4,0
10438,47.0,0.256,0.992,8.0,-4.505,1,0.136,8.41e-06,0.27,0.096,0.144,101.895,279373.0,4,0
10439,,0.727,0.338,5.0,-13.887,1,0.0454,0.79,,0.105,0.646,122.421,2.22511667,4,1
10440,72.0,0.445,0.856,9.0,-3.674,1,0.0327,0.000202,0.0101,0.367,0.486,105.872,308333.0,3,0
10441,43.0,0.637,0.87,2.0,-3.796,1,0.13,0.00379,2.73e-05,0.0771,0.735,82.044,248956.0,4,0
10442,42.0,0.929,0.836,,-6.833,1,0.277,0.233,,0.111,0.815,137.069,199560.0,4,0
10443,50.0,0.507,0.52,10.0,-8.725,0,0.0355,0.0228,0.325,0.108,0.169,127.03,320547.0,4,0
10444,12.0,0.427,0.634,2.0,-7.257,1,0.0534,0.508,,0.13,0.38,169.933,6.686216667,4,1
10445,,0.833,0.774,10.0,-6.885,0,0.191,0.203,0.0098,0.116,0.793,102.96,198976.0,4,0
10446,43.0,0.59,0.592,7.0,-6.977,1,0.0319,0.0195,0.00158,0.126,0.188,123.501,275480.0,4,0
10447,24.0,0.465,0.889,9.0,-9.942,1,0.0969,0.111,0.0234,0.104,0.118,97.446,472201.0,4,0
10448,61.0,0.599,0.377,7.0,-9.829,1,0.105,0.441,0.00813,0.105,0.543,74.314,213137.0,4,0
10449,40.0,0.366,0.0642,7.0,-29.454,1,0.0314,0.934,0.483,0.0737,0.115,105.904,7.507866667,4,0
10450,36.0,0.872,0.643,,-6.775,1,0.0503,0.202,,0.0732,0.542,114.963,197543.0,4,0
10451,36.0,0.706,0.917,7.0,-4.123,0,0.0355,0.015,0.628,0.0385,0.382,125.407,370983.0,4,0
10452,71.0,0.521,0.625,1.0,-7.47,1,0.067,0.0301,,0.121,0.136,101.019,334067.0,4,0
10453,52.0,0.631,0.763,5.0,-6.749,1,0.0269,0.00786,0.0133,0.207,0.387,115.121,329627.0,4,0
10454,38.0,0.644,0.617,,-7.139,1,0.0287,0.000203,0.000125,0.0902,0.805,99.057,208212.0,4,0
10455,16.0,0.137,0.122,7.0,-18.731,1,0.0359,0.717,0.903,0.0998,0.0575,77.732,3.501883333,4,0
10456,38.0,0.546,0.836,1.0,-6.448,1,0.0375,0.000195,0.575,0.331,0.531,120.013,198710.0,4,0
10457,35.0,0.496,0.897,9.0,-3.807,1,0.0408,0.00689,,0.0949,0.749,146.064,202450.0,4,0
10458,69.0,0.749,0.562,,-8.45,1,0.0281,0.215,1.1e-06,0.105,0.807,115.008,253296.0,4,0
10459,69.0,0.442,0.846,4.0,-5.214,1,0.0764,0.0538,4.71e-06,0.282,0.622,128.235,217653.0,4,0
10460,57.0,0.799,0.828,9.0,-4.846,0,0.0782,0.424,,0.145,0.627,105.04,4.271183333,4,0
10461,37.0,0.426,0.787,7.0,-6.053,1,0.0408,0.000279,0.154,0.0614,0.477,138.19,218720.0,4,0
10462,77.0,0.721,0.745,7.0,-3.508,0,0.0366,0.151,1.24e-06,0.372,0.699,90.988,3.21241667,4,0
10463,42.0,0.474,0.789,4.0,-1.717,1,0.0357,0.000537,0.00115,0.127,0.58,94.008,225520.0,4,0
10464,33.0,0.482,0.719,9.0,-8.794,1,0.0558,0.0146,0.13,0.155,0.909,87.743,159707.0,4,0
10465,23.0,0.831,0.696,2.0,-5.488,1,0.264,0.000397,0.0252,0.209,0.709,128.117,210479.0,4,0
10466,37.0,0.476,0.929,10.0,-6.576,1,0.0566,2.03e-06,2.69e-05,0.352,0.326,119.951,320787.0,4,0
10467,64.0,0.644,0.349,2.0,-5.315,0,0.0364,0.206,3.36e-05,0.125,0.246,94.971,198947.0,4,0
10468,44.0,0.393,0.81,11.0,-5.003,1,0.0509,1.37e-05,4.39e-06,0.263,0.261,144.958,218907.0,4,0
10469,58.0,0.693,0.979,9.0,-5.101,0,0.0913,0.00655,0.291,0.0265,0.653,149.099,201533.0,4,0
10470,28.0,0.396,0.899,6.0,-13.453,0,0.0516,0.0063,4.24e-05,0.986,0.626,146.407,288973.0,4,0
10471,44.0,0.525,0.922,7.0,-6.136,1,0.0735,0.000167,3.5e-06,0.77,0.494,142.971,188243.0,4,0
10472,48.0,0.604,0.0631,8.0,-22.73,1,0.0376,0.909,0.878,0.109,0.208,116.404,4.589733333,4,0
10473,67.0,0.446,0.9,10.0,-3.541,0,0.0489,0.000102,1.89e-05,0.0404,0.88,187.961,190787.0,4,0
10474,49.0,0.573,0.341,7.0,-11.324,1,0.0327,0.854,0.0436,0.107,0.334,128.989,3.479116667,4,1
10475,51.0,0.38,0.508,6.0,-10.232,1,0.151,0.732,5.97e-06,0.116,0.341,106.213,208599.0,4,0
10476,29.0,0.696,0.922,9.0,-5.672,1,0.0474,0.479,3.55e-06,0.267,0.828,106.468,174240.0,4,0
10477,55.0,0.373,0.924,1.0,-9.1,0,0.0553,0.00011,0.00776,0.0836,0.347,135.02,297293.0,4,0
10478,51.0,0.588,0.363,9.0,-9.153,1,0.0281,0.185,0.00883,0.149,0.509,142.993,209493.0,4,0
10479,,0.601,0.937,8.0,-4.314,0,0.0495,0.00349,0.908,0.0509,0.755,126.013,217143.0,4,0
10480,38.0,0.332,0.841,2.0,-6.888,0,0.043,3.34e-05,0.199,0.806,0.556,132.712,239314.0,4,0
10481,45.0,0.695,0.687,,-5.385,0,0.19,0.0551,,0.118,0.709,108.037,163013.0,4,0
10482,51.0,0.779,0.633,6.0,-8.317,0,0.214,0.0338,,0.162,0.466,96.047,143107.0,4,0
10483,64.0,0.463,0.836,7.0,-2.224,1,0.0419,0.00142,,0.342,0.379,169.916,159637.0,4,0
10484,29.0,0.533,0.478,6.0,-16.319,1,0.0324,0.662,0.313,0.0931,0.96,182.921,303933.0,3,0
10485,55.0,0.254,0.945,9.0,-4.877,1,0.153,0.000281,0.000581,0.207,0.223,155.979,228832.0,4,0
10486,57.0,0.82,0.417,5.0,-10.209,0,0.305,0.3,0.000193,0.108,0.502,125.043,177467.0,4,0
10487,42.0,0.331,0.076,8.0,-20.659,1,0.0358,0.932,0.637,0.112,0.103,164.069,2.958933333,4,0
10488,57.0,0.363,0.553,,-7.698,1,0.0299,0.00754,1e-05,0.909,0.0908,142.865,330840.0,4,0
10489,26.0,0.66,0.475,7.0,-10.152,1,0.0299,0.751,0.916,0.108,0.214,123.031,4.900216667,4,1
10490,13.0,0.754,0.65,6.0,-7.727,0,0.372,0.0594,,0.103,0.309,135.161,190241.0,4,0
10491,73.0,0.692,0.809,2.0,-5.935,1,0.0255,0.1,9.77e-05,0.185,0.927,104.023,4.389783333,4,0
10492,75.0,0.694,0.394,,-15.881,1,0.0428,0.0781,0.000677,0.247,0.719,104.126,3.97911667,4,0
10493,36.0,0.363,0.81,4.0,-4.019,0,0.0397,0.00805,0.508,0.128,0.555,118.581,233320.0,4,0
10494,47.0,0.834,0.888,7.0,-3.944,1,0.222,0.00308,,0.288,0.563,114.92,219192.0,4,0
10495,78.0,0.851,0.703,4.0,-7.351,0,0.303,0.00949,2.57e-05,0.0895,0.596,74.017,242600.0,4,0
10496,81.0,0.707,0.689,4.0,-7.097,0,0.0387,0.0255,,0.383,0.41,119.987,3.266033333,4,0
10497,21.0,0.464,0.334,9.0,-10.109,0,0.122,0.128,0.000292,0.0693,0.577,79.0,252296.0,5,0
10498,50.0,0.2,0.293,10.0,-18.822,1,0.0364,0.0133,0.498,0.254,0.0417,149.445,183187.0,4,0
10499,38.0,0.289,0.863,5.0,-6.916,0,0.125,0.000228,0.000529,0.213,0.133,180.033,341464.0,4,0
10500,47.0,0.81,0.705,8.0,-8.041,0,0.239,0.392,0.115,0.109,0.681,96.696,244733.0,4,0
10501,48.0,0.684,0.686,6.0,-6.823,1,0.0484,0.116,0.0538,0.0732,0.912,140.646,159105.0,4,0
10502,24.0,0.527,0.611,11.0,-9.157,0,0.0588,0.251,7.26e-05,0.298,0.686,95.107,283827.0,4,0
10503,65.0,0.481,0.645,10.0,-8.535,0,0.318,0.0863,6.2e-06,0.332,0.612,151.307,157560.0,4,0
10504,75.0,0.389,0.476,9.0,-9.342,1,0.0316,0.619,5.09e-05,0.255,0.566,148.117,217107.0,4,0
10505,38.0,0.628,0.95,9.0,-6.367,0,0.0652,0.00577,0.483,0.237,0.249,105.008,206347.0,4,0
10506,35.0,0.43,0.581,5.0,-7.527,0,0.0335,1.72e-05,0.361,0.294,0.126,119.987,450733.0,4,0
10507,85.0,0.808,0.745,10.0,-5.26,0,0.342,0.145,,0.292,0.829,165.995,210800.0,4,0
10508,47.0,0.63,0.319,4.0,-17.106,1,0.0467,0.504,,0.0926,0.431,90.956,5.10245,4,0
10509,21.0,0.48,0.985,9.0,-3.765,0,0.227,0.000411,0.000667,0.22,0.233,179.841,174147.0,4,0
10510,39.0,0.442,0.749,7.0,-4.692,1,0.229,0.562,8.07e-06,0.323,0.774,208.634,184036.0,4,0
10511,50.0,0.535,0.724,7.0,-5.192,1,0.191,0.102,0.000121,0.207,0.501,180.077,258477.0,4,0
10512,34.0,0.626,0.486,4.0,-9.638,0,0.135,0.253,0.0207,0.344,0.472,124.484,400040.0,4,0
10513,74.0,0.736,0.751,8.0,-5.588,1,0.034,0.0381,,0.105,0.839,150.064,3.495366667,4,0
10514,84.0,0.8,0.56,5.0,-4.818,0,0.261,0.057,,0.134,0.45,163.071,200221.0,4,0
10515,35.0,0.703,0.715,6.0,-6.086,0,0.284,0.355,,0.109,0.945,98.006,243437.0,4,0
10516,21.0,0.747,0.58,11.0,-5.763,1,0.0275,0.159,5.54e-06,0.131,0.796,122.951,183857.0,3,0
10517,85.0,0.672,0.717,5.0,-7.476,1,0.226,0.103,,0.398,0.473,157.905,3.006333333,4,0
10518,34.0,0.663,0.823,11.0,-10.912,0,0.0413,0.353,0.745,0.115,0.581,119.999,288587.0,4,0
10519,35.0,0.304,0.0573,5.0,-21.785,1,0.0451,0.974,0.897,0.09,0.523,59.714,5.898216667,4,0
10520,76.0,0.547,0.82,8.0,-6.728,1,0.0805,0.261,,0.3,0.933,118.208,172867.0,4,0
10521,38.0,0.658,0.339,10.0,-11.831,1,0.0459,0.473,,0.115,0.357,90.013,282692.0,4,0
10522,36.0,0.438,0.263,9.0,-9.017,1,0.0346,0.924,,0.101,0.452,82.449,168482.0,4,0
10523,29.0,0.469,0.827,9.0,-4.363,0,0.0343,0.000307,0.000801,0.189,0.698,154.908,182029.0,4,0
10524,40.0,0.724,0.374,5.0,-10.426,1,0.0297,0.0878,0.489,0.105,0.545,92.568,163880.0,4,0
10525,,0.356,0.613,,-6.926,1,0.0287,0.148,,0.129,0.511,89.699,237360.0,4,0
10526,22.0,0.684,0.556,2.0,-12.212,1,0.0429,0.0336,0.00122,0.151,0.654,116.269,214707.0,4,0
10527,36.0,0.605,0.574,11.0,-9.382,0,0.0447,0.245,3.87e-06,0.474,0.726,128.074,251489.0,4,0
10528,55.0,0.484,0.862,11.0,-6.39,0,0.0278,0.0061,2.74e-05,0.547,0.565,106.922,294800.0,3,0
10529,42.0,0.828,0.518,8.0,-9.244,1,0.0811,0.0481,6.98e-05,0.107,0.292,100.952,175870.0,4,0
10530,65.0,0.252,0.8,,-4.845,1,0.0368,0.12,0.0538,0.118,0.29,139.361,335333.0,4,0
10531,31.0,0.545,0.78,5.0,-4.975,0,0.0896,0.00753,5.95e-05,0.0817,0.477,126.014,220129.0,4,0
10532,54.0,0.502,0.9,,-1.516,1,0.0418,0.0166,2.79e-06,0.225,0.704,98.922,196773.0,4,0
10533,22.0,0.646,0.272,2.0,-13.817,1,0.0297,0.458,5.49e-06,0.132,0.457,102.006,259400.0,4,0
10534,58.0,0.572,0.623,8.0,-4.828,1,0.176,0.0544,,0.0865,0.594,185.812,149469.0,4,0
10535,52.0,0.457,0.926,,-5.461,1,0.038,0.000487,5.69e-05,0.0949,0.41,93.964,202027.0,4,0
10536,71.0,0.718,0.691,4.0,-6.44,1,0.0387,0.0159,,0.0627,0.552,100.008,213107.0,4,0
10537,39.0,0.59,0.742,8.0,-12.486,1,0.0328,0.00455,0.133,0.114,0.662,118.04,270933.0,4,0
10538,24.0,0.497,0.357,2.0,-9.796,0,0.0306,0.616,0.000366,0.319,0.306,101.276,260147.0,4,0
10539,34.0,0.477,0.67,1.0,-6.162,1,0.0292,0.000183,0.777,0.135,0.323,106.105,244845.0,4,0
10540,44.0,0.405,0.844,6.0,-6.882,1,0.0737,0.000259,0.721,0.123,0.0654,119.995,345533.0,4,0
10541,3.0,0.66,0.485,2.0,-8.101,1,0.0258,0.244,0.0102,0.0585,0.828,99.828,302520.0,4,0
10542,31.0,0.479,0.846,2.0,-2.944,1,0.0338,0.0242,,0.132,0.527,151.968,3.556666667,4,0
10543,63.0,0.937,0.797,2.0,-4.768,0,0.206,0.0733,0.000835,0.147,0.64,120.001,194000.0,4,0
10544,27.0,0.525,0.62,1.0,-6.939,1,0.0358,0.359,1.24e-06,0.142,0.324,120.062,123039.0,4,0
10545,47.0,0.55,0.631,,-11.493,1,0.0385,0.000898,0.18,0.0503,0.908,114.553,229027.0,4,0
10546,18.0,0.495,0.219,2.0,-16.671,0,0.0332,0.834,8.76e-05,0.154,0.554,116.639,199267.0,5,0
10547,49.0,0.765,0.871,1.0,-7.523,0,0.0536,0.07,0.0251,0.125,0.505,119.989,256467.0,4,0
10548,56.0,0.405,0.689,10.0,-5.75,1,0.0365,0.0843,,0.207,0.397,155.189,191560.0,4,0
10549,63.0,0.505,0.839,11.0,-4.966,0,0.0569,0.0111,,0.211,0.326,139.961,259520.0,4,0
10550,37.0,0.184,0.964,7.0,-4.995,1,0.161,3.7e-05,0.106,0.208,0.145,71.802,308857.0,5,0
10551,36.0,0.486,0.675,3.0,-6.345,1,0.0353,0.466,,0.97,0.417,129.08,3.312666667,4,0
10552,51.0,0.752,0.315,5.0,-7.459,1,0.0323,0.675,7.66e-05,0.129,0.524,109.614,303800.0,4,0
10553,63.0,0.665,0.69,7.0,-7.275,1,0.0369,0.0325,0.0147,0.116,0.454,120.032,219933.0,4,0
10554,62.0,0.517,0.711,6.0,-5.84,0,0.0627,0.000763,7.15e-06,0.568,0.582,108.846,211336.0,4,0
10555,60.0,0.58,0.571,9.0,-9.116,1,0.0321,0.378,5.13e-06,0.358,0.818,128.15,248013.0,4,0
10556,31.0,0.491,0.931,7.0,-7.372,1,0.0566,0.000749,0.00308,0.106,0.552,111.623,230507.0,4,0
10557,50.0,0.64,0.614,8.0,-7.428,0,0.0271,0.0161,6.7e-06,0.0951,0.826,94.001,201525.0,4,0
10558,48.0,0.795,0.117,11.0,-10.155,0,0.0375,0.972,3.46e-06,0.0878,0.125,110.978,235479.0,4,0
10559,21.0,0.471,0.349,8.0,-16.633,1,0.0656,0.975,0.945,0.286,0.358,147.193,394400.0,4,0
10560,38.0,0.395,0.701,2.0,-4.128,1,0.0804,0.381,0.000171,0.116,0.852,200.991,232600.0,4,0
10561,25.0,0.352,0.483,9.0,-9.116,1,0.0542,0.136,0.00274,0.112,0.362,164.016,3.258816667,4,1
10562,31.0,0.223,0.992,7.0,-5.847,1,0.146,1.61e-06,0.644,0.357,0.103,141.117,258691.0,4,0
10563,66.0,0.674,0.771,7.0,-5.612,1,0.0246,0.28,0.0318,0.133,0.718,109.618,333720.0,4,0
10564,66.0,0.502,0.758,3.0,-9.76,1,0.0407,0.00915,0.783,0.284,0.729,112.499,213693.0,4,0
10565,38.0,0.488,0.792,1.0,-7.406,1,0.105,0.0439,,0.616,0.718,175.172,296027.0,4,0
10566,40.0,0.641,0.677,7.0,-9.002,0,0.0462,0.0813,0.826,0.111,0.0708,122.992,347413.0,4,0
10567,58.0,0.506,0.9,8.0,-5.137,1,0.0414,0.000656,9.21e-05,0.467,0.348,150.009,232367.0,4,0
10568,65.0,0.817,0.552,8.0,-10.8,0,0.386,0.032,7.17e-06,0.826,0.808,102.011,291067.0,4,0
10569,3.0,0.37,0.626,9.0,-8.489,1,0.16,0.848,1.49e-05,0.547,0.961,181.77,4.047783333,3,0
10570,37.0,0.59,0.141,,-15.304,1,0.0347,0.907,0.867,0.0935,0.157,120.224,1.7255,4,0
10571,26.0,0.523,0.598,10.0,-9.364,0,0.0265,0.0225,0.805,0.301,0.522,76.713,155581.0,4,0
10572,40.0,0.319,0.866,2.0,-4.722,0,0.0359,1.42e-06,0.756,0.155,0.554,109.626,252693.0,4,0
10573,62.0,0.269,0.895,9.0,-6.382,1,0.118,0.083,0.00266,0.153,0.16,168.479,299507.0,4,0
10574,45.0,0.354,0.523,10.0,-5.938,1,0.0269,0.514,2.66e-05,0.139,0.179,176.688,203616.0,3,0
10575,59.0,0.857,0.404,5.0,-10.669,1,0.0444,0.573,0.733,0.0958,0.302,105.068,211627.0,4,0
10576,32.0,0.846,0.543,11.0,-8.865,0,0.0404,0.579,0.000236,0.134,0.606,117.372,191640.0,4,0
10577,3.0,0.774,0.497,11.0,-13.448,1,0.0293,0.279,7.14e-06,0.119,0.768,115.994,177400.0,4,0
10578,62.0,0.489,0.866,10.0,-7.433,1,0.0933,0.753,,0.876,0.416,138.63,268560.0,4,0
10579,63.0,0.585,0.567,2.0,-8.35,1,0.0263,0.247,0.0023,0.102,0.564,106.127,243560.0,4,0
10580,47.0,0.202,0.827,7.0,-5.838,0,0.0892,0.00148,0.00556,0.0781,0.363,153.247,231221.0,3,0
10581,74.0,0.728,0.623,2.0,-8.066,1,0.305,0.0391,,0.214,0.805,145.973,171781.0,4,0
10582,44.0,0.369,0.792,11.0,-4.591,1,0.0494,5.52e-05,0.000577,0.109,0.391,178.193,221747.0,4,0
10583,35.0,0.336,0.739,,-5.394,0,0.0481,0.0325,5.9e-05,0.137,0.578,169.932,203653.0,4,0
10584,41.0,0.722,0.757,9.0,-4.451,1,0.0267,0.0747,,0.221,0.938,109.993,3.289333333,4,0
10585,45.0,0.588,0.162,3.0,-15.891,1,0.0334,0.911,0.436,0.107,0.401,86.967,188545.0,4,0
10586,39.0,0.26,0.929,,-5.841,1,0.143,0.343,0.0356,0.139,0.358,81.971,225267.0,4,0
10587,39.0,0.21,0.621,1.0,-3.374,0,0.043,0.0188,0.126,0.173,0.0992,119.64,263928.0,4,0
10588,,0.415,0.407,1.0,-5.505,0,0.0379,0.0397,3.02e-05,0.108,0.219,75.525,188550.0,4,0
10589,27.0,0.593,0.85,1.0,-4.127,0,0.0276,0.0192,1.09e-06,0.347,0.588,116.008,223453.0,4,0
10590,19.0,0.624,0.247,1.0,-10.32,1,0.0419,0.861,,0.198,0.345,95.63,251387.0,4,0
10591,52.0,0.37,0.895,11.0,-5.501,1,0.0902,0.00811,2.97e-05,0.0993,0.268,140.818,250267.0,4,0
10592,76.0,0.618,0.748,,-8.905,1,0.358,0.0384,4.1e-06,0.0473,0.663,134.114,191947.0,4,0
10593,26.0,0.482,0.27,7.0,-15.922,1,0.0268,0.573,0.905,0.123,0.0762,139.979,230500.0,4,0
10594,56.0,0.587,0.639,6.0,-6.883,0,0.0769,0.0924,4.53e-06,0.269,0.258,94.927,174082.0,4,0
10595,24.0,0.105,0.756,7.0,-8.151,0,0.0695,0.000585,0.809,0.42,0.0381,155.697,390427.0,4,0
10596,24.0,0.59,0.108,11.0,-14.382,1,0.0291,0.935,1.22e-05,0.113,0.336,86.294,3.257783333,4,1
10597,29.0,0.385,0.979,3.0,-3.436,1,0.109,0.000934,,0.282,0.25,154.977,209213.0,4,0
10598,51.0,0.301,0.212,6.0,-14.013,1,0.0405,0.962,,0.113,0.336,181.378,4.6042,4,1
10599,37.0,0.349,0.927,,-3.089,0,0.0844,0.000609,9.33e-05,0.143,0.0934,159.998,246016.0,4,0
10600,55.0,0.67,0.597,11.0,-9.85,0,0.0362,0.355,,0.328,0.778,131.036,176000.0,4,0
10601,59.0,0.634,0.514,10.0,-10.115,1,0.0836,0.189,,0.123,0.639,99.979,173600.0,4,0
10602,56.0,0.308,0.984,1.0,-3.031,0,0.119,3.93e-05,0.00011,0.0777,0.0714,105.91,201000.0,4,0
10603,55.0,0.668,0.661,2.0,-5.694,0,0.0496,0.000897,,0.201,0.361,118.696,199013.0,4,0
10604,44.0,0.446,0.241,2.0,-12.103,1,0.031,0.596,1.29e-05,0.131,0.118,124.355,3.97733333,4,1
10605,69.0,0.398,0.57,4.0,-7.068,1,0.034,0.056,0.00125,0.0606,0.234,140.974,304213.0,4,0
10606,45.0,0.557,0.69,1.0,-5.465,1,0.0251,0.122,,0.0959,0.144,103.924,193924.0,4,0
10607,44.0,0.42,0.276,5.0,-16.211,1,0.0305,0.793,0.00192,0.292,0.505,208.589,194227.0,4,0
10608,32.0,0.597,0.713,6.0,-8.087,0,0.0336,0.121,0.0104,0.282,0.77,95.696,189718.0,4,0
10609,44.0,0.539,0.811,1.0,-11.224,0,0.0886,0.0616,0.000899,0.0644,0.553,133.829,176600.0,4,0
10610,31.0,0.835,0.959,4.0,-7.56,0,0.198,0.519,0.00364,0.652,0.507,93.749,7.697333333,4,0
10611,51.0,0.678,0.296,5.0,-11.525,1,0.0299,0.797,0.00348,0.113,0.245,111.018,238296.0,4,0
10612,26.0,0.66,0.578,7.0,-5.27,1,0.0301,0.0248,0.00204,0.119,0.587,110.976,179884.0,4,0
10613,17.0,0.631,0.571,2.0,-12.135,1,0.0637,0.864,0.0105,0.347,0.822,117.187,4.407783333,4,0
10614,44.0,0.537,0.573,1.0,-9.106,1,0.0369,0.568,0.000641,0.062,0.615,105.795,2.907783333,4,0
10615,11.0,0.685,0.59,,-7.101,0,0.0481,0.000228,0.96,0.0862,0.513,140.076,233143.0,4,0
10616,46.0,0.6,0.826,1.0,-5.367,1,0.065,0.0132,0.000132,0.0896,0.445,106.985,236487.0,4,0
10617,51.0,0.408,0.947,4.0,-3.522,1,0.0532,0.00108,0.195,0.168,0.306,101.053,262533.0,4,0
10618,64.0,0.619,0.939,1.0,-6.787,1,0.0397,0.0173,0.000355,0.327,0.677,115.164,286320.0,4,0
10619,32.0,0.502,0.526,11.0,-7.78,1,0.0666,0.735,3.43e-05,0.294,0.464,179.69,203498.0,4,0
10620,52.0,0.629,0.0192,4.0,-19.952,1,0.0833,0.989,4.3e-05,0.106,0.335,169.254,188160.0,4,0
10621,40.0,0.382,0.909,6.0,-7.644,1,0.0985,0.000109,0.107,0.172,0.446,88.642,141227.0,4,0
10622,14.0,0.273,0.42,7.0,-8.161,1,0.0394,0.19,0.0201,0.169,0.137,72.522,227000.0,4,0
10623,37.0,0.679,0.246,2.0,-13.997,1,0.0423,0.91,0.0011,0.0765,0.216,115.114,238880.0,4,0
10624,50.0,0.325,0.865,8.0,-4.592,1,0.0507,0.000111,0.725,0.196,0.254,177.887,208974.0,4,0
10625,40.0,0.314,0.756,6.0,-5.875,1,0.0632,0.00025,0.28,0.288,0.926,94.835,198205.0,4,0
10626,31.0,0.532,0.9,8.0,-4.997,1,0.0652,0.0134,3.6e-05,0.231,0.339,141.944,177562.0,4,0
10627,57.0,0.444,0.911,11.0,-6.117,0,0.0398,0.0139,0.00955,0.0868,0.556,106.437,282507.0,4,0
10628,76.0,0.613,0.953,2.0,-3.435,1,0.0855,0.00148,0.000582,0.152,0.537,105.046,213800.0,4,0
10629,72.0,0.645,0.705,1.0,-5.008,1,0.299,0.000813,,0.128,0.376,137.133,229670.0,4,0
10630,60.0,0.781,0.746,5.0,-6.327,0,0.38,0.503,,0.106,0.858,95.73,156709.0,4,0
10631,32.0,0.754,0.558,11.0,-10.605,0,0.3,0.0002,7.41e-05,0.0466,0.678,204.065,324000.0,4,0
10632,39.0,0.33,0.963,4.0,-1.163,0,0.0678,1.35e-06,0.509,0.194,0.593,160.004,261360.0,4,0
10633,52.0,0.845,0.517,1.0,-9.35,1,0.31,0.202,0.00237,0.134,0.641,117.929,206400.0,4,0
10634,58.0,0.365,0.701,7.0,-9.914,0,0.0575,0.000405,0.572,0.196,0.558,93.477,442581.0,3,0
10635,76.0,0.359,0.981,7.0,-3.622,0,0.303,0.00125,0.00236,0.284,0.271,178.98,4.71088333,4,0
10636,53.0,0.289,0.934,1.0,-6.085,1,0.157,0.000121,0.0515,0.086,0.347,173.872,187840.0,4,0
10637,16.0,0.469,0.437,4.0,-11.948,0,0.0298,0.487,0.704,0.112,0.567,151.967,223067.0,4,0
10638,73.0,0.404,0.72,10.0,-9.18,0,0.0623,5.59e-05,0.836,0.0466,0.475,121.864,258467.0,4,0
10639,34.0,0.5,0.862,4.0,-7.412,0,0.0397,0.0322,0.764,0.0765,0.917,190.086,248611.0,4,0
10640,51.0,0.847,0.689,1.0,-9.104,1,0.203,0.038,3.34e-05,0.108,0.61,92.082,256000.0,4,0
10641,15.0,0.692,0.236,7.0,-7.726,1,0.0655,0.981,0.000516,0.678,0.789,142.213,3.885283333,4,0
10642,11.0,0.601,0.52,,-12.806,1,0.0322,0.476,5.53e-06,0.0854,0.599,121.013,196808.0,5,0
10643,30.0,0.512,0.669,7.0,-3.751,1,0.0339,0.427,,0.0917,0.393,120.219,290640.0,3,0
10644,27.0,0.524,0.654,9.0,-9.047,1,0.037,8.95e-05,0.00569,0.1,0.333,118.014,256720.0,4,0
10645,33.0,0.849,0.423,5.0,-12.877,0,0.11,0.763,0.0394,0.278,0.414,136.143,137647.0,4,0
10646,40.0,0.642,0.688,10.0,-6.38,1,0.0292,0.319,,0.119,0.874,98.06,3.067333333,4,1
10647,86.0,0.761,0.518,,-8.871,1,0.134,0.244,3.47e-05,0.107,0.522,133.976,261493.0,4,0
10648,36.0,0.385,0.972,3.0,-3.816,0,0.0648,0.000193,0.000413,0.302,0.398,141.041,186635.0,4,0
10649,68.0,0.453,0.689,7.0,-5.952,1,0.0414,0.0701,1.28e-06,0.149,0.477,145.762,174120.0,4,0
10650,22.0,0.387,0.945,10.0,-2.803,1,0.0705,3.88e-05,0.226,0.174,0.674,151.945,176413.0,4,0
10651,60.0,0.748,0.641,6.0,-6.485,0,0.0708,0.478,0.00246,0.114,0.829,100.063,226097.0,4,0
10652,54.0,0.92,0.861,7.0,-5.435,1,0.218,0.211,2.59e-05,0.0288,0.718,97.969,211400.0,4,0
10653,68.0,0.501,0.813,11.0,-8.192,1,0.0639,0.0455,4.75e-05,0.131,0.495,136.59,138707.0,4,0
10654,55.0,0.738,0.683,4.0,-5.099,0,0.0622,0.0485,0.000728,0.0692,0.802,97.484,240093.0,4,0
10655,47.0,0.417,0.914,4.0,-5.008,0,0.0639,8.48e-06,0.000205,0.226,0.422,83.98,223773.0,4,0
10656,10.0,0.821,0.64,5.0,-8.357,1,0.288,0.0698,1.64e-06,0.12,0.357,150.091,188000.0,4,0
10657,30.0,0.605,0.722,11.0,-5.852,1,0.0517,0.47,0.000461,0.104,0.961,124.711,175053.0,4,0
