,Track Name,Class,Feat,Length,WordCount,ng,Remix,Invalid
7657,Surrender,Country,False,9,1,False,False,False
7658,Bend,Country,False,4,1,False,False,False
7659,◊õ◊©◊î◊ú◊ë ◊ë◊ï◊õ◊î,Instrumental,False,19,2,False,False,True
7660,in another way,Country,False,14,3,False,False,False
7661,Master Of My Craft,Alt,False,18,4,False,False,False
7662,Elk.Blood.Heart,Acoustic_Folk,False,15,1,False,False,False
7663,She Just Wants To Dance,Alt,False,23,5,False,False,False
7664,Blue Guitar,Alt,False,11,2,False,False,False
7665,Youth,Country,False,5,1,False,False,False
7666,Landing,Country,False,7,1,False,False,False
7667,Black Honey,Country,False,11,2,False,False,False
7668,Simulate Me,Country,False,11,2,False,False,False
7669,String Sextet from Capriccio,Blues,False,28,4,False,False,False
7670,Brown Mama Blues,Alt,False,16,3,False,False,False
7671,Vote with a Bullet,Acoustic_Folk,False,18,4,False,False,False
7672,Cry,Country,False,3,1,False,False,False
7673,Find My Way,Country,False,11,3,False,False,False
7674,You Time,Metal,False,8,2,False,False,False
7675,Parash Boded,HipHop,False,12,2,False,False,False
7676,Big Boys Don't Cry,Country,False,18,4,True,False,False
7677,Just You and I,Instrumental,False,14,4,False,False,False
7678,My Baby,Instrumental,False,7,2,False,False,False
7679,Wake Up,Instrumental,False,7,2,False,False,False
7680,◊î◊§◊ï◊ö ◊û◊î◊ô◊ß◊ï◊ù,Instrumental,False,21,2,False,False,True
7681,The Killing Ground,Alt,False,18,3,False,False,False
7682,Sharecropper‚Äôs Son,Alt,False,20,2,False,False,False
7683,Bad Moon Rising - Live At The Woodstock Music & Art Fair / 1969,Country,False,63,14,False,False,False
7684,I Bet My Life,Country,False,13,4,False,False,False
7685,Bubblegum,Alt,False,9,1,False,False,False
7686,Guitar Gangsters & Cadillac Blood,Acoustic_Folk,False,33,5,False,False,False
7687,Runnin' Wild,Country,False,12,2,True,False,False
7688,Nights Off,Alt,False,10,2,False,False,False
7689,Can't Happen Here,Country,False,17,3,True,False,False
7690,Julia,Indie,False,5,1,False,False,False
7691,The Veil,Country,False,8,2,False,False,False
7692,(L)only Child,Instrumental,False,13,2,False,False,False
7693,Someday I'll Be Happy,Instrumental,False,21,4,False,False,False
7694,◊©◊™◊ô ◊ì◊ß◊ï◊™,Instrumental,False,15,2,False,False,True
7695,Psychotic Reaction,Alt,False,18,2,False,False,False
7696,War Within Me,Acoustic_Folk,False,13,3,False,False,False
7697,Dragula,Acoustic_Folk,False,7,1,False,False,False
7698,Sharp Tongues,Country,False,13,2,False,False,False
7699,Black Hole Sun,Alt,False,14,3,False,False,False
7700,Luv Is Dro (feat. Static Major & Bryson Tiller),HipHop,True,47,9,False,False,False
7701,◊ë◊ê◊î ◊û◊ê◊î◊ë◊î,Country,False,17,2,False,False,True
7702,Love Interruption,Country,False,17,2,False,False,False
7703,I Got The Blues - 2009 Mix,Country,False,26,7,False,False,False
7704,Balance,Alt,False,7,1,False,False,False
7705,Wildcat,Alt,False,7,1,False,False,False
7706,Cold Little Heart - Radio Edit,Instrumental,False,30,6,False,False,False
7707,Dreamer,Country,False,7,1,False,False,False
7708,Shooting Stars,Country,False,14,2,False,False,False
7709,Into the Crypts of Rays,Acoustic_Folk,False,23,5,False,False,False
7710,Saint Cecilia,Country,False,13,2,False,False,False
7711,Casino Boogie,Alt,False,13,2,False,False,False
7712,Picasso On The Concrete,Acoustic_Folk,False,23,4,False,False,False
7713,Come on Jump Right In,Alt,False,21,5,False,False,False
7714,Bloody Mary Morning,Metal,False,19,3,False,False,False
7715,The Culling,Country,False,11,2,False,False,False
7716,◊¢◊¶◊ï◊™,Country,False,8,1,False,False,True
7717,"His & Hers (feat. Don Toliver, Lil Uzi Vert & Gunna)",Instrumental,True,52,11,False,False,False
7718,All These Things That I've Done,Alt,False,31,6,False,False,False
7719,"Yours, Truly",Blues,False,12,2,False,False,False
7720,◊ú◊¢◊ï◊£ ◊ê◊ô◊™◊ö,Instrumental,False,17,2,False,False,True
7721,Sick of Spiraling,Indie,False,17,3,False,False,False
7722,Summoning Redemption,Acoustic_Folk,False,20,2,False,False,False
7723,Vintage Eyes,Country,False,12,2,False,False,False
7724,She's My Religion,Instrumental,False,17,3,False,False,False
7725,I Love a Rainy Night,Metal,False,20,5,False,False,False
7726,Seize the Power,Country,False,15,3,False,False,False
7727,In the Dark,Country,False,11,3,False,False,False
7728,The Passage,Acoustic_Folk,False,11,2,False,False,False
7729,"String Quartet No. 14 in G Major, K. 387 ""Spring"": IV. Molto allegro",Blues,False,68,13,False,False,False
7730,Final Stand,Acoustic_Folk,False,11,2,False,False,False
7731,Mother,Acoustic_Folk,False,6,1,False,False,False
7732,Where The Streets Have No Name - Remastered,Country,False,43,8,False,False,False
7733,Deserve You,Alt,False,11,2,False,False,False
7734,David Rawlings,Rock,False,14,2,False,False,False
7735,A.M. 180,Alt,False,8,2,False,False,False
7736,Comatose,Acoustic_Folk,False,8,1,False,False,False
7737,Gauze,Alt,False,5,1,False,False,False
7738,Escape the Silence,Acoustic_Folk,False,18,3,False,False,False
7739,Loyalty,Instrumental,False,7,1,False,False,False
7740,Different Kinds of Light,Instrumental,False,24,4,False,False,False
7741,When U Saw Love (ft. Babygirl),Indie,False,30,6,False,False,False
7742,Bitter Friend (feat. Matt Heafy),Acoustic_Folk,True,32,5,False,False,False
7743,Satisfied,Country,False,9,1,False,False,False
7744,Your Patron Saints,Country,False,18,3,False,False,False
7745,Hope Dreams,Indie,False,11,2,False,False,False
7746,Never Tear Us Apart,Alt,False,19,4,False,False,False
7747,Back Door Blues,Alt,False,15,3,False,False,False
7748,Voodoo Ritual,Country,False,13,2,False,False,False
7749,Narayana Ninna Namada,Rock,False,21,3,False,False,False
7750,Finally Trying,Country,False,14,2,False,False,False
7751,flashlight,Alt,False,10,1,False,False,False
7752,Big Love,Country,False,8,2,False,False,False
7753,Outdoor Miner - 2006 Remastered Version,Indie,False,39,6,False,False,False
7754,Idealistic,Alt,False,10,1,False,False,False
7755,Bring You Down (Project Regeneration),Acoustic_Folk,False,37,5,False,False,False
7756,Guitar Rag,Alt,False,10,2,False,False,False
7757,◊ñ◊î ◊©◊©◊ï◊û◊® ◊¢◊ú◊ô◊ô,Instrumental,False,24,3,False,False,True
7758,Blue Orchid,Country,False,11,2,False,False,False
7759,Mob (feat. Foogiano),HipHop,True,20,3,False,False,False
7760,Don‚Äôt Come Lookin‚Äô,Country,False,22,3,False,False,False
7761,Sunday Vibe,Country,False,11,2,False,False,False
7762,"""99"" - Acoustic",Country,False,15,3,False,False,False
7763,Lakini's Juice,Country,False,14,2,False,False,False
7764,◊©◊†◊ô ◊ô◊ú◊ì◊ô◊ù ◊ë◊¢◊ï◊ú◊ù,Instrumental,False,28,3,False,False,True
7765,I Don't Care,Alt,False,12,3,True,False,False
7766,money,Alt,False,5,1,False,False,False
7767,◊î◊©◊ô◊® ◊©◊ú◊ö,Instrumental,False,15,2,False,False,True
7768,Every Other Freckle,Indie,False,19,3,False,False,False
7769,Lilys - HBO ‚ÄòMade For Love‚Äô Cut,Alt,False,35,7,False,False,False
7770,Hallowed Sound,Acoustic_Folk,False,14,2,False,False,False
7771,The Sequel,HipHop,False,10,2,False,False,False
7772,Flying High,Alt,False,11,2,False,False,False
7773,Gotta Serve Somebody,Alt,False,20,3,False,False,False
7774,Bring It On Home to Me,Country,False,22,6,False,False,False
7775,Freak,Instrumental,False,5,1,False,False,False
7776,Laid to Rest,Country,False,12,3,False,False,False
7777,A Paragon,Indie,False,9,2,False,False,False
7778,No One Knows,Country,False,12,3,False,False,False
7779,Keep It Close,Country,False,13,3,False,False,False
7780,Cat People (Putting Out Fire) - 2018 Remaster,Country,False,45,8,False,False,False
7781,Southtown,Acoustic_Folk,False,9,1,False,False,False
7782,Choker,Country,False,6,1,False,False,False
7783,Flugufrelsarinn,Country,False,15,1,False,False,False
7784,Zig Zag Wanderer,Indie,False,16,3,False,False,False
7785,Warbé,Blues,False,5,1,False,False,False
7786,"Layla - Acoustic; Live at MTV Unplugged, Bray Film Studios, Windsor, England, UK, 1/16/1992; 1999 Remaster",Country,False,106,16,False,False,False
7787,Someday,Alt,False,7,1,False,False,False
7788,Stealing Cars,Instrumental,False,13,2,False,False,False
7789,"Paula Fuga, Jack Johnson, Ben Harper",Rock,False,36,6,False,False,False
7790,Map Change,Acoustic_Folk,False,10,2,False,False,False
7791,Lovesong - Recorded at Spotify Studios NYC,Country,False,42,7,False,False,False
7792,Little Derek,HipHop,False,12,2,False,False,False
7793,GLY,Indie,False,3,1,False,False,False
7794,I Want Her,Country,False,10,3,False,False,False
7795,Novocaine For The Soul,Indie,False,22,4,False,False,False
7796,Whoop And Holler,Alt,False,16,3,False,False,False
7797,Strange Overtones,Indie,False,17,2,False,False,False
7798,Fruits of My Labor,Indie,False,18,4,False,False,False
7799,No More Parties,HipHop,False,15,3,False,False,False
7800,Once In A Lifetime,Country,False,18,4,False,False,False
7801,Koolaid,Acoustic_Folk,False,7,1,False,False,False
7802,Fire,Alt,False,4,1,False,False,False
7803,INTEREST,Alt,False,8,1,False,False,False
7804,Start Choppin',Indie,False,14,2,True,False,False
7805,Exits,Alt,False,5,1,False,False,False
7806,Any Major Dude Will Tell You,Country,False,28,6,False,False,False
7807,Float,Indie,False,5,1,False,False,False
7808,Broken,Country,False,6,1,False,False,False
7809,Dance Monkey,Alt,False,12,2,False,False,False
7810,Never Tear Us Apart,Country,False,19,4,False,False,False
7811,Two For Bleu,Country,False,12,3,False,False,False
7812,Husbands,Alt,False,8,1,False,False,False
7813,Dom Dom Kur≈üunu,Country,False,16,3,False,False,False
7814,Meddle,Indie,False,6,1,False,False,False
7815,Blank Generation - Studio Version - Recorded at Electric Lady Studios,Country,False,69,11,False,False,False
7816,By Your Side,Country,False,12,3,False,False,False
7817,Thoughts Without Words,Acoustic_Folk,False,22,3,False,False,False
7818,Gonna Lose Your Mind,Alt,False,20,4,False,False,False
7819,Youth,Alt,False,5,1,False,False,False
7820,Electric Crown,Acoustic_Folk,False,14,2,False,False,False
7821,"Big Red Machine, Anaïs Mitchell",Rock,False,31,5,False,False,False
7822,Vanguards of the Dawn Wall,Acoustic_Folk,False,26,5,False,False,False
7823,PUMP THE BREAK,Country,False,14,3,False,False,False
7824,The Back Seat,Alt,False,13,3,False,False,False
7825,What You Do To Me,Instrumental,False,17,5,False,False,False
7826,Bruised & Broken,Acoustic_Folk,False,16,3,False,False,False
7827,The Tunnel Is A Tower,Alt,False,21,5,False,False,False
7828,Magnolia,Alt,False,8,1,False,False,False
7829,Slowly Slipping Away,Alt,False,20,3,False,False,False
7830,Drunken Dwarves,Acoustic_Folk,False,15,2,False,False,False
7831,Hainu Ossim Ahava (We Would Do Love),Country,False,36,7,False,False,False
7832,Streetlights,Instrumental,False,12,1,False,False,False
7833,"Born Under A Bad Sign ft Warren Haynes, Nigel Hall & DJ Logic",Country,False,61,13,False,False,False
7834,◊¢◊ï◊†◊ï◊™,Country,False,10,1,False,False,True
7835,◊©◊ï◊ù ◊ì◊ë◊® ◊ú◊ê ◊¢◊ï◊ñ◊®,Country,False,27,4,False,False,True
7836,Even Flow,Country,False,9,2,False,False,False
7837,Morgensonne,Blues,False,11,1,False,False,False
7838,The Autumn Gate,Blues,False,15,3,False,False,False
7839,Surfin' U.S.A. - Remastered 2001,Country,False,32,5,True,False,False
7840,◊™◊®◊©◊ï◊ù,HipHop,False,10,1,False,False,True
7841,Courtney Marie Andrews,Rock,False,22,3,False,False,False
7842,Perfect Clarity,Country,False,15,2,False,False,False
7843,Status Monster,Country,False,14,2,False,False,False
7844,Princess of China,Country,False,17,3,False,False,False
7845,Wilderado,Rock,False,9,1,False,False,False
7846,Left For Dead,Acoustic_Folk,False,13,3,False,False,False
7847,The Wire,Country,False,8,2,False,False,False
7848,The Cleaner,Alt,False,11,2,False,False,False
7849,Trust Me,Country,False,8,2,False,False,False
7850,Cherry Pit,Alt,False,10,2,False,False,False
7851,OG Bobby Johnson,HipHop,False,16,3,False,False,False
7852,Ab Ke Baras Bhejo Bhaiya,Pop,False,24,5,False,False,False
7853,Prey,Acoustic_Folk,False,4,1,False,False,False
7854,By The Spoonful,Alt,False,15,3,False,False,False
7855,Heaven,Indie,False,6,1,False,False,False
7856,Officer of Love,Indie,False,15,3,False,False,False
7857,◊õ◊ú ◊î◊¢◊ô◊® ◊ô◊ï◊ì◊¢◊™,Instrumental,False,24,3,False,False,True
7858,Lost on the Young,Country,False,17,4,False,False,False
7859,Leadfoot,Alt,False,8,1,False,False,False
7860,Do Your Worst,Country,False,13,3,False,False,False
7861,◊®◊ß ◊ê◊î◊ë◊î ◊û◊ì◊ë◊®◊™,Instrumental,False,24,3,False,False,True
7862,Sweet Soul Sister,Country,False,17,3,False,False,False
7863,Dissolve,Country,False,8,1,False,False,False
7864,Weeds,Rock,False,5,1,False,False,False
7865,Reconsider Baby,Alt,False,15,2,False,False,False
7866,I Want You,Alt,False,10,3,False,False,False
7867,Lost - Live from Madison Square Garden,Instrumental,False,38,7,False,False,False
7868,Rock Billy Boogie,Country,False,17,3,False,False,False
7869,Shoop,HipHop,False,5,1,False,False,False
7870,Tried To Love You,Instrumental,False,17,4,False,False,False
7871,"Fantasia on Bach (on Steinway Grand, 1975)",Alt,False,42,7,False,False,False
7872,Rock-a-Cha,Country,False,10,1,False,False,False
7873,Pray 4 Me (feat. Kanye West),HipHop,True,28,6,False,False,False
7874,Supercharged,Acoustic_Folk,False,12,1,False,False,False
7875,New Shoes,Alt,False,9,2,False,False,False
7876,Curse of the Pharaohs,Acoustic_Folk,False,21,4,False,False,False
7877,Find a Way,HipHop,False,10,3,False,False,False
7878,Los Ageless,Alt,False,11,2,False,False,False
7879,House Fire (feat. The Travelin' McCourys),Indie,True,41,6,True,False,False
7880,In Love With A Camera,Country,False,21,5,False,False,False
7881,She's so High,Country,False,13,3,False,False,False
7882,Grey State,Acoustic_Folk,False,10,2,False,False,False
7883,Whiplash - Remastered,Acoustic_Folk,False,21,3,False,False,False
7884,It's All Over Now,Alt,False,17,4,False,False,False
7885,Call Your Grandma,Alt,False,17,3,False,False,False
7886,You Need To Calm Down,Instrumental,False,21,5,False,False,False
7887,KPK (Ko Por Ke),Instrumental,False,15,4,False,False,False
7888,◊°◊ï◊ï◊ì◊®,Instrumental,False,10,1,False,False,True
7889,Born Under A Bad Sign - Mono Mix,Alt,False,32,8,False,False,False
7890,Ocean of Night,Indie,False,14,3,False,False,False
7891,Gin N Juice (feat. Dat Nigga Daz),HipHop,True,33,7,False,False,False
7892,Pa' La Cultura,Instrumental,False,14,3,False,False,False
7893,Gotta Get to Know You,Alt,False,21,5,False,False,False
7894,Step It Up,HipHop,False,10,3,False,False,False
7895,You Need L,Country,False,10,3,False,False,False
7896,Munich,Indie,False,6,1,False,False,False
7897,Nothing Natural,Country,False,15,2,False,False,False
7898,It's A Hard Life - Remastered 2011,Country,False,34,7,False,False,False
7899,Longclaw,Acoustic_Folk,False,8,1,False,False,False
7900,Melody (1983 Club Vinyl Mix),Alt,False,28,5,False,False,False
7901,Feker Libi,Instrumental,False,10,2,False,False,False
7902,◊û◊î ◊ú◊ö ◊ô◊ú◊ì◊î,Instrumental,False,18,3,False,False,True
7903,Dread and the Fugitive Mind,Acoustic_Folk,False,27,5,False,False,False
7904,Fading Away,Country,False,11,2,False,False,False
7905,Sky,Acoustic_Folk,False,3,1,False,False,False
7906,So Grateful,Alt,False,11,2,False,False,False
7907,Hel,Acoustic_Folk,False,3,1,False,False,False
7908,Ghost Walking,Acoustic_Folk,False,13,2,False,False,False
7909,Angel's Flight,Alt,False,14,2,False,False,False
7910,Farinole,Alt,False,8,1,False,False,False
7911,NFT - Bass Mix,Alt,False,14,4,False,False,False
7912,◊ñ◊ô◊õ◊®◊ï◊ü ◊ô◊©◊ü,Instrumental,False,19,2,False,False,True
7913,Bang a Gong (Get It On) - 2003 Remaster,Country,False,39,9,False,False,False
7914,Thot Shit,Instrumental,False,9,2,False,False,False
7915,◊ú◊ï◊ú◊î,Country,False,8,1,False,False,True
7916,The Shining of My Soul,Country,False,22,5,False,False,False
7917,Na,Blues,False,2,1,False,False,False
7918,"Rêverie, L. 68 (Arr. Badzura)",Blues,False,29,5,False,False,False
7919,how do you feel,Alt,False,15,4,False,False,False
7920,Lola,Alt,False,4,1,False,False,False
7921,Endless Staircase,Alt,False,17,2,False,False,False
7922,DRACULADS,Indie,False,9,1,False,False,False
7923,◊ê◊ï◊™◊ô◊ï◊™ ◊§◊ï◊®◊ó◊ï◊™ ◊ë◊ê◊ï◊ô◊®,Country,False,36,3,False,False,True
7924,Change My Mind,Alt,False,14,3,False,False,False
7925,Astronaut In The Ocean,Instrumental,False,22,4,False,False,False
7926,Bother,Acoustic_Folk,False,6,1,False,False,False
7927,Boneyard - Edit,Alt,False,15,3,False,False,False
7928,Oh No!!!,Country,False,8,2,False,False,False
7929,Dreamsicle,Indie,False,10,1,False,False,False
7930,Desolate July,Acoustic_Folk,False,13,2,False,False,False
7931,The Price,Acoustic_Folk,False,9,2,False,False,False
7932,EveryTime I Cry,Instrumental,False,15,3,False,False,False
7933,Chop Suey!,Acoustic_Folk,False,10,2,False,False,False
7934,Chopstix,HipHop,False,8,1,False,False,False
7935,Jessie's Girl,Country,False,13,2,False,False,False
7936,Lua,Alt,False,3,1,False,False,False
7937,In My Hands,Country,False,11,3,False,False,False
7938,I Fought the Law - Single Version,Alt,False,33,7,False,False,False
7939,How to Have Fun,Alt,False,15,4,False,False,False
7940,the answer,Country,False,10,2,False,False,False
7941,◊ë◊ú◊ô ◊©◊ë◊ô◊ß◊©◊™◊ô,Instrumental,False,21,2,False,False,True
7942,With A Little Help From My Friends - Remastered 2009,Country,False,52,10,False,False,False
7943,Cat's Eye/Yellow Fever (Running),Country,False,32,4,False,False,False
7944,Sodom & Gomorrah,Acoustic_Folk,False,16,3,False,False,False
7945,Sparks,Country,False,6,1,False,False,False
7946,stuck,HipHop,False,5,1,False,False,False
7947,Y√ºce Dag Basinda,Alt,False,17,3,False,False,False
7948,Swallowed - Remastered,Country,False,22,3,False,False,False
7949,Get Ur Freak On,HipHop,False,15,4,False,False,False
7950,Vcrheadaches - Negative 32 Memphis,Alt,False,34,5,False,False,False
7951,Slow Down,Instrumental,False,9,2,False,False,False
7952,Mad World,Alt,False,9,2,False,False,False
7953,Watching You,Metal,False,12,2,False,False,False
7954,Louisiana Saturday Night,Metal,False,24,3,False,False,False
7955,Baxter Avenue,HipHop,False,13,2,False,False,False
7956,Just To See You Smile,Metal,False,21,5,False,False,False
7957,Chicken Heads,Alt,False,13,2,False,False,False
7958,DOOM,HipHop,False,4,1,False,False,False
7959,maybe,Alt,False,5,1,False,False,False
7960,Break My Heart Myself (feat. Travis Barker),Instrumental,True,43,7,False,False,False
7961,◊ß◊ó ◊ú◊ö ◊ê◊ô◊©◊î - ◊©◊ë◊ú◊ï◊ú - ◊®◊ô◊û◊ê◊°◊ò◊®◊ô◊†◊í,Country,False,54,7,False,False,True
7962,Songbird - 2004 Remaster,Country,False,24,4,False,False,False
7963,Introvert,Instrumental,False,9,1,False,False,False
7964,Ghost,Acoustic_Folk,False,5,1,False,False,False
7965,I Need a Teacher,Indie,False,16,4,False,False,False
7966,American Music,Country,False,14,2,False,False,False
7967,Next To Nothing,Country,False,15,3,False,False,False
7968,A Time For Love,Blues,False,15,4,False,False,False
7969,What Are You Doin' to Me,Alt,False,24,6,True,False,False
7970,No Good For Me,Indie,False,14,4,False,False,False
7971,When You Love Someone - Acoustic,Rock,False,32,6,False,False,False
7972,"Ride On Josephine - Live In Boston, Massachusetts / 1982",Alt,False,56,10,False,False,False
7973,Wockesha,HipHop,False,8,1,False,False,False
7974,Isolation,Country,False,9,1,False,False,False
7975,When The Sun Hits,Country,False,17,4,False,False,False
7976,Slowly We Rot,Acoustic_Folk,False,13,3,False,False,False
7977,Sunshine (The Light),HipHop,False,20,3,False,False,False
7978,Slip Inside This House - Stereo LP Version,Country,False,42,8,False,False,False
7979,Sentimental Animal,Alt,False,18,2,False,False,False
7980,Maine Tere Liye,Pop,False,15,3,False,False,False
7981,Fields Of Joy,Country,False,13,3,False,False,False
7982,Broken Cross,Acoustic_Folk,False,12,2,False,False,False
7983,Call Me,Instrumental,False,7,2,False,False,False
7984,Understand,Acoustic_Folk,False,10,1,False,False,False
7985,Ball - Remix,Indie,False,12,3,False,True,False
7986,◊ê◊ô◊ô◊ú◊™ ◊ó◊ü,Instrumental,False,15,2,False,False,True
7987,Hotel Bed (feat. Swae Lee),Instrumental,True,26,5,False,False,False
7988,Fading Away,Alt,False,11,2,False,False,False
7989,I Can't Explain - Mono Version,Alt,False,30,6,True,False,False
7990,Shape Shifter,Alt,False,13,2,False,False,False
7991,Brittle,Country,False,7,1,False,False,False
7992,All Or Nothin,Instrumental,False,13,3,False,False,False
7993,Runaway,Country,False,7,1,False,False,False
7994,Kill Cupid,HipHop,False,10,2,False,False,False
7995,Surges (variation),Indie,False,18,2,False,False,False
7996,Ulvsblakk,Acoustic_Folk,False,9,1,False,False,False
7997,Jess Williamson,Rock,False,15,2,False,False,False
7998,Love Like This,Instrumental,False,14,3,False,False,False
7999,Me and Mary Jane,Country,False,16,4,False,False,False
8000,o shit!,Alt,False,7,2,False,False,False
8001,Mouths Like Sidewinder Misssles,Country,False,31,4,False,False,False
8002,Coke Nose,HipHop,False,9,2,False,False,False
8003,Moon River,Blues,False,10,2,False,False,False
8004,The Rumour,HipHop,False,10,2,False,False,False
8005,Fire In The Blood - Live Masterlink Session,Country,False,43,8,False,False,False
8006,Mulder and Scully,Alt,False,17,3,False,False,False
8007,Vindicated,Country,False,10,1,False,False,False
8008,If Not This Time,Alt,False,16,4,False,False,False
8009,DRUGS,Instrumental,False,5,1,False,False,False
8010,Licky (Work It Out) - Herv√© Goes Low Remix,Indie,False,43,9,False,True,False
8011,Sun King,Alt,False,8,2,False,False,False
8012,Good Dancers,Indie,False,12,2,False,False,False
8013,Automation,Alt,False,10,1,False,False,False
8014,T.C.B. or T.Y.A.,Country,False,16,3,False,False,False
8015,Dynamite,Instrumental,False,8,1,False,False,False
8016,Hans Dhuni,Rock,False,10,2,False,False,False
8017,Cathedral Bell,Country,False,14,2,False,False,False
8018,PERSONAL SHOPPER,Country,False,16,2,False,False,False
8019,◊©◊û◊©,HipHop,False,6,1,False,False,True
8020,Chocolatize,Country,False,11,1,False,False,False
8021,Never Scared (feat. Killer Mike & T.I.) - Club Mix,HipHop,True,50,10,False,False,False
8022,Amongst The Waves,Country,False,17,3,False,False,False
8023,Hungry,Alt,False,6,1,False,False,False
8024,Age Of Man,Country,False,10,3,False,False,False
8025,Runaway,Indie,False,7,1,False,False,False
8026,Ogaranya,Instrumental,False,8,1,False,False,False
8027,High 'N' Dry (Saturday Night),Country,False,29,5,False,False,False
8028,Forever Half Mast,Indie,False,17,3,False,False,False
8029,Soft Spoken,Indie,False,11,2,False,False,False
8030,◊ê◊™ ◊ú◊ê,Country,False,9,2,False,False,True
8031,Control,Indie,False,7,1,False,False,False
8032,◊¶◊û◊ê◊î ◊ú◊ê◊î◊ë◊î,Instrumental,False,19,2,False,False,True
8033,Happy,Alt,False,5,1,False,False,False
8034,Sitar Flex,Rock,False,10,2,False,False,False
8035,◊¢◊ú◊ê◊©,Country,False,8,1,False,False,True
8036,loud mouth,Country,False,10,2,False,False,False
8037,We Can Do What We Want,Country,False,22,6,False,False,False
8038,Good Feeling,Country,False,12,2,False,False,False
8039,Spinning,Rock,False,8,1,False,False,False
8040,Breathe Deeper,Alt,False,14,2,False,False,False
8041,Staying Out For The Summer,Alt,False,26,5,False,False,False
8042,The Hunger,Acoustic_Folk,False,10,2,False,False,False
8043,Lucky You,Alt,False,9,2,False,False,False
8044,Comfort Me,Alt,False,10,2,False,False,False
8045,Yatra,Rock,False,5,1,False,False,False
8046,◊ë◊°◊ï◊£ ◊î◊õ◊ú ◊ó◊ï◊ú◊£,Instrumental,False,24,3,False,False,True
8047,Se√±orita,Instrumental,False,9,1,False,False,False
8048,Sugar,Country,False,5,1,False,False,False
8049,Seeing Green (with Drake & Lil Wayne),HipHop,False,37,7,False,False,False
8050,"Dark Prince, Pt. 3",Alt,False,18,4,False,False,False
8051,Dirty,Alt,False,5,1,False,False,False
8052,Litania,Blues,False,7,1,False,False,False
8053,De Bhi Chuke Hum Dil Nazrana,Pop,False,28,6,False,False,False
8054,Torino,Country,False,6,1,False,False,False
8055,Sure Shot,Indie,False,9,2,False,False,False
8056,◊î◊ï◊ú◊õ◊™ ◊ô◊ó◊§◊î,Instrumental,False,19,2,False,False,True
8057,◊©◊ï◊©◊†◊ô◊ù ◊¢◊¶◊ï◊ë◊ï◊™ (◊ô◊©◊®◊ê◊ú ◊ë◊ô◊ì◊ï◊®),Instrumental,False,49,4,False,False,True
8058,The Moxie,Indie,False,9,2,False,False,False
8059,THE WORD,HipHop,False,8,2,False,False,False
8060,The Scientist,Instrumental,False,13,2,False,False,False
8061,We Know Who U R - Recorded at Spotify Studios NYC,Rock,False,49,11,False,False,False
8062,Hated,Acoustic_Folk,False,5,1,False,False,False
8063,Climb to Safety,Country,False,15,3,False,False,False
8064,Everything's Gonna Be Alright,Country,False,29,4,False,False,False
8065,Ida Honey (Tell Me You'll Be Mine),Alt,False,34,7,False,False,False
8066,Where It's At - Album Version W/ Intro,Country,False,38,8,False,False,False
8067,Like a Virgin - Live,Instrumental,False,20,5,False,False,False
8068,Your Light,Indie,False,10,2,False,False,False
8069,The Weekend,Alt,False,11,2,False,False,False
8070,Stuck In The Middle With You,Country,False,28,6,False,False,False
8071,Cherry Bomb,Country,False,11,2,False,False,False
8072,Do Yo Thang,Alt,False,11,3,False,False,False
8073,Home Workout VHS,Alt,False,16,3,False,False,False
8074,"Baras Baras (From ""Durgamati - The Myth"")",Pop,False,41,7,False,False,False
8075,Hugin & Munin,Acoustic_Folk,False,13,3,False,False,False
8076,Crossroads,Alt,False,10,1,False,False,False
8077,Ghetto Supastar (That is What You Are) (feat. Ol' Dirty Bastard & M√Ωa),HipHop,True,71,13,False,False,False
8078,Whatever,Indie,False,8,1,False,False,False
8079,Tunnel Vision,Acoustic_Folk,False,13,2,False,False,False
8080,Air Mattress,Country,False,12,2,False,False,False
8081,Time To Go,Alt,False,10,3,False,False,False
8082,I'm so in Love with You (feat. Seth Avett),Rock,True,42,9,False,False,False
8083,Hero,Acoustic_Folk,False,4,1,False,False,False
8084,I Can't Breathe,HipHop,False,15,3,True,False,False
8085,Wind Parade,Indie,False,11,2,False,False,False
8086,Blame It On Love,Country,False,16,4,False,False,False
8087,We Never Change,Country,False,15,3,False,False,False
8088,Bigger Man (with Maren Morris),Instrumental,False,30,5,False,False,False
8089,When Sunny Gets Blue,Blues,False,20,4,False,False,False
8090,Be Patient,Alt,False,10,2,False,False,False
8091,This Weekend (feat. Ty Dolla $ign),HipHop,True,34,6,False,False,False
8092,Harrison Fjord,Acoustic_Folk,False,14,2,False,False,False
8093,Back From The Dead,Country,False,18,4,False,False,False
8094,The Eviction Song,Instrumental,False,17,3,False,False,False
8095,Blodbylgje,Acoustic_Folk,False,10,1,False,False,False
8096,Revolution,Country,False,10,1,False,False,False
8097,To the Moon,Acoustic_Folk,False,11,3,False,False,False
8098,To Whom All Lovers,Indie,False,18,4,False,False,False
8099,Wholeness and the Implicate Order,Indie,False,33,5,False,False,False
8100,Welcome to the Black Parade,Country,False,27,5,False,False,False
8101,Shot At The Night,Country,False,17,4,False,False,False
8102,Save the Best,Country,False,13,3,False,False,False
8103,So Much for Love,Acoustic_Folk,False,16,4,False,False,False
8104,Bleed for You,Country,False,13,3,False,False,False
8105,Smoldered,Acoustic_Folk,False,9,1,False,False,False
